"fitted_model","stacking","pseudo_BMA","n_years_val.x","BMA","n_years_val.y","sim","gen_model","n_years"
"lc",0,0,10,4.56937109151721e-146,0,76,"mix_cbd_rh",20
"m6",0,0,5,1,0,76,"mix_cbd_rh",20
"m6",0,0,10,1,0,76,"mix_cbd_rh",20
"m6",0.442,0.47,1,1,0,76,"mix_cbd_rh",20
"rh",0,0.002,1,5.35312780717887e-140,0,76,"mix_cbd_rh",20
"rh",0,0,5,5.35312780717887e-140,0,76,"mix_cbd_rh",20
"rh",0,0,10,5.35312780717887e-140,0,76,"mix_cbd_rh",20
"apc",0.889,1,10,8.59685457426022e-112,0,77,"mix_cbd_rh",20
"apc",1,0.861,1,8.59685457426022e-112,0,77,"mix_cbd_rh",20
"apc",1,1,5,8.59685457426022e-112,0,77,"mix_cbd_rh",20
"cbd",0,0,10,4.5570405458127e-65,0,77,"mix_cbd_rh",20
"cbd",0,0,5,4.5570405458127e-65,0,77,"mix_cbd_rh",20
"cbd",0,0,1,4.5570405458127e-65,0,77,"mix_cbd_rh",20
"lc",0,0,1,2.84445450226728e-158,0,77,"mix_cbd_rh",20
"lc",0,0,5,2.84445450226728e-158,0,77,"mix_cbd_rh",20
"lc",0,0,10,2.84445450226728e-158,0,77,"mix_cbd_rh",20
"m6",0,0,5,1,0,77,"mix_cbd_rh",20
"m6",0.111,0,10,1,0,77,"mix_cbd_rh",20
"m6",0,0.133,1,1,0,77,"mix_cbd_rh",20
"rh",0,0.005,1,2.08170977709776e-147,0,77,"mix_cbd_rh",20
"rh",0,0,5,2.08170977709776e-147,0,77,"mix_cbd_rh",20
"rh",0,0,10,2.08170977709776e-147,0,77,"mix_cbd_rh",20
"apc",0.999,1,10,7.91444186302659e-100,0,78,"mix_cbd_rh",20
"apc",0,0.027,1,7.91444186302659e-100,0,78,"mix_cbd_rh",20
"apc",0.998,1,5,7.91444186302659e-100,0,78,"mix_cbd_rh",20
"cbd",0,0,10,1.51797289919363e-53,0,78,"mix_cbd_rh",20
"cbd",0,0,5,1.51797289919363e-53,0,78,"mix_cbd_rh",20
"cbd",0,0,1,1.51797289919363e-53,0,78,"mix_cbd_rh",20
"lc",0.334,0.068,1,8.2034249806246e-147,0,78,"mix_cbd_rh",20
"lc",0,0,5,8.2034249806246e-147,0,78,"mix_cbd_rh",20
"lc",0,0,10,8.2034249806246e-147,0,78,"mix_cbd_rh",20
"m6",0.002,0,5,1,0,78,"mix_cbd_rh",20
"m6",0.001,0,10,1,0,78,"mix_cbd_rh",20
"m6",0.666,0.904,1,1,0,78,"mix_cbd_rh",20
"rh",0,0.002,1,1.58398947181138e-131,0,78,"mix_cbd_rh",20
"rh",0.001,0,5,1.58398947181138e-131,0,78,"mix_cbd_rh",20
"rh",0,0,10,1.58398947181138e-131,0,78,"mix_cbd_rh",20
"apc",1,1,10,7.06891331933763e-94,0,79,"mix_cbd_rh",20
"apc",0.934,0.944,1,7.06891331933763e-94,0,79,"mix_cbd_rh",20
"apc",0.926,1,5,7.06891331933763e-94,0,79,"mix_cbd_rh",20
"cbd",0,0,10,3.58257041043467e-47,0,79,"mix_cbd_rh",20
"cbd",0.001,0,5,3.58257041043467e-47,0,79,"mix_cbd_rh",20
"cbd",0.066,0,1,3.58257041043467e-47,0,79,"mix_cbd_rh",20
"lc",0,0.001,1,8.5615649926102e-130,0,79,"mix_cbd_rh",20
"lc",0,0,5,8.5615649926102e-130,0,79,"mix_cbd_rh",20
"lc",0,0,10,8.5615649926102e-130,0,79,"mix_cbd_rh",20
"m6",0,0,5,1,0,79,"mix_cbd_rh",20
"m6",0,0,10,1,0,79,"mix_cbd_rh",20
"m6",0,0.053,1,1,0,79,"mix_cbd_rh",20
"rh",0,0.001,1,3.91368466587943e-129,0,79,"mix_cbd_rh",20
"rh",0.074,0,5,3.91368466587943e-129,0,79,"mix_cbd_rh",20
"rh",0,0,10,3.91368466587943e-129,0,79,"mix_cbd_rh",20
"apc",0.711,1,10,1.07603028080745e-98,0,80,"mix_cbd_rh",20
"apc",0.997,0.829,1,1.07603028080745e-98,0,80,"mix_cbd_rh",20
"apc",0.795,1,5,1.07603028080745e-98,0,80,"mix_cbd_rh",20
"cbd",0.001,0,10,1.8610760163071e-40,0,80,"mix_cbd_rh",20
"cbd",0.173,0,5,1.8610760163071e-40,0,80,"mix_cbd_rh",20
"cbd",0,0,1,1.8610760163071e-40,0,80,"mix_cbd_rh",20
"lc",0,0.001,1,5.63124584219285e-137,0,80,"mix_cbd_rh",20
"lc",0.032,0,5,5.63124584219285e-137,0,80,"mix_cbd_rh",20
"lc",0,0,10,5.63124584219285e-137,0,80,"mix_cbd_rh",20
"m6",0,0,5,1,0,80,"mix_cbd_rh",20
"m6",0.288,0,10,1,0,80,"mix_cbd_rh",20
"m6",0.003,0.165,1,1,0,80,"mix_cbd_rh",20
"rh",0,0.006,1,5.21245402048588e-134,0,80,"mix_cbd_rh",20
"rh",0,0,5,5.21245402048588e-134,0,80,"mix_cbd_rh",20
"rh",0,0,10,5.21245402048588e-134,0,80,"mix_cbd_rh",20
"apc",0.329,0.835,10,2.06797364802e-96,0,1,"mix_cbd_rh",30
"apc",0.202,0.268,1,2.06797364802e-96,0,1,"mix_cbd_rh",30
"apc",0.885,1,5,2.06797364802e-96,0,1,"mix_cbd_rh",30
"cbd",0,0,10,7.73211963653306e-31,0,1,"mix_cbd_rh",30
"cbd",0.115,0,5,7.73211963653306e-31,0,1,"mix_cbd_rh",30
"cbd",0,0,1,7.73211963653306e-31,0,1,"mix_cbd_rh",30
"lc",0,0,1,5.16330318374287e-187,0,1,"mix_cbd_rh",30
"lc",0,0,5,5.16330318374287e-187,0,1,"mix_cbd_rh",30
"lc",0,0,10,5.16330318374287e-187,0,1,"mix_cbd_rh",30
"m6",0,0,5,1,0,1,"mix_cbd_rh",30
"m6",0.671,0.165,10,1,0,1,"mix_cbd_rh",30
"m6",0.008,0.086,1,1,0,1,"mix_cbd_rh",30
"rh",0.789,0.646,1,4.26217737473255e-141,0,1,"mix_cbd_rh",30
"rh",0,0,5,4.26217737473255e-141,0,1,"mix_cbd_rh",30
"rh",0,0,10,4.26217737473255e-141,0,1,"mix_cbd_rh",30
"apc",0.474,0.76,10,3.63781012556465e-111,0,2,"mix_cbd_rh",30
"apc",0.425,0.288,1,3.63781012556465e-111,0,2,"mix_cbd_rh",30
"apc",0.979,1,5,3.63781012556465e-111,0,2,"mix_cbd_rh",30
"cbd",0,0,10,2.3822637412828e-38,0,2,"mix_cbd_rh",30
"cbd",0.003,0,5,2.3822637412828e-38,0,2,"mix_cbd_rh",30
"cbd",0,0,1,2.3822637412828e-38,0,2,"mix_cbd_rh",30
"lc",0.091,0,1,1.29525534747202e-207,0,2,"mix_cbd_rh",30
"lc",0.018,0,5,1.29525534747202e-207,0,2,"mix_cbd_rh",30
"lc",0,0,10,1.29525534747202e-207,0,2,"mix_cbd_rh",30
"m6",0,0,5,1,0,2,"mix_cbd_rh",30
"m6",0.526,0.24,10,1,0,2,"mix_cbd_rh",30
"m6",0.484,0.642,1,1,0,2,"mix_cbd_rh",30
"rh",0,0.07,1,1.20463270739189e-152,0,2,"mix_cbd_rh",30
"rh",0,0,5,1.20463270739189e-152,0,2,"mix_cbd_rh",30
"rh",0,0,10,1.20463270739189e-152,0,2,"mix_cbd_rh",30
"apc",0.185,0,10,0.124001358118179,0,3,"mix_cbd_rh",30
"apc",0.426,0.473,1,0.124001358118179,0,3,"mix_cbd_rh",30
"apc",0.999,1,5,0.124001358118179,0,3,"mix_cbd_rh",30
"cbd",0,0,10,1.14370126113745e-102,0,3,"mix_cbd_rh",30
"cbd",0,0,5,1.14370126113745e-102,0,3,"mix_cbd_rh",30
"cbd",0,0,1,1.14370126113745e-102,0,3,"mix_cbd_rh",30
"lc",0.062,0,1,1.15709085073473e-85,0,3,"mix_cbd_rh",30
"lc",0.001,0,5,1.15709085073473e-85,0,3,"mix_cbd_rh",30
"lc",0,0,10,1.15709085073473e-85,0,3,"mix_cbd_rh",30
"m6",0,0,5,0.867999826880282,0,3,"mix_cbd_rh",30
"m6",0.815,1,10,0.867999826880282,0,3,"mix_cbd_rh",30
"m6",0.512,0.519,1,0.867999826880282,0,3,"mix_cbd_rh",30
"rh",0,0.008,1,0.00799881500153897,0,3,"mix_cbd_rh",30
"rh",0,0,5,0.00799881500153897,0,3,"mix_cbd_rh",30
"rh",0,0,10,0.00799881500153897,0,3,"mix_cbd_rh",30
"apc",0.621,0.997,10,1.16169829531482e-120,0,4,"mix_cbd_rh",30
"apc",0,0.032,1,1.16169829531482e-120,0,4,"mix_cbd_rh",30
"apc",1,1,5,1.16169829531482e-120,0,4,"mix_cbd_rh",30
"cbd",0,0,10,1.15599276437567e-79,0,4,"mix_cbd_rh",30
"cbd",0,0,5,1.15599276437567e-79,0,4,"mix_cbd_rh",30
"cbd",0,0,1,1.15599276437567e-79,0,4,"mix_cbd_rh",30
"lc",0,0,1,5.26739502185726e-226,0,4,"mix_cbd_rh",30
"lc",0,0,5,5.26739502185726e-226,0,4,"mix_cbd_rh",30
"lc",0,0,10,5.26739502185726e-226,0,4,"mix_cbd_rh",30
"m6",0,0,5,1,0,4,"mix_cbd_rh",30
"m6",0.379,0.003,10,1,0,4,"mix_cbd_rh",30
"m6",1,0.953,1,1,0,4,"mix_cbd_rh",30
"rh",0,0.015,1,2.25421742851109e-159,0,4,"mix_cbd_rh",30
"rh",0,0,5,2.25421742851109e-159,0,4,"mix_cbd_rh",30
"rh",0,0,10,2.25421742851109e-159,0,4,"mix_cbd_rh",30
"apc",1,1,10,1.19978614006951e-97,0,5,"mix_cbd_rh",30
"apc",0,0.058,1,1.19978614006951e-97,0,5,"mix_cbd_rh",30
"apc",0.99,1,5,1.19978614006951e-97,0,5,"mix_cbd_rh",30
"cbd",0,0,10,1.15286465576542e-26,0,5,"mix_cbd_rh",30
"cbd",0.01,0,5,1.15286465576542e-26,0,5,"mix_cbd_rh",30
"cbd",0,0,1,1.15286465576542e-26,0,5,"mix_cbd_rh",30
"lc",0,0,1,1.03665757950145e-184,0,5,"mix_cbd_rh",30
"lc",0,0,5,1.03665757950145e-184,0,5,"mix_cbd_rh",30
"lc",0,0,10,1.03665757950145e-184,0,5,"mix_cbd_rh",30
"m6",0,0,5,1,0,5,"mix_cbd_rh",30
"m6",0,0,10,1,0,5,"mix_cbd_rh",30
"m6",0.993,0.939,1,1,0,5,"mix_cbd_rh",30
"rh",0.007,0.004,1,8.19115306385242e-141,0,5,"mix_cbd_rh",30
"rh",0,0,5,8.19115306385242e-141,0,5,"mix_cbd_rh",30
"rh",0,0,10,8.19115306385242e-141,0,5,"mix_cbd_rh",30
"apc",1,1,10,1.48516508765559e-92,0,6,"mix_cbd_rh",30
"apc",0.302,0.399,1,1.48516508765559e-92,0,6,"mix_cbd_rh",30
"apc",1,1,5,1.48516508765559e-92,0,6,"mix_cbd_rh",30
"cbd",0,0,10,4.5174356534307e-28,0,6,"mix_cbd_rh",30
"cbd",0,0,5,4.5174356534307e-28,0,6,"mix_cbd_rh",30
"cbd",0,0,1,4.5174356534307e-28,0,6,"mix_cbd_rh",30
"lc",0,0,1,6.86027084726162e-188,0,6,"mix_cbd_rh",30
"lc",0,0,5,6.86027084726162e-188,0,6,"mix_cbd_rh",30
"lc",0,0,10,6.86027084726162e-188,0,6,"mix_cbd_rh",30
"m6",0,0,5,1,0,6,"mix_cbd_rh",30
"m6",0,0,10,1,0,6,"mix_cbd_rh",30
"m6",0.244,0.275,1,1,0,6,"mix_cbd_rh",30
"rh",0.454,0.326,1,2.51149781071646e-133,0,6,"mix_cbd_rh",30
"rh",0,0,5,2.51149781071646e-133,0,6,"mix_cbd_rh",30
"rh",0,0,10,2.51149781071646e-133,0,6,"mix_cbd_rh",30
"apc",1,1,10,0.999977548519498,0,7,"mix_cbd_rh",30
"apc",0.951,0.807,1,0.999977548519498,0,7,"mix_cbd_rh",30
"apc",1,1,5,0.999977548519498,0,7,"mix_cbd_rh",30
"cbd",0,0,10,1.85063654776088e-104,0,7,"mix_cbd_rh",30
"cbd",0,0,5,1.85063654776088e-104,0,7,"mix_cbd_rh",30
"cbd",0,0,1,1.85063654776088e-104,0,7,"mix_cbd_rh",30
"lc",0,0,1,4.81024258849383e-84,0,7,"mix_cbd_rh",30
"lc",0,0,5,4.81024258849383e-84,0,7,"mix_cbd_rh",30
"lc",0,0,10,4.81024258849383e-84,0,7,"mix_cbd_rh",30
"m6",0,0,5,3.27928045238219e-11,0,7,"mix_cbd_rh",30
"m6",0,0,10,3.27928045238219e-11,0,7,"mix_cbd_rh",30
"m6",0,0.016,1,3.27928045238219e-11,0,7,"mix_cbd_rh",30
"rh",0.049,0.177,1,2.24514477094482e-05,0,7,"mix_cbd_rh",30
"rh",0,0,5,2.24514477094482e-05,0,7,"mix_cbd_rh",30
"rh",0,0,10,2.24514477094482e-05,0,7,"mix_cbd_rh",30
"apc",1,1,10,0.204949006720433,0,8,"mix_cbd_rh",30
"apc",0.156,0.401,1,0.204949006720433,0,8,"mix_cbd_rh",30
"apc",0.999,1,5,0.204949006720433,0,8,"mix_cbd_rh",30
"cbd",0,0,10,2.10500263867052e-79,0,8,"mix_cbd_rh",30
"cbd",0,0,5,2.10500263867052e-79,0,8,"mix_cbd_rh",30
"cbd",0,0,1,2.10500263867052e-79,0,8,"mix_cbd_rh",30
"lc",0,0,1,4.20253524564387e-74,0,8,"mix_cbd_rh",30
"lc",0,0,5,4.20253524564387e-74,0,8,"mix_cbd_rh",30
"lc",0,0,10,4.20253524564387e-74,0,8,"mix_cbd_rh",30
"m6",0,0,5,7.98141198585726e-11,0,8,"mix_cbd_rh",30
"m6",0,0,10,7.98141198585726e-11,0,8,"mix_cbd_rh",30
"m6",0.599,0.523,1,7.98141198585726e-11,0,8,"mix_cbd_rh",30
"rh",0.245,0.076,1,0.795050993199753,0,8,"mix_cbd_rh",30
"rh",0.001,0,5,0.795050993199753,0,8,"mix_cbd_rh",30
"rh",0,0,10,0.795050993199753,0,8,"mix_cbd_rh",30
"apc",0.995,1,10,0.771841428176493,0,9,"mix_cbd_rh",30
"apc",0.882,0.728,1,0.771841428176493,0,9,"mix_cbd_rh",30
"apc",0.9,1,5,0.771841428176493,0,9,"mix_cbd_rh",30
"cbd",0,0,10,3.20685913001445e-115,0,9,"mix_cbd_rh",30
"cbd",0,0,5,3.20685913001445e-115,0,9,"mix_cbd_rh",30
"cbd",0,0,1,3.20685913001445e-115,0,9,"mix_cbd_rh",30
"lc",0,0,1,3.46671247656126e-78,0,9,"mix_cbd_rh",30
"lc",0.011,0,5,3.46671247656126e-78,0,9,"mix_cbd_rh",30
"lc",0,0,10,3.46671247656126e-78,0,9,"mix_cbd_rh",30
"m6",0.089,0,5,0.000261382198336032,0,9,"mix_cbd_rh",30
"m6",0.005,0,10,0.000261382198336032,0,9,"mix_cbd_rh",30
"m6",0,0.123,1,0.000261382198336032,0,9,"mix_cbd_rh",30
"rh",0.118,0.149,1,0.227897189625171,0,9,"mix_cbd_rh",30
"rh",0,0,5,0.227897189625171,0,9,"mix_cbd_rh",30
"rh",0,0,10,0.227897189625171,0,9,"mix_cbd_rh",30
"apc",1,1,10,2.45778595993093e-103,0,10,"mix_cbd_rh",30
"apc",0.973,0.781,1,2.45778595993093e-103,0,10,"mix_cbd_rh",30
"apc",1,1,5,2.45778595993093e-103,0,10,"mix_cbd_rh",30
"cbd",0,0,10,2.00028070380018e-48,0,10,"mix_cbd_rh",30
"cbd",0,0,5,2.00028070380018e-48,0,10,"mix_cbd_rh",30
"cbd",0,0,1,2.00028070380018e-48,0,10,"mix_cbd_rh",30
"lc",0,0,1,3.24994465958162e-194,0,10,"mix_cbd_rh",30
"lc",0,0,5,3.24994465958162e-194,0,10,"mix_cbd_rh",30
"lc",0,0,10,3.24994465958162e-194,0,10,"mix_cbd_rh",30
"m6",0,0,5,1,0,10,"mix_cbd_rh",30
"m6",0,0,10,1,0,10,"mix_cbd_rh",30
"m6",0.027,0.212,1,1,0,10,"mix_cbd_rh",30
"rh",0,0.007,1,1.09808252897941e-144,0,10,"mix_cbd_rh",30
"rh",0,0,5,1.09808252897941e-144,0,10,"mix_cbd_rh",30
"rh",0,0,10,1.09808252897941e-144,0,10,"mix_cbd_rh",30
"apc",1,1,10,0.960645205953769,0,11,"mix_cbd_rh",30
"apc",0.226,0.261,1,0.960645205953769,0,11,"mix_cbd_rh",30
"apc",1,1,5,0.960645205953769,0,11,"mix_cbd_rh",30
"cbd",0,0,10,6.50350394117474e-88,0,11,"mix_cbd_rh",30
"cbd",0,0,5,6.50350394117474e-88,0,11,"mix_cbd_rh",30
"cbd",0,0,1,6.50350394117474e-88,0,11,"mix_cbd_rh",30
"lc",0,0,1,2.10445630666421e-69,0,11,"mix_cbd_rh",30
"lc",0,0,5,2.10445630666421e-69,0,11,"mix_cbd_rh",30
"lc",0,0,10,2.10445630666421e-69,0,11,"mix_cbd_rh",30
"m6",0,0,5,0.0393118332192589,0,11,"mix_cbd_rh",30
"m6",0,0,10,0.0393118332192589,0,11,"mix_cbd_rh",30
"m6",0.772,0.715,1,0.0393118332192589,0,11,"mix_cbd_rh",30
"rh",0.003,0.024,1,4.29608269720754e-05,0,11,"mix_cbd_rh",30
"rh",0,0,5,4.29608269720754e-05,0,11,"mix_cbd_rh",30
"rh",0,0,10,4.29608269720754e-05,0,11,"mix_cbd_rh",30
"apc",1,1,10,0.000106289541496495,0,12,"mix_cbd_rh",30
"apc",0,0.031,1,0.000106289541496495,0,12,"mix_cbd_rh",30
"apc",1,1,5,0.000106289541496495,0,12,"mix_cbd_rh",30
"cbd",0,0,10,2.24863496799634e-87,0,12,"mix_cbd_rh",30
"cbd",0,0,5,2.24863496799634e-87,0,12,"mix_cbd_rh",30
"cbd",0,0,1,2.24863496799634e-87,0,12,"mix_cbd_rh",30
"lc",0.078,0,1,1.20414251982605e-82,0,12,"mix_cbd_rh",30
"lc",0,0,5,1.20414251982605e-82,0,12,"mix_cbd_rh",30
"lc",0,0,10,1.20414251982605e-82,0,12,"mix_cbd_rh",30
"m6",0,0,5,0.999893710430436,0,12,"mix_cbd_rh",30
"m6",0,0,10,0.999893710430436,0,12,"mix_cbd_rh",30
"m6",0.922,0.969,1,0.999893710430436,0,12,"mix_cbd_rh",30
"rh",0,0.001,1,2.80680138139608e-11,0,12,"mix_cbd_rh",30
"rh",0,0,5,2.80680138139608e-11,0,12,"mix_cbd_rh",30
"rh",0,0,10,2.80680138139608e-11,0,12,"mix_cbd_rh",30
"apc",0.525,0.579,10,7.15799082139502e-112,0,13,"mix_cbd_rh",30
"apc",0.033,0.192,1,7.15799082139502e-112,0,13,"mix_cbd_rh",30
"apc",0.999,1,5,7.15799082139502e-112,0,13,"mix_cbd_rh",30
"cbd",0,0,10,6.16047023945048e-37,0,13,"mix_cbd_rh",30
"cbd",0.001,0,5,6.16047023945048e-37,0,13,"mix_cbd_rh",30
"cbd",0,0,1,6.16047023945048e-37,0,13,"mix_cbd_rh",30
"lc",0,0,1,1.99323380335774e-213,0,13,"mix_cbd_rh",30
"lc",0,0,5,1.99323380335774e-213,0,13,"mix_cbd_rh",30
"lc",0,0,10,1.99323380335774e-213,0,13,"mix_cbd_rh",30
"m6",0,0,5,1,0,13,"mix_cbd_rh",30
"m6",0.475,0.421,10,1,0,13,"mix_cbd_rh",30
"m6",0.897,0.769,1,1,0,13,"mix_cbd_rh",30
"rh",0.069,0.039,1,6.30235766152368e-149,0,13,"mix_cbd_rh",30
"rh",0,0,5,6.30235766152368e-149,0,13,"mix_cbd_rh",30
"rh",0,0,10,6.30235766152368e-149,0,13,"mix_cbd_rh",30
"apc",1,1,10,5.75812942993688e-104,0,14,"mix_cbd_rh",30
"apc",0,0.163,1,5.75812942993688e-104,0,14,"mix_cbd_rh",30
"apc",1,1,5,5.75812942993688e-104,0,14,"mix_cbd_rh",30
"cbd",0,0,10,1.23903028399354e-56,0,14,"mix_cbd_rh",30
"cbd",0,0,5,1.23903028399354e-56,0,14,"mix_cbd_rh",30
"cbd",0,0,1,1.23903028399354e-56,0,14,"mix_cbd_rh",30
"lc",0.031,0,1,1.46003134625021e-196,0,14,"mix_cbd_rh",30
"lc",0,0,5,1.46003134625021e-196,0,14,"mix_cbd_rh",30
"lc",0,0,10,1.46003134625021e-196,0,14,"mix_cbd_rh",30
"m6",0,0,5,1,0,14,"mix_cbd_rh",30
"m6",0,0,10,1,0,14,"mix_cbd_rh",30
"m6",0.145,0.173,1,1,0,14,"mix_cbd_rh",30
"rh",0.823,0.663,1,4.60546905081157e-143,0,14,"mix_cbd_rh",30
"rh",0,0,5,4.60546905081157e-143,0,14,"mix_cbd_rh",30
"rh",0,0,10,4.60546905081157e-143,0,14,"mix_cbd_rh",30
"apc",0.998,1,10,2.14065905155178e-101,0,15,"mix_cbd_rh",30
"apc",0,0.018,1,2.14065905155178e-101,0,15,"mix_cbd_rh",30
"apc",1,1,5,2.14065905155178e-101,0,15,"mix_cbd_rh",30
"cbd",0,0,10,6.51028480566467e-41,0,15,"mix_cbd_rh",30
"cbd",0,0,5,6.51028480566467e-41,0,15,"mix_cbd_rh",30
"cbd",0.104,0,1,6.51028480566467e-41,0,15,"mix_cbd_rh",30
"lc",0.208,0.001,1,5.95710253436696e-179,0,15,"mix_cbd_rh",30
"lc",0,0,5,5.95710253436696e-179,0,15,"mix_cbd_rh",30
"lc",0,0,10,5.95710253436696e-179,0,15,"mix_cbd_rh",30
"m6",0,0,5,1,0,15,"mix_cbd_rh",30
"m6",0,0,10,1,0,15,"mix_cbd_rh",30
"m6",0.673,0.868,1,1,0,15,"mix_cbd_rh",30
"rh",0.015,0.113,1,1.07895757623547e-140,0,15,"mix_cbd_rh",30
"rh",0,0,5,1.07895757623547e-140,0,15,"mix_cbd_rh",30
"rh",0.002,0,10,1.07895757623547e-140,0,15,"mix_cbd_rh",30
"apc",1,1,10,0.975610879472143,0,16,"mix_cbd_rh",30
"apc",0,0.159,1,0.975610879472143,0,16,"mix_cbd_rh",30
"apc",1,1,5,0.975610879472143,0,16,"mix_cbd_rh",30
"cbd",0,0,10,4.92586472154255e-93,0,16,"mix_cbd_rh",30
"cbd",0,0,5,4.92586472154255e-93,0,16,"mix_cbd_rh",30
"cbd",0.029,0,1,4.92586472154255e-93,0,16,"mix_cbd_rh",30
"lc",0.096,0,1,4.42540131865939e-67,0,16,"mix_cbd_rh",30
"lc",0,0,5,4.42540131865939e-67,0,16,"mix_cbd_rh",30
"lc",0,0,10,4.42540131865939e-67,0,16,"mix_cbd_rh",30
"m6",0,0,5,2.95213602858247e-06,0,16,"mix_cbd_rh",30
"m6",0,0,10,2.95213602858247e-06,0,16,"mix_cbd_rh",30
"m6",0.613,0.687,1,2.95213602858247e-06,0,16,"mix_cbd_rh",30
"rh",0.262,0.154,1,0.0243861683918289,0,16,"mix_cbd_rh",30
"rh",0,0,5,0.0243861683918289,0,16,"mix_cbd_rh",30
"rh",0,0,10,0.0243861683918289,0,16,"mix_cbd_rh",30
"apc",0.87,1,10,1.96123176165956e-103,0,17,"mix_cbd_rh",30
"apc",0,0.06,1,1.96123176165956e-103,0,17,"mix_cbd_rh",30
"apc",0.954,1,5,1.96123176165956e-103,0,17,"mix_cbd_rh",30
"cbd",0,0,10,3.08512904874806e-33,0,17,"mix_cbd_rh",30
"cbd",0,0,5,3.08512904874806e-33,0,17,"mix_cbd_rh",30
"cbd",0,0,1,3.08512904874806e-33,0,17,"mix_cbd_rh",30
"lc",0,0,1,4.52723628340979e-189,0,17,"mix_cbd_rh",30
"lc",0.045,0,5,4.52723628340979e-189,0,17,"mix_cbd_rh",30
"lc",0,0,10,4.52723628340979e-189,0,17,"mix_cbd_rh",30
"m6",0,0,5,1,0,17,"mix_cbd_rh",30
"m6",0.13,0,10,1,0,17,"mix_cbd_rh",30
"m6",1,0.914,1,1,0,17,"mix_cbd_rh",30
"rh",0,0.026,1,2.46600279018115e-144,0,17,"mix_cbd_rh",30
"rh",0,0,5,2.46600279018115e-144,0,17,"mix_cbd_rh",30
"rh",0,0,10,2.46600279018115e-144,0,17,"mix_cbd_rh",30
"apc",1,1,10,0.687640059818735,0,18,"mix_cbd_rh",30
"apc",0,0.094,1,0.687640059818735,0,18,"mix_cbd_rh",30
"apc",1,1,5,0.687640059818735,0,18,"mix_cbd_rh",30
"cbd",0,0,10,9.06975236607049e-93,0,18,"mix_cbd_rh",30
"cbd",0,0,5,9.06975236607049e-93,0,18,"mix_cbd_rh",30
"cbd",0,0,1,9.06975236607049e-93,0,18,"mix_cbd_rh",30
"lc",0.251,0.004,1,1.06129086403871e-73,0,18,"mix_cbd_rh",30
"lc",0,0,5,1.06129086403871e-73,0,18,"mix_cbd_rh",30
"lc",0,0,10,1.06129086403871e-73,0,18,"mix_cbd_rh",30
"m6",0,0,5,0.312359898273748,0,18,"mix_cbd_rh",30
"m6",0,0,10,0.312359898273748,0,18,"mix_cbd_rh",30
"m6",0.501,0.518,1,0.312359898273748,0,18,"mix_cbd_rh",30
"rh",0.248,0.384,1,4.19075165132353e-08,0,18,"mix_cbd_rh",30
"rh",0,0,5,4.19075165132353e-08,0,18,"mix_cbd_rh",30
"rh",0,0,10,4.19075165132353e-08,0,18,"mix_cbd_rh",30
"apc",1,1,10,1.09487280173202e-99,0,19,"mix_cbd_rh",30
"apc",0.844,0.481,1,1.09487280173202e-99,0,19,"mix_cbd_rh",30
"apc",1,1,5,1.09487280173202e-99,0,19,"mix_cbd_rh",30
"cbd",0,0,10,9.64708073237436e-44,0,19,"mix_cbd_rh",30
"cbd",0,0,5,9.64708073237436e-44,0,19,"mix_cbd_rh",30
"cbd",0.156,0,1,9.64708073237436e-44,0,19,"mix_cbd_rh",30
"lc",0,0,1,7.07476330872285e-197,0,19,"mix_cbd_rh",30
"lc",0,0,5,7.07476330872285e-197,0,19,"mix_cbd_rh",30
"lc",0,0,10,7.07476330872285e-197,0,19,"mix_cbd_rh",30
"m6",0,0,5,1,0,19,"mix_cbd_rh",30
"m6",0,0,10,1,0,19,"mix_cbd_rh",30
"m6",0,0.483,1,1,0,19,"mix_cbd_rh",30
"rh",0,0.035,1,2.6200141634206e-146,0,19,"mix_cbd_rh",30
"rh",0,0,5,2.6200141634206e-146,0,19,"mix_cbd_rh",30
"rh",0,0,10,2.6200141634206e-146,0,19,"mix_cbd_rh",30
"apc",0.938,1,10,0.981250758655857,0,20,"mix_cbd_rh",30
"apc",0.365,0.336,1,0.981250758655857,0,20,"mix_cbd_rh",30
"apc",1,1,5,0.981250758655857,0,20,"mix_cbd_rh",30
"cbd",0,0,10,2.06124522019496e-103,0,20,"mix_cbd_rh",30
"cbd",0,0,5,2.06124522019496e-103,0,20,"mix_cbd_rh",30
"cbd",0,0,1,2.06124522019496e-103,0,20,"mix_cbd_rh",30
"lc",0,0,1,1.24553933908312e-88,0,20,"mix_cbd_rh",30
"lc",0,0,5,1.24553933908312e-88,0,20,"mix_cbd_rh",30
"lc",0,0,10,1.24553933908312e-88,0,20,"mix_cbd_rh",30
"m6",0,0,5,7.2308254527009e-09,0,20,"mix_cbd_rh",30
"m6",0.062,0,10,7.2308254527009e-09,0,20,"mix_cbd_rh",30
"m6",0.628,0.632,1,7.2308254527009e-09,0,20,"mix_cbd_rh",30
"rh",0.007,0.032,1,0.0187492341133178,0,20,"mix_cbd_rh",30
"rh",0,0,5,0.0187492341133178,0,20,"mix_cbd_rh",30
"rh",0,0,10,0.0187492341133178,0,20,"mix_cbd_rh",30
"apc",1,1,10,2.73462216625074e-103,0,21,"mix_cbd_rh",30
"apc",0,0.015,1,2.73462216625074e-103,0,21,"mix_cbd_rh",30
"apc",1,1,5,2.73462216625074e-103,0,21,"mix_cbd_rh",30
