"lc","apc","cbd","m6","rh","stacking","pseudo_BMA","BMA","sim","gen_model","n_years","n_years_val"
92.6397876009367,42.9193591633312,66.3345545201509,42.6551477425887,52.086810070044,43.5131596322676,41.8843195383817,42.6551477425887,1,"apc",20,1
92.6397876009367,42.9193591633312,66.3345545201509,42.6551477425887,52.086810070044,42.914113091656,42.9193591633312,42.6551477425887,1,"apc",20,5
92.6397876009367,42.9193591633312,66.3345545201509,42.6551477425887,52.086810070044,42.0329701242668,42.8771425785179,42.6551477425887,1,"apc",20,10
90.7656015290032,40.0624290010119,67.9818400507773,43.3586137436406,52.0345146403469,40.2049484042759,40.2785560398326,43.3586137436406,2,"apc",20,1
90.7656015290032,40.0624290010119,67.9818400507773,43.3586137436406,52.0345146403469,40.9005473116221,40.0624290010119,43.3586137436406,2,"apc",20,5
90.7656015290032,40.0624290010119,67.9818400507773,43.3586137436406,52.0345146403469,40.0624290010119,40.0624290010119,43.3586137436406,2,"apc",20,10
90.5367316846729,43.5728973377427,67.8777728604097,47.4726362846209,58.112783266321,43.685615654945,43.8635990596726,47.4726362846209,3,"apc",20,1
90.5367316846729,43.5728973377427,67.8777728604097,47.4726362846209,58.112783266321,43.4578258953149,43.5728973377427,47.4726362846209,3,"apc",20,5
90.5367316846729,43.5728973377427,67.8777728604097,47.4726362846209,58.112783266321,43.5728973377427,43.5728973377427,47.4726362846209,3,"apc",20,10
84.3744087896592,41.8954184155844,65.080002906512,43.7190991134765,50.3027119878464,42.0317999008758,41.6180937198922,43.7190991134765,4,"apc",20,1
84.3744087896592,41.8954184155844,65.080002906512,43.7190991134765,50.3027119878464,42.6669233911057,41.8925366793419,43.7190991134765,4,"apc",20,5
84.3744087896592,41.8954184155844,65.080002906512,43.7190991134765,50.3027119878464,41.9703678944992,43.5729266337661,43.7190991134765,4,"apc",20,10
88.9445569779456,38.7148029902611,64.4189149767182,41.0358791837095,55.6942334881852,40.5807697864791,38.8616189551374,41.0358791837095,5,"apc",20,1
88.9445569779456,38.7148029902611,64.4189149767182,41.0358791837095,55.6942334881852,38.8335424497763,38.7148029902611,41.0358791837095,5,"apc",20,5
88.9445569779456,38.7148029902611,64.4189149767182,41.0358791837095,55.6942334881852,38.6990095071714,38.7148029902611,41.0358791837095,5,"apc",20,10
