c,g_t_x
1964,0.18184547204173543
1965,0.15000907120486448
1966,0.14111245354265606
1967,0.15381113295190404
1968,0.150604625178835
1969,0
1870,0
1871,0.020184563242396272
1872,0.022118730955512183
1873,0.017738542683370703
1874,0.021995736360744332
1875,0.03134018453467869
1876,0.07696316548452742
1877,0.09621579974113338
1878,0.07698695551739325
1879,0.09914715132654348
1880,0.09736493953004877
1881,0.05997770295771938
1882,0.08877485429226563
1883,0.07954598388708134
1884,0.10779267418997136
1885,0.09321829055114984
1886,0.13210024008602073
1887,0.15361564714061407
1888,0.12116309617508968
1889,0.1518759800832723
1890,0.13500531149775266
1891,0.14273958384466348
1892,0.1900690449125917
1893,0.17145990957134175
1894,0.20804289462180864
1895,0.20440546465951565
1896,0.2287787719498152
1897,0.23100023588455149
1898,0.25153668286227543
1899,0.261005857298286
1900,0.2748723201737853
1901,0.2820437628388895
1902,0.30535903408189585
1903,0.31125341899672754
1904,0.3129026148879299
1905,0.3112594757800192
1906,0.326094550099322
1907,0.3270643483936592
1908,0.3301317515590935
1909,0.35026344818968014
1910,0.3361341019675079
1911,0.3383059030811138
1912,0.32136871447973053
1913,0.3160432150343793
1914,0.34333354796444354
1915,0.3249708121414724
1916,0.28669685875392603
1917,0.39627247497545615
1918,0.34669228211018677
1919,0.3005206773662493
1920,0.3425457730504262
1921,0.320191308513881
1922,0.3210407607218448
1923,0.2913750612619071
1924,0.3106977016390742
1925,0.3133371162636548
1926,0.29358939317270355
1927,0.3049588791153069
1928,0.29592913630176065
1929,0.29419024768156443
1930,0.2763679604289576
1931,0.26130953192581186
1932,0.251399369695326
1933,0.22592877104199552
1934,0.2175584073429881
1935,0.19282397532193657
1936,0.19478844751310131
1937,0.17292114486649662
1938,0.16615697121133244
1939,0.15798974573673813
1940,0.15245087220882209
1941,0.1603364024858513
1942,0.1992073056764232
1943,0.1936257877730824
1944,0.2047009503528318
1945,0.21551453673776158
1946,0.21729904269160868
1947,0.20955372627689947
1948,0.24510906404060104
1949,0.2495232395108511
1950,0.22103171794451998
1951,0.28444704175844443
1952,0.2711684019804337
1953,0.2557977820744701
1954,0.2797583567184409
1955,0.2794249160272382
1956,0.2922825008942409
1957,0.30221587153489776
1958,0.260028198293177
1959,0.26407309750755315
1960,0.25625249410628037
1961,0.21314077296799158
1962,0.1935746484499628
1963,0.165682479961102
1964,0.1447314511987702
1965,0.18390261178955875
1966,0.14902120051582757
1967,0.14725872494214956
1968,0.1426728600181762
1969,0
1870,0
1871,-0.01818191426560499
1872,0.04658316312033102
1873,-0.0026949948633305464
1874,0.032284143988501934
1875,0.056190312831976855
1876,0.07980176311890148
1877,0.09566750047352128
1878,0.08452333871712704
1879,0.09144652420888484
1880,0.08228038748737374
1881,0.08877240985897665
1882,0.08535049367080212
1883,0.09116017500050157
1884,0.09608512229313294
1885,0.10783095719149909
1886,0.10555658678781707
1887,0.12366221318130116
1888,0.12466555372508908
1889,0.12578032611948156
1890,0.15060595354257936
1891,0.1671229934158734
1892,0.1612833381942552
1893,0.17400491059930723
1894,0.1873848713201565
1895,0.21501199947253763
1896,0.22967707364110257
1897,0.22468560678835395
1898,0.2485199631966313
1899,0.2796297662021694
1900,0.2815055601465602
1901,0.28760163830781943
1902,0.3106354606483698
1903,0.318458132454337
1904,0.3319940123607892
1905,0.31596567727996483
1906,0.33456037348729106
1907,0.3272894188618531
1908,0.3388335569081355
1909,0.33867300027648406
1910,0.3343470281325797
1911,0.3392063899880597
1912,0.34163558334133265
1913,0.33063096307193807
1914,0.33286989895651603
1915,0.32614056661071666
1916,0.26985615136847707
1917,0.38650507196533623
1918,0.323342262812442
1919,0.30061924072688356
1920,0.3380811237761301
1921,0.3127296341956221
1922,0.3126706909900052
1923,0.2868342085506739
1924,0.3049465281689712
1925,0.3117634223098125
1926,0.2922779377514799
1927,0.3019538720386572
1928,0.2915882767974674
1929,0.28828904412641576
1930,0.2671363081455114
1931,0.25392149704127015
1932,0.24637366660969226
1933,0.2170561955708631
1934,0.21240477595097923
1935,0.17932344955322002
1936,0.18286085502332267
1937,0.1550902805909766
1938,0.15381574666748302
1939,0.16475200550693847
1940,0.14072482917354673
1941,0.1656815107625235
1942,0.16967480214078673
1943,0.16616523209454592
1944,0.20485918642434942
1945,0.21047157989754528
1946,0.2127041184596344
1947,0.20709191393048507
1948,0.2163854184368069
1949,0.24455428044792632
1950,0.2058522339404863
1951,0.2468688299249513
1952,0.2576181965600082
1953,0.24280148732246817
1954,0.26898825926730346
1955,0.2576204399485544
1956,0.2667806995581141
1957,0.2665093227150539
1958,0.27255904383896673
1959,0.2637233678774569
1960,0.2615639921886137
1961,0.2172339622375522
1962,0.19354379742047642
1963,0.1873007161772511
1964,0.18114293593688885
1965,0.15213315009222378
1966,0.14014655220070324
1967,0.18735765696373535
1968,0.16933302443809428
1969,0
1870,0
1871,-0.00105186296866736
1872,0.03257458923973629
1873,-0.008526373908471642
1874,0.03805970119961003
1875,0.04466421602892931
1876,0.08185125876056683
1877,0.10702440890161732
1878,0.08845987428611458
1879,0.09072176220560356
1880,0.09701048663097353
1881,0.07562506547836863
1882,0.06806878848629214
1883,0.0955959451982481
1884,0.11034562149651748
1885,0.09749902299405641
1886,0.11913099342146007
1887,0.1398843990201971
1888,0.13114783207752898
1889,0.14287151715478918
1890,0.1417160859697149
1891,0.14217576621076697
1892,0.17712775796656552
1893,0.18838627042346645
1894,0.21399851077564985
1895,0.2090392082381887
1896,0.2351898365593484
1897,0.2371164734221922
1898,0.2544417333007223
1899,0.2661650663445191
1900,0.2823289686299075
1901,0.28709710816039663
1902,0.30115069479067413
1903,0.31576439814336976
1904,0.32112716965560856
1905,0.3167597806565292
1906,0.3227038744994272
1907,0.3312144524240666
1908,0.33980552766816485
1909,0.3450253640152652
1910,0.3408192395488171
1911,0.32435736601672643
1912,0.3029494653945686
1913,0.3151035181300177
1914,0.336315538447718
1915,0.3163357033781706
1916,0.2856683934476481
1917,0.40551159705404344
1918,0.3485379605196147
1919,0.2999026336001499
1920,0.33117424961445296
1921,0.3222665411177029
1922,0.3289538146322064
1923,0.30287015256672306
1924,0.3019298462307126
1925,0.30365752924455597
1926,0.28879944643977945
1927,0.29740329976171825
1928,0.29620890514695064
1929,0.28647009136808543
1930,0.2847182167034305
1931,0.24678851224162845
1932,0.2372971674735468
1933,0.23744033627126088
1934,0.20343433260195323
1935,0.1868970091052363
1936,0.16963841784123967
1937,0.16989462858504992
1938,0.14516604905860653
1939,0.13120466524968902
1940,0.15761513816985503
1941,0.17421518642214018
1942,0.19071897369035146
1943,0.19634597603758555
1944,0.1973465055584533
1945,0.19721854840627215
1946,0.21812390550607996
1947,0.21961229932934487
1948,0.22767542424263854
1949,0.2227742803228636
1950,0.23354357572462542
1951,0.24902964401982614
1952,0.250517860579668
1953,0.26738249788567464
1954,0.27801985049003236
1955,0.2561082289050173
1956,0.29393641252695213
1957,0.28672956504632297
1958,0.2675354557457406
1959,0.2784269012082711
1960,0.22336228199000394
1961,0.24213928283845615
1962,0.22206442468803242
1963,0.19303588963432694
1964,0.13918028776741517
1965,0.17249722224269207
1966,0.14418224349653794
1967,0.14945818040952452
1968,0.14875407121780648
1969,0
1870,0
1871,0.03892775592863243
1872,-0.012967473759030294
1873,0.044357317405242735
1874,0.06993970387815407
1875,0.07687027935663307
1876,0.07779843277337495
1877,0.09894831523179348
1878,0.08119840238011951
1879,0.09729575351373504
1880,0.10812219298568157
1881,0.09042047545937398
1882,0.08418959384544511
1883,0.08785107172460706
1884,0.11377361487451858
1885,0.11210737043433525
1886,0.13212349908420973
1887,0.14834097891360815
1888,0.14007803001361763
1889,0.15898267723254184
1890,0.15790501073872845
1891,0.16081425960552045
1892,0.1734010758464706
1893,0.20125287186712648
1894,0.21655782602145524
1895,0.21723084022665448
1896,0.24346398547072481
1897,0.24861207187511666
1898,0.2670797337715188
1899,0.27662154551471296
1900,0.2846891824833063
1901,0.28898158993064815
1902,0.3166384299551875
1903,0.3179809749250044
1904,0.3342145010232558
1905,0.31845993321993227
1906,0.3369576317936274
1907,0.33152530356089654
1908,0.34961456912961014
1909,0.34988203326590467
1910,0.34225298434452117
1911,0.33495407495747453
1912,0.33672626370738007
1913,0.32883289737348986
1914,0.3261711495246064
1915,0.33488811144401953
1916,0.27935773460238844
1917,0.3903776389143093
1918,0.3239871162975369
1919,0.30259229746821625
1920,0.33720410518419697
1921,0.3139595598159912
1922,0.3160841539107659
1923,0.2904698656963295
1924,0.30582962651352635
1925,0.30856396463022084
1926,0.29006507942513
1927,0.30113746501186583
1928,0.29453378163543215
1929,0.26824800174994345
1930,0.27038670098115075
1931,0.25586783856900536
1932,0.23188002828773596
1933,0.2213784081646574
1934,0.19416983509170774
1935,0.17525876918659825
1936,0.1683264733515334
1937,0.14979295148698613
1938,0.14936190757514237
1939,0.14958285409909092
1940,0.13227862065025373
1941,0.15745624804551736
1942,0.16167966758263613
1943,0.15385798932852698
1944,0.20145624954577426
1945,0.20358412132767068
1946,0.20657928090110445
1947,0.19298434695105815
1948,0.19502835562799667
1949,0.2218930166380309
1950,0.18606179691191418
1951,0.22845416204392477
1952,0.24969015570779152
1953,0.2277728874617162
1954,0.2653504462790498
1955,0.2303644271907741
1956,0.2665341427011097
1957,0.25988648687661203
1958,0.23791767427893964
1959,0.2546940048006931
1960,0.20265187219626848
1961,0.18945924103811285
1962,0.1757458500319293
1963,0.14483361849277943
1964,0.10751235405244436
1965,0.11635193369647531
1966,0.09474049261627002
1967,0.11944556736082275
1968,0.10898767315471876
1969,0
1870,0
1871,0.02725857995144215
1872,-0.009078991092624812
1873,0.047217587459531744
1874,0.049684724961885696
1875,0.046249068144292
1876,0.05088131664864246
1877,0.0595946062307361
1878,0.06360487639430096
1879,0.08676467716512376
1880,0.06173139854001619
1881,0.05816418990454894
1882,0.06415043852540116
1883,0.08839378103818868
1884,0.08927223705847015
1885,0.07122808607635173
1886,0.10723066665659653
1887,0.1150871040788191
1888,0.11050281909199117
1889,0.1297986442550215
1890,0.12769834702867786
1891,0.1409964126549101
1892,0.14776069980228457
1893,0.17177681110898776
1894,0.1847158621184549
1895,0.2131506776477472
1896,0.2180273961790116
1897,0.20637190089112298
1898,0.23635875026474154
1899,0.26148896383065184
1900,0.26699234603456484
1901,0.2768475583043818
1902,0.2983768810690634
1903,0.3000927406759481
1904,0.3125503195875153
1905,0.29930958510088895
1906,0.3269573059636759
1907,0.32618398033087437
1908,0.34400999627109624
1909,0.33995683789521397
1910,0.3396090868207464
1911,0.3229564934665358
1912,0.33270932749963866
1913,0.3216776839502162
1914,0.34244563436399533
1915,0.3022663355288381
1916,0.27599669595205756
1917,0.39912242377365137
1918,0.32772824375077403
1919,0.3074562607675902
1920,0.3308860565020675
1921,0.33415173817733007
1922,0.3238682097318891
1923,0.31779414512937515
1924,0.31261520038556617
1925,0.30887664025828565
1926,0.29632641447643093
1927,0.31055085308563735
1928,0.30683562417377075
1929,0.2807434125193095
1930,0.2796099143315073
1931,0.26322360793413085
1932,0.24568359163704964
1933,0.2418366851131358
1934,0.2243244675233849
1935,0.19498302021477837
1936,0.19585536823504376
1937,0.16127361807987042
1938,0.1657936702113913
1939,0.15595791406110793
1940,0.15403166904059654
1941,0.18597060051394246
1942,0.19246876555295042
1943,0.21193154918947343
1944,0.21163061661156424
1945,0.2217742513319714
1946,0.24099592876723205
1947,0.24355817379199327
1948,0.24425729710983096
1949,0.24370151827571765
1950,0.24893483687603885
1951,0.26781109702564526
1952,0.2734632049066175
1953,0.2900863885234096
1954,0.2916391395517333
1955,0.2870629510971822
1956,0.2907022198648556
1957,0.2969116694784424
1958,0.2858856062395124
1959,0.31549885212690115
1960,0.2867894519484801
1961,0.2517509815804905
1962,0.2248221876714539
1963,0.18820596923202762
1964,0.1742906951413144
1965,0.1634119347792305
1966,0.14065291354090573
1967,0.11759818390937156
1968,0.1417832589457215
1969,0
1870,0
1871,0.012343139216662817
1872,0.02055277468941211
1873,0.014645640667833143
1874,0.034346641116718896
1875,0.046733034751186765
1876,0.08223640570666557
1877,0.09904676004542601
1878,0.09984406572804241
1879,0.1137234758947405
1880,0.09765243774949829
1881,0.0881850085484486
1882,0.10024093503240258
1883,0.10952101931064152
1884,0.1297052234819046
1885,0.09260243831525417
1886,0.12894121117486637
1887,0.14172609485894966
1888,0.1316619787439961
1889,0.13869098345536393
1890,0.1477805139526648
1891,0.16761427291671382
1892,0.18696094692944315
1893,0.16881305626691173
1894,0.2157950245314713
1895,0.20985562715082479
1896,0.23552774583939656
1897,0.2391000729649028
1898,0.25666293068980467
1899,0.2662322197524999
1900,0.2838554875325572
1901,0.28436115582646687
1902,0.2989003724865638
1903,0.33053092300125614
1904,0.3379539606654046
1905,0.3252285255133672
1906,0.34037705049344485
1907,0.32677079126025266
1908,0.3515787585193949
1909,0.344164966821657
1910,0.3384836084214671
1911,0.3219943638119795
1912,0.334573064502245
1913,0.32461585001406656
1914,0.342978613705182
1915,0.3038807466191824
1916,0.27923584893980147
1917,0.40442281408309155
1918,0.3314064680105004
1919,0.30269201568566473
1920,0.32580257848818317
1921,0.3232524290097449
1922,0.32094656583893133
1923,0.29174588947391455
1924,0.3062486354957132
1925,0.30978257241473106
1926,0.29787517876690933
1927,0.3029826342943139
1928,0.28707966226710807
1929,0.2969373735139943
1930,0.2714709346410763
1931,0.24320618405429367
1932,0.2491759818683425
1933,0.22698763988849383
1934,0.2094287771249283
1935,0.1930473323067315
1936,0.17688876630639208
1937,0.17134881810497868
1938,0.12749578967720465
1939,0.148367330689602
1940,0.15200045079134822
1941,0.1673742583647863
1942,0.18958049304971475
1943,0.1891086807323184
1944,0.1944095289542136
1945,0.20525690780854722
1946,0.22539903643010256
1947,0.21867672356911896
1948,0.22111926296230278
1949,0.2406497825757056
1950,0.22441914538525354
1951,0.25839013060187405
1952,0.2531661608376252
1953,0.26786219128970284
1954,0.26780164651016475
1955,0.2674694392628566
1956,0.2973829348985316
1957,0.30555694214531354
1958,0.2705129017352504
1959,0.2796045623808273
1960,0.2518442779321918
1961,0.2336800191686533
1962,0.22253759271272908
1963,0.18069660107874758
1964,0.14950963794916233
1965,0.15738707592622886
1966,0.14457217508686399
1967,0.11502141763189332
1968,0.14348193475637808
1969,0
1870,0
1871,0.0065154821344256975
1872,0.014016498225131652
1873,0.0074009673855758365
1874,0.06230704883189753
1875,0.050673470514295445
1876,0.07607910503986291
1877,0.08850931116000975
1878,0.08704425523426398
1879,0.10793443824916821
1880,0.09862056593489264
1881,0.07227878191568586
1882,0.0825777954117522
1883,0.10297390808355508
1884,0.0998415873850435
1885,0.11862817853031443
1886,0.12849563329072597
1887,0.13403347760975481
1888,0.13745378638717093
1889,0.15302040383950474
1890,0.1531721105877264
1891,0.1601152564166901
1892,0.17848810334159795
1893,0.19151069141189161
1894,0.20475685791359233
1895,0.22544705804162124
1896,0.23897418798865416
1897,0.22877703083600828
1898,0.2579687024798333
1899,0.2851112879319175
1900,0.28269015695244326
1901,0.294655122989905
1902,0.3223865098792123
1903,0.3104576009610257
1904,0.31811582267012317
1905,0.3152839950598585
1906,0.3328581492081936
1907,0.3394551554773763
1908,0.33958219724553046
1909,0.3480411887899565
1910,0.3513864007049968
1911,0.3505392786141612
1912,0.32238813165630975
1913,0.3294314710754488
1914,0.3399503380938112
1915,0.34557207646210186
1916,0.2868354997753112
1917,0.3895516426762266
1918,0.349613323054164
1919,0.303482241811345
1920,0.3455836708478718
1921,0.32767194148296036
1922,0.32905875631371484
1923,0.3003357143136371
1924,0.308189047151988
1925,0.31631874605965127
1926,0.29628383944538556
1927,0.28781653670203977
1928,0.2901411094358728
1929,0.27755918197812357
1930,0.28043475998941575
1931,0.25518970381968176
1932,0.24650431621495342
1933,0.22626930051962546
1934,0.20488174596379163
1935,0.1787749755389219
1936,0.18012338757363533
1937,0.15079632873694152
1938,0.16458278826396947
1939,0.14598099599761297
1940,0.14513056513660375
1941,0.16489723070051565
1942,0.18244255916688365
1943,0.18107034878532968
1944,0.20839615659345423
1945,0.19839101277769658
1946,0.2086794461170333
1947,0.21546195159602302
1948,0.22123783939613995
1949,0.23259402810512403
1950,0.2163260000975654
1951,0.24917099444743265
1952,0.2606791093385042
1953,0.2512979833453348
1954,0.2729416671870194
1955,0.243907302095349
1956,0.2656203046095136
1957,0.24325762438233214
1958,0.25261705050158956
1959,0.2444220033996094
1960,0.22380713717768694
1961,0.18616941072016127
1962,0.1303730762541764
1963,0.1568458434139755
1964,0.14226375431056035
1965,0.15644334882163058
1966,0.1217056008404448
1967,0.16364689918550657
1968,0.1135659239200298
1969,0
1870,0
1871,0.009299580326915271
1872,0.014968112355020291
1873,0.005803930571343126
1874,0.06915960578878594
1875,0.050691294622868324
1876,0.08721223505121074
1877,0.09011205249578019
1878,0.08885846066904968
1879,0.105481693585309
1880,0.0918969418929991
1881,0.08182643734088853
1882,0.08235766746537673
1883,0.10877456235095959
1884,0.09411073175773066
1885,0.11412320099543848
1886,0.12240768180771601
1887,0.13226422435952712
1888,0.13344551909325306
1889,0.16002464176009565
1890,0.15101738076667426
1891,0.15533805571378367
1892,0.17843644413184273
1893,0.19147413385733703
1894,0.2052480080959349
1895,0.2303977001845376
1896,0.24126097269242636
1897,0.22411705551951033
1898,0.2610140769060244
1899,0.2789084171969303
1900,0.28610023490365677
1901,0.29247242414908703
1902,0.31476446288719456
1903,0.3133241545201107
1904,0.3233661192924608
1905,0.31445841475346004
1906,0.3353155069881596
1907,0.3438288090730361
1908,0.3456298966247242
1909,0.3409699280693338
1910,0.34660813264608564
1911,0.3354850927832735
1912,0.32904311573074924
1913,0.32907717076140564
1914,0.3417679865304961
1915,0.3390622954264206
1916,0.2805663253353418
1917,0.3958618870081503
1918,0.3444856317097842
1919,0.30431924406347577
1920,0.34117919551220355
1921,0.3364960543454954
1922,0.3328913247143642
1923,0.3015545477542716
1924,0.31188502629724774
1925,0.31204054725201374
1926,0.2898017084610662
1927,0.2931880448523564
1928,0.29766019084194734
1929,0.2849568656406929
1930,0.2854572148032557
1931,0.2559443861455191
1932,0.23999487562963498
1933,0.23266578833504012
1934,0.2113987568543432
1935,0.1842936917945382
1936,0.17453884682095366
1937,0.15131203978727753
1938,0.1442488364620559
1939,0.1368667752817345
1940,0.14526644640793768
1941,0.17829502181417767
1942,0.2075601889776676
1943,0.18177649314501027
1944,0.20069129593143523
1945,0.2104451332432334
1946,0.21112668753929564
1947,0.22278929001182712
1948,0.21790592350750046
1949,0.24828854625062197
1950,0.22538200080563445
1951,0.2526579689642019
1952,0.24674517410666233
1953,0.23892218095314555
1954,0.26642831045531934
1955,0.24051093749237312
1956,0.2750532088819752
1957,0.25621221958391543
1958,0.25546308859541367
1959,0.23911143489097153
1960,0.21932671932928743
1961,0.20558898958803246
1962,0.14587756416745487
1963,0.12957568852302276
1964,0.12996770988047662
1965,0.16392581371006407
1966,0.11729432010045814
1967,0.1362457203772427
1968,0.10728044674596943
1969,0
1870,0
1871,0.0372503499916559
1872,0.04181963129834332
1873,0.031668036839247155
1874,0.05142878634293167
1875,0.06735686300672375
1876,0.06751644395755377
1877,0.10081374404488144
1878,0.08929829685144969
1879,0.09475164919142036
1880,0.08664241851402708
1881,0.07679529969730317
1882,0.10588045343687423
1883,0.08660320150979074
1884,0.13831438305129054
1885,0.11972142642791112
1886,0.1354768572350072
1887,0.16344005153333652
1888,0.1316409242859865
1889,0.1390369548706094
1890,0.15510380621141068
1891,0.17048139979196922
1892,0.18901932533370477
1893,0.16866375530398167
1894,0.20536139259464042
1895,0.20565501587066642
1896,0.23088120078571928
1897,0.24468650466955297
1898,0.258872942563566
1899,0.28142667196422394
1900,0.2815545596882998
1901,0.29115628624870227
1902,0.31152028200075016
1903,0.32591197846505887
1904,0.3305171858994693
1905,0.3221277941777111
1906,0.34180117980841884
1907,0.32855155548654746
1908,0.3431173405004712
1909,0.3487933318067422
1910,0.3492315120450412
1911,0.34767864187061814
1912,0.33275870117933604
1913,0.3224689554040085
1914,0.33608905835171043
1915,0.3281216246058596
1916,0.27896770906871865
1917,0.39151383234008125
1918,0.3432631952639223
1919,0.31045826063230014
1920,0.3406347075532403
1921,0.33000395292439433
1922,0.32867942616317636
1923,0.29743618649913045
1924,0.30438782929058583
1925,0.3165324656482689
1926,0.28599501668050026
1927,0.2956101157358246
1928,0.29842456020269587
1929,0.29074617598641517
1930,0.2807716943184995
1931,0.25706730285530743
1932,0.24135244083084392
1933,0.23749167910725943
1934,0.2146786847869465
1935,0.18399070437864876
1936,0.1864353787801453
1937,0.1743549556296175
1938,0.16044597283226153
1939,0.14926497664803753
1940,0.1518060036707795
1941,0.17942732063170488
1942,0.18020286228082041
1943,0.17253411144945024
1944,0.20059275349621306
1945,0.2003882071535398
1946,0.22441674443063092
1947,0.20904658192541134
1948,0.22380155949084735
1949,0.22750159866243583
1950,0.2181797048142571
1951,0.241572836752235
1952,0.26195013830077957
1953,0.26724838970069426
1954,0.28746508978563584
1955,0.26163650151233914
1956,0.2898508454908745
1957,0.27646692767390085
1958,0.276978292927171
1959,0.2987989854284942
1960,0.26454686965414215
1961,0.22387356106780187
1962,0.22172871949986608
1963,0.20056499095182712
1964,0.17204524228658763
1965,0.14633731059060506
1966,0.1371775708195488
1967,0.1511479563079919
1968,0.1606167674223565
1969,0
1870,0
1871,0.023794663911634723
1872,0.05384037260576722
1873,0.018150637630677445
1874,0.06114686152993713
1875,0.05245419276896233
1876,0.0901430904961613
1877,0.09162728042250025
1878,0.07084346680757435
1879,0.09425413961490645
1880,0.09772069929170654
1881,0.07769568723205357
1882,0.06859630853270711
1883,0.09945125199027516
1884,0.08542201023706672
1885,0.10056789249134565
1886,0.11617353986608406
1887,0.12888813959247766
1888,0.13326797404630644
1889,0.15457157779295227
1890,0.152153056451556
1891,0.16123132070198004
1892,0.1763369602290761
1893,0.18230374429151627
1894,0.21051156300505383
1895,0.22150632070675189
1896,0.23273166371913376
1897,0.2287328912574243
1898,0.2522985360633381
1899,0.27789176492627465
1900,0.28029236878719294
1901,0.29392810023283183
1902,0.31347490250214677
1903,0.32029020672510833
1904,0.32542660503447857
1905,0.32767127259471174
1906,0.33459267179239627
1907,0.33092773175230206
1908,0.34119097086572525
1909,0.34773502189005057
1910,0.35435157812550055
1911,0.3480293442785226
1912,0.33297820096387165
1913,0.3265678580706443
1914,0.33970585751966864
1915,0.3281764132174299
1916,0.2811518421281229
1917,0.39682501594432507
1918,0.3528222334370208
1919,0.31120404550996106
1920,0.3465262348702079
1921,0.3321418492371848
1922,0.3288050992483463
1923,0.30003059183592296
1924,0.30897602357506576
1925,0.3148710892686678
1926,0.2839908446483489
1927,0.2970755052678281
1928,0.29871748059617764
1929,0.2936006011215631
1930,0.27164254193320314
1931,0.26161167939374413
1932,0.2396425399108883
1933,0.23593081594048237
1934,0.21423609739000757
1935,0.18123358874866724
1936,0.18953525864819337
1937,0.17561058746474353
1938,0.15665194842338134
1939,0.1517046204528992
1940,0.1532542246038987
1941,0.18181688045942235
1942,0.18438273485952855
1943,0.17692533700360283
1944,0.20578823829069173
1945,0.20505192641403114
1946,0.23033384365606344
1947,0.21703123596285362
1948,0.23270153916933287
1949,0.235259029484926
1950,0.22359536280137005
1951,0.239062439092375
1952,0.25869296382845614
1953,0.25804271941898704
1954,0.2834857754888931
1955,0.26425241497789176
1956,0.2885624162345148
1957,0.27394882294000283
1958,0.25004216161471543
1959,0.2595602193348812
1960,0.2255655048752232
1961,0.1904292693496996
1962,0.15375762350814348
1963,0.17458468804736854
1964,0.14217249997214582
1965,0.16032716414040799
1966,0.12195007745103242
1967,0.13941974578859231
1968,0.10801467568760552
1969,0
1870,0
1871,0.05116452947619952
1872,0.004271599817337313
1873,0.041235663628420995
1874,0.05319974945653397
1875,0.0661532529681331
1876,0.07029994393055813
1877,0.09807463653164933
1878,0.09138305626416085
1879,0.092862843664941
1880,0.08759835886674087
1881,0.07679007533931147
1882,0.10393636648714683
1883,0.08246124387562997
1884,0.1319859220091315
1885,0.11382822981969865
1886,0.13110197998230508
1887,0.16032292566210923
1888,0.12328925241286576
1889,0.1427804419905028
1890,0.15245213686154985
1891,0.1650176816125908
1892,0.18115670751015295
1893,0.1760451113185911
1894,0.20573238655544088
1895,0.20904121589997224
1896,0.22814740363501823
1897,0.22464122897542022
1898,0.2530215022032168
1899,0.27523190895977995
1900,0.27717291754442724
1901,0.2715674923978207
1902,0.30657626500824464
1903,0.3129043926167046
1904,0.3300205350710459
1905,0.3205871487193959
1906,0.3311547795924687
1907,0.32518656833385784
1908,0.3371317969519827
1909,0.34675732592164643
1910,0.3565191262030529
1911,0.3458390047509381
1912,0.33545604956351793
1913,0.32621573002986304
1914,0.3379528588344329
1915,0.3260207851185684
1916,0.2814838025605177
1917,0.38960529153980994
1918,0.34528874331669546
1919,0.30911927516459975
1920,0.34359716978664184
1921,0.329690280011788
1922,0.3222088667457471
1923,0.30039359027899604
1924,0.3084786888886716
1925,0.3057931621986343
1926,0.28919116161024855
1927,0.30374739708813703
1928,0.29510170798482793
1929,0.2868576845057054
1930,0.2737020638227101
1931,0.2521710645482198
1932,0.24611295481969975
1933,0.23446774333633694
1934,0.20726439287488319
1935,0.18278168073509793
1936,0.18679027556295266
1937,0.17154323493241905
1938,0.1577601429385775
1939,0.14114961763017012
1940,0.15370046057638695
1941,0.18141619517188107
1942,0.1807891747192638
1943,0.1737467297741238
1944,0.20425542810846586
1945,0.20659753084256788
1946,0.22701060635308
1947,0.22002101613446223
1948,0.2330028495401823
1949,0.23343479581382093
1950,0.22703653947578542
1951,0.23688417100721168
1952,0.258167705908904
1953,0.26382411353581076
1954,0.29056072939665556
1955,0.2747662934397534
1956,0.29132573535668094
1957,0.27832028140878395
1958,0.2730966622139911
1959,0.2901731213010229
1960,0.2678001856713889
1961,0.2274499855889323
1962,0.21206632835772085
1963,0.1914145212887464
1964,0.15586466382519568
1965,0.1613717478425659
1966,0.15250483454635083
1967,0.16563631466101675
1968,0.1465919831311768
1969,0
1870,0
1871,0.009193735992895928
1872,0.01667130100109
1873,0.036636626716691725
1874,0.024043665362585693
1875,0.048090360274743664
1876,0.06718794947670927
1877,0.0963341982080955
1878,0.05680296886981305
1879,0.0883893767357087
1880,0.10065846391129342
1881,0.07217418265410744
1882,0.06096688735287914
1883,0.0948397989124265
1884,0.08095305622152234
1885,0.09686724989040964
1886,0.11226840638425128
1887,0.1251605461584068
1888,0.13084324184359594
1889,0.14382461019849282
1890,0.1410802994146287
1891,0.15019463894999616
1892,0.17566150663820038
1893,0.17798607918809375
1894,0.18966694527042488
1895,0.21854577478832332
1896,0.2349613306433685
1897,0.22739902687115426
1898,0.2555917113186211
1899,0.27802221967406493
1900,0.2910047543535979
1901,0.2967978845412169
1902,0.299879503394803
1903,0.32807764568584336
1904,0.33387750457409826
1905,0.31184447291674366
1906,0.34066171043458826
1907,0.3252967371145555
1908,0.341231518310762
1909,0.34253465002881084
1910,0.3431426235651335
1911,0.33716559169523785
1912,0.3257205081452459
1913,0.3317861898118115
1914,0.33726345631252475
1915,0.3316913135861517
1916,0.2841563495679641
1917,0.4033889703023117
1918,0.35137336010131076
1919,0.29676200846468054
1920,0.34527225070188655
1921,0.3308306852009651
1922,0.3270773173409906
1923,0.301462182063596
1924,0.311694132311829
1925,0.3087783857537097
1926,0.29236588376311434
1927,0.3091357125018084
1928,0.29977308849738876
1929,0.29046981268583083
1930,0.2786606536004892
1931,0.25558765004067246
1932,0.2528762108473608
1933,0.24012686199299327
1934,0.2148588361961246
1935,0.1907764864758898
1936,0.1982598264796983
1937,0.18293255108605924
1938,0.16740461608095464
1939,0.14909148192536886
1940,0.16231079004396864
1941,0.19097978890332287
1942,0.1949173168248159
1943,0.18109342310210505
1944,0.22015711783645125
1945,0.22469284753036606
