phi
1308.261551721436
1255.762496400983
1272.279256604492
1223.0361344709931
1227.0781930598744
1189.5324160538078
1177.5783892194133
1181.11467287978
1279.0770317997599
1237.7257481432907
1232.6748291132583
1242.7745723374178
1301.4147147105623
1164.303555675874
1185.3060061900212
1277.4689325512472
1279.5430293670838
1241.6999352385249
1185.1455285521417
1083.4447110493784
1076.0107444529588
1095.773849208777
1311.6206885676738
1217.9741075782033
1201.361030946314
1250.8427303008816
1308.6017526329213
1262.2020086201742
1263.1984449788529
1136.6826453631259
1238.4047393143185
1138.396629357768
1193.5157926557242
1317.786100861895
1381.2243682259366
1338.773440768885
1336.8977751054035
1216.4429397719127
1218.9745739992281
1268.546339674638
1131.1417092220302
1166.433450351503
1166.2934311442
1099.488878917073
1419.4564796962925
1369.0554218913667
1195.463898045761
1232.117427293293
1165.1775960415443
1132.9677398125878
1081.9651833192083
1105.9340581251595
1098.2854153989506
1070.252991248189
996.6888537328767
1041.4269858596692
1174.7407152859207
1295.4314127554142
1312.8317481535491
1365.7812799624874
1351.0254628250093
1330.5619706653538
1336.2010027260978
1325.328947242993
1276.5070092423866
1261.7824717133276
1221.3299493224413
1225.6773199675447
1220.5682380807013
1305.401620075344
1304.225110255749
1249.1785942208915
1231.1505691344064
1201.5558920226124
1250.1143161956431
1182.041608226678
1194.3626953103953
1248.2522328694256
1144.3650613783466
1173.964127418654
1489.5356068398041
1315.6362377103537
1162.9692410675034
1204.2993156655084
1290.8970420361152
1230.8437048908581
1303.4083570632858
1324.0200388953683
1227.2686375779424
1235.6975981215655
1213.857275264422
1146.1609773129537
1152.2393121187906
1096.6565704873929
1074.6410446133084
1078.0659177814464
1191.9750935564725
1217.3999122250432
1243.5748824036289
1236.621318913314
1252.699840689161
1373.6510112706324
1373.9310810453976
1131.505813754435
1242.1837294149711
1163.697087255508
1397.9448139006154
1413.3227856401422
1414.0149820798279
1405.9498035345985
1100.6361532485903
1078.967870691064
1155.1251207855278
1189.631992150716
1255.405621497104
1236.8237414246219
1289.19904722157
1310.1870670384226
1227.0486865606308
1197.7112899714734
1196.1410862563162
1250.8673156311554
1265.9088573672755
1262.69627809857
1083.9043840003117
1114.692837963066
1108.4522471279538
1074.1498793909227
1106.115369540751
1227.6386318754053
1249.8970816484652
1251.887589400235
1161.0505938521208
1174.049017052636
1279.0724839108534
1352.3924218569653
1363.6321754999797
1110.9911843275536
1109.2970111766704
1078.0674488458462
1457.3545370408065
1433.2446867335607
1403.8301629532455
1355.9249302512153
1327.8665180194848
