"fitted_model","stacking","pseudo_BMA","n_years_val.x","BMA","n_years_val.y","sim","gen_model","n_years"
"cbd",0.042,0,5,9.52455431043163e-101,0,74,"apc",30
"cbd",0,0,1,9.52455431043163e-101,0,74,"apc",30
"lc",0,0,1,3.17775940394467e-226,0,74,"apc",30
"lc",0,0,5,3.17775940394467e-226,0,74,"apc",30
"lc",0,0,10,3.17775940394467e-226,0,74,"apc",30
"m6",0,0,5,1,0,74,"apc",30
"m6",0.361,0.035,10,1,0,74,"apc",30
"m6",0.117,0.31,1,1,0,74,"apc",30
"rh",0,0.025,1,4.22864458436566e-129,0,74,"apc",30
"rh",0,0,5,4.22864458436566e-129,0,74,"apc",30
"rh",0,0,10,4.22864458436566e-129,0,74,"apc",30
"apc",1,1,10,5.59811936549628e-88,0,75,"apc",30
"apc",0.212,0.307,1,5.59811936549628e-88,0,75,"apc",30
"apc",0.824,1,5,5.59811936549628e-88,0,75,"apc",30
"cbd",0,0,10,2.80144026563368e-86,0,75,"apc",30
"cbd",0.176,0,5,2.80144026563368e-86,0,75,"apc",30
"cbd",0,0,1,2.80144026563368e-86,0,75,"apc",30
"lc",0.04,0,1,1.77086319010792e-220,0,75,"apc",30
"lc",0,0,5,1.77086319010792e-220,0,75,"apc",30
"lc",0,0,10,1.77086319010792e-220,0,75,"apc",30
"m6",0,0,5,1,0,75,"apc",30
"m6",0,0,10,1,0,75,"apc",30
"m6",0.748,0.688,1,1,0,75,"apc",30
"rh",0,0.005,1,1.66315122796945e-125,0,75,"apc",30
"rh",0,0,5,1.66315122796945e-125,0,75,"apc",30
"rh",0,0,10,1.66315122796945e-125,0,75,"apc",30
"apc",1,1,10,0.997892203241211,0,76,"apc",30
"apc",0.537,0.512,1,0.997892203241211,0,76,"apc",30
"apc",0.889,1,5,0.997892203241211,0,76,"apc",30
"cbd",0,0,10,6.19453472904632e-185,0,76,"apc",30
"cbd",0.111,0,5,6.19453472904632e-185,0,76,"apc",30
"cbd",0,0,1,6.19453472904632e-185,0,76,"apc",30
"lc",0,0,1,1.38498614783464e-161,0,76,"apc",30
"lc",0,0,5,1.38498614783464e-161,0,76,"apc",30
"lc",0,0,10,1.38498614783464e-161,0,76,"apc",30
"m6",0,0,5,4.83265208714258e-29,0,76,"apc",30
"m6",0,0,10,4.83265208714258e-29,0,76,"apc",30
"m6",0.463,0.488,1,4.83265208714258e-29,0,76,"apc",30
"rh",0,0,1,0.00210779675878893,0,76,"apc",30
"rh",0,0,5,0.00210779675878893,0,76,"apc",30
"rh",0,0,10,0.00210779675878893,0,76,"apc",30
"apc",0.667,1,10,1.58709768508389e-87,0,77,"apc",30
"apc",0.001,0.152,1,1.58709768508389e-87,0,77,"apc",30
"apc",0.891,1,5,1.58709768508389e-87,0,77,"apc",30
"cbd",0,0,10,1.25686389984392e-107,0,77,"apc",30
"cbd",0,0,5,1.25686389984392e-107,0,77,"apc",30
"cbd",0.132,0,1,1.25686389984392e-107,0,77,"apc",30
"lc",0,0,1,1.48773822926092e-231,0,77,"apc",30
"lc",0,0,5,1.48773822926092e-231,0,77,"apc",30
"lc",0,0,10,1.48773822926092e-231,0,77,"apc",30
"m6",0.001,0,5,1,0,77,"apc",30
"m6",0.333,0,10,1,0,77,"apc",30
"m6",0.753,0.723,1,1,0,77,"apc",30
"rh",0.114,0.125,1,2.71263166741923e-126,0,77,"apc",30
"rh",0.108,0,5,2.71263166741923e-126,0,77,"apc",30
"rh",0,0,10,2.71263166741923e-126,0,77,"apc",30
"apc",1,1,10,0.999997189180436,0,78,"apc",30
"apc",0.279,0.303,1,0.999997189180436,0,78,"apc",30
"apc",0.989,1,5,0.999997189180436,0,78,"apc",30
"cbd",0,0,10,8.31365331602899e-173,0,78,"apc",30
"cbd",0,0,5,8.31365331602899e-173,0,78,"apc",30
"cbd",0.014,0,1,8.31365331602899e-173,0,78,"apc",30
"lc",0,0,1,2.545817353077e-153,0,78,"apc",30
"lc",0,0,5,2.545817353077e-153,0,78,"apc",30
"lc",0,0,10,2.545817353077e-153,0,78,"apc",30
"m6",0.011,0,5,5.25749006025221e-10,0,78,"apc",30
"m6",0,0,10,5.25749006025221e-10,0,78,"apc",30
"m6",0.707,0.68,1,5.25749006025221e-10,0,78,"apc",30
"rh",0,0.016,1,2.81029381501481e-06,0,78,"apc",30
"rh",0,0,5,2.81029381501481e-06,0,78,"apc",30
"rh",0,0,10,2.81029381501481e-06,0,78,"apc",30
"apc",0.985,1,10,0.992365842496734,0,79,"apc",30
"apc",0.142,0.19,1,0.992365842496734,0,79,"apc",30
"apc",0.914,1,5,0.992365842496734,0,79,"apc",30
"cbd",0,0,10,4.64085735727369e-183,0,79,"apc",30
"cbd",0.013,0,5,4.64085735727369e-183,0,79,"apc",30
"cbd",0,0,1,4.64085735727369e-183,0,79,"apc",30
"lc",0,0,1,6.07171355131665e-147,0,79,"apc",30
"lc",0.073,0,5,6.07171355131665e-147,0,79,"apc",30
"lc",0,0,10,6.07171355131665e-147,0,79,"apc",30
"m6",0,0,5,1.92412048148355e-20,0,79,"apc",30
"m6",0.015,0,10,1.92412048148355e-20,0,79,"apc",30
"m6",0.858,0.809,1,1.92412048148355e-20,0,79,"apc",30
"rh",0,0.001,1,0.00763415750326617,0,79,"apc",30
"rh",0,0,5,0.00763415750326617,0,79,"apc",30
"rh",0,0,10,0.00763415750326617,0,79,"apc",30
"apc",1,1,10,4.30189536059646e-93,0,80,"apc",30
"apc",0.031,0.303,1,4.30189536059646e-93,0,80,"apc",30
"apc",0.804,1,5,4.30189536059646e-93,0,80,"apc",30
"cbd",0,0,10,1.05642303344859e-87,0,80,"apc",30
"cbd",0.194,0,5,1.05642303344859e-87,0,80,"apc",30
"cbd",0,0,1,1.05642303344859e-87,0,80,"apc",30
"lc",0,0,1,6.31387376369156e-222,0,80,"apc",30
"lc",0,0,5,6.31387376369156e-222,0,80,"apc",30
"lc",0,0,10,6.31387376369156e-222,0,80,"apc",30
"m6",0,0,5,1,0,80,"apc",30
"m6",0,0,10,1,0,80,"apc",30
"m6",0.937,0.664,1,1,0,80,"apc",30
"rh",0.031,0.033,1,1.45174649890362e-128,0,80,"apc",30
"rh",0.002,0,5,1.45174649890362e-128,0,80,"apc",30
"rh",0,0,10,1.45174649890362e-128,0,80,"apc",30
"apc",1,1,10,0.998768551647199,0,1,"apc",40
"apc",0.594,0.477,1,0.998768551647199,0,1,"apc",40
"apc",0.898,1,5,0.998768551647199,0,1,"apc",40
"cbd",0,0,10,2.59814365837965e-228,0,1,"apc",40
"cbd",0,0,5,2.59814365837965e-228,0,1,"apc",40
"cbd",0,0,1,2.59814365837965e-228,0,1,"apc",40
"lc",0,0,1,7.95027167567329e-224,0,1,"apc",40
"lc",0,0,5,7.95027167567329e-224,0,1,"apc",40
"lc",0,0,10,7.95027167567329e-224,0,1,"apc",40
"m6",0.102,0,5,9.66605959459713e-22,0,1,"apc",40
"m6",0,0,10,9.66605959459713e-22,0,1,"apc",40
"m6",0.405,0.391,1,9.66605959459713e-22,0,1,"apc",40
"rh",0,0.133,1,0.00123144835280091,0,1,"apc",40
"rh",0,0,5,0.00123144835280091,0,1,"apc",40
"rh",0,0,10,0.00123144835280091,0,1,"apc",40
"apc",0.989,1,10,0.999855158029872,0,2,"apc",40
"apc",0.701,0.558,1,0.999855158029872,0,2,"apc",40
"apc",0.999,1,5,0.999855158029872,0,2,"apc",40
"cbd",0,0,10,6.03683414079376e-192,0,2,"apc",40
"cbd",0,0,5,6.03683414079376e-192,0,2,"apc",40
"cbd",0,0,1,6.03683414079376e-192,0,2,"apc",40
"lc",0,0,1,1.0678849690414e-210,0,2,"apc",40
"lc",0,0,5,1.0678849690414e-210,0,2,"apc",40
"lc",0,0,10,1.0678849690414e-210,0,2,"apc",40
"m6",0,0,5,3.91140573057958e-18,0,2,"apc",40
"m6",0.011,0,10,3.91140573057958e-18,0,2,"apc",40
"m6",0.299,0.331,1,3.91140573057958e-18,0,2,"apc",40
"rh",0,0.111,1,0.000144841970128342,0,2,"apc",40
"rh",0,0,5,0.000144841970128342,0,2,"apc",40
"rh",0,0,10,0.000144841970128342,0,2,"apc",40
"apc",0.777,1,10,0.0160538417200607,0,3,"apc",40
"apc",0.744,0.632,1,0.0160538417200607,0,3,"apc",40
"apc",0.896,1,5,0.0160538417200607,0,3,"apc",40
"cbd",0.002,0,10,1.20975499834683e-198,0,3,"apc",40
"cbd",0,0,5,1.20975499834683e-198,0,3,"apc",40
"cbd",0,0,1,1.20975499834683e-198,0,3,"apc",40
"lc",0,0,1,2.843324118926e-213,0,3,"apc",40
"lc",0,0,5,2.843324118926e-213,0,3,"apc",40
"lc",0,0,10,2.843324118926e-213,0,3,"apc",40
"m6",0,0,5,1.00291743593422e-34,0,3,"apc",40
"m6",0.221,0,10,1.00291743593422e-34,0,3,"apc",40
"m6",0.256,0.268,1,1.00291743593422e-34,0,3,"apc",40
"rh",0,0.099,1,0.983946158279939,0,3,"apc",40
"rh",0.103,0,5,0.983946158279939,0,3,"apc",40
"rh",0.001,0,10,0.983946158279939,0,3,"apc",40
"apc",1,1,10,0.000152046579578407,0,4,"apc",40
"apc",0.509,0.377,1,0.000152046579578407,0,4,"apc",40
"apc",0.893,1,5,0.000152046579578407,0,4,"apc",40
"cbd",0,0,10,8.23136109287236e-205,0,4,"apc",40
"cbd",0,0,5,8.23136109287236e-205,0,4,"apc",40
"cbd",0,0,1,8.23136109287236e-205,0,4,"apc",40
"lc",0.043,0,1,7.2850515580565e-186,0,4,"apc",40
"lc",0,0,5,7.2850515580565e-186,0,4,"apc",40
"lc",0,0,10,7.2850515580565e-186,0,4,"apc",40
"m6",0.107,0,5,2.21701050245029e-08,0,4,"apc",40
"m6",0,0,10,2.21701050245029e-08,0,4,"apc",40
"m6",0.444,0.41,1,2.21701050245029e-08,0,4,"apc",40
"rh",0.004,0.213,1,0.999847931250316,0,4,"apc",40
"rh",0,0,5,0.999847931250316,0,4,"apc",40
"rh",0,0,10,0.999847931250316,0,4,"apc",40
"apc",0.98,1,10,0.000128707266200654,0,5,"apc",40
"apc",0.159,0.251,1,0.000128707266200654,0,5,"apc",40
"apc",1,1,5,0.000128707266200654,0,5,"apc",40
"cbd",0,0,10,8.35343510037357e-203,0,5,"apc",40
"cbd",0,0,5,8.35343510037357e-203,0,5,"apc",40
"cbd",0,0,1,8.35343510037357e-203,0,5,"apc",40
"lc",0,0,1,1.1207085051544e-212,0,5,"apc",40
"lc",0,0,5,1.1207085051544e-212,0,5,"apc",40
"lc",0,0,10,1.1207085051544e-212,0,5,"apc",40
"m6",0,0,5,3.4582474326445e-31,0,5,"apc",40
"m6",0,0,10,3.4582474326445e-31,0,5,"apc",40
"m6",0.841,0.714,1,3.4582474326445e-31,0,5,"apc",40
"rh",0,0.036,1,0.999871292733799,0,5,"apc",40
"rh",0,0,5,0.999871292733799,0,5,"apc",40
"rh",0.02,0,10,0.999871292733799,0,5,"apc",40
"apc",1,1,10,0.999999999872298,0,6,"apc",40
"apc",0.158,0.293,1,0.999999999872298,0,6,"apc",40
"apc",0.926,1,5,0.999999999872298,0,6,"apc",40
"cbd",0,0,10,7.73819624205116e-199,0,6,"apc",40
"cbd",0.074,0,5,7.73819624205116e-199,0,6,"apc",40
"cbd",0,0,1,7.73819624205116e-199,0,6,"apc",40
"lc",0.033,0,1,9.92667948914214e-197,0,6,"apc",40
"lc",0,0,5,9.92667948914214e-197,0,6,"apc",40
"lc",0,0,10,9.92667948914214e-197,0,6,"apc",40
"m6",0,0,5,3.4124756760817e-25,0,6,"apc",40
"m6",0,0,10,3.4124756760817e-25,0,6,"apc",40
"m6",0.809,0.696,1,3.4124756760817e-25,0,6,"apc",40
"rh",0,0.011,1,1.2770180665006e-10,0,6,"apc",40
"rh",0,0,5,1.2770180665006e-10,0,6,"apc",40
"rh",0,0,10,1.2770180665006e-10,0,6,"apc",40
"apc",0.158,0,10,0.174095385053015,0,7,"apc",40
"apc",0.874,0.876,1,0.174095385053015,0,7,"apc",40
"apc",0.9,1,5,0.174095385053015,0,7,"apc",40
"cbd",0,0,10,4.11472265425253e-223,0,7,"apc",40
"cbd",0.1,0,5,4.11472265425253e-223,0,7,"apc",40
"cbd",0,0,1,4.11472265425253e-223,0,7,"apc",40
"lc",0.126,0,1,6.84941672147939e-185,0,7,"apc",40
"lc",0,0,5,6.84941672147939e-185,0,7,"apc",40
"lc",0,0,10,6.84941672147939e-185,0,7,"apc",40
"m6",0,0,5,7.51073849246258e-26,0,7,"apc",40
"m6",0.842,1,10,7.51073849246258e-26,0,7,"apc",40
"m6",0,0.124,1,7.51073849246258e-26,0,7,"apc",40
"rh",0,0,1,0.825904614946985,0,7,"apc",40
"rh",0,0,5,0.825904614946985,0,7,"apc",40
"rh",0,0,10,0.825904614946985,0,7,"apc",40
"apc",0.847,1,10,0.881944409523737,0,8,"apc",40
"apc",0,0.197,1,0.881944409523737,0,8,"apc",40
"apc",1,1,5,0.881944409523737,0,8,"apc",40
"cbd",0,0,10,1.57168050551687e-228,0,8,"apc",40
"cbd",0,0,5,1.57168050551687e-228,0,8,"apc",40
"cbd",0,0,1,1.57168050551687e-228,0,8,"apc",40
"lc",0,0,1,1.65340501547017e-229,0,8,"apc",40
"lc",0,0,5,1.65340501547017e-229,0,8,"apc",40
"lc",0,0,10,1.65340501547017e-229,0,8,"apc",40
"m6",0,0,5,3.08711842779716e-18,0,8,"apc",40
"m6",0.151,0,10,3.08711842779716e-18,0,8,"apc",40
"m6",0.324,0.262,1,3.08711842779716e-18,0,8,"apc",40
"rh",0.676,0.541,1,0.118055590476263,0,8,"apc",40
"rh",0,0,5,0.118055590476263,0,8,"apc",40
"rh",0.002,0,10,0.118055590476263,0,8,"apc",40
"apc",0.617,1,10,0.496403472968062,0,9,"apc",40
"apc",0.189,0.243,1,0.496403472968062,0,9,"apc",40
"apc",0.99,1,5,0.496403472968062,0,9,"apc",40
"cbd",0,0,10,1.16337198081409e-219,0,9,"apc",40
"cbd",0,0,5,1.16337198081409e-219,0,9,"apc",40
"cbd",0.091,0,1,1.16337198081409e-219,0,9,"apc",40
"lc",0,0,1,1.92196749409041e-206,0,9,"apc",40
"lc",0.01,0,5,1.92196749409041e-206,0,9,"apc",40
"lc",0,0,10,1.92196749409041e-206,0,9,"apc",40
"m6",0,0,5,3.98878201353195e-25,0,9,"apc",40
"m6",0.383,0,10,3.98878201353195e-25,0,9,"apc",40
"m6",0.334,0.424,1,3.98878201353195e-25,0,9,"apc",40
"rh",0.386,0.333,1,0.503596527031938,0,9,"apc",40
"rh",0,0,5,0.503596527031938,0,9,"apc",40
"rh",0,0,10,0.503596527031938,0,9,"apc",40
"apc",0.949,1,10,5.76428113568473e-05,0,10,"apc",40
"apc",0.251,0.369,1,5.76428113568473e-05,0,10,"apc",40
"apc",0.967,1,5,5.76428113568473e-05,0,10,"apc",40
"cbd",0,0,10,4.28274193891506e-211,0,10,"apc",40
"cbd",0.032,0,5,4.28274193891506e-211,0,10,"apc",40
"cbd",0,0,1,4.28274193891506e-211,0,10,"apc",40
"lc",0,0,1,1.88664201666823e-209,0,10,"apc",40
"lc",0,0,5,1.88664201666823e-209,0,10,"apc",40
"lc",0,0,10,1.88664201666823e-209,0,10,"apc",40
"m6",0,0,5,1.21331121380815e-35,0,10,"apc",40
"m6",0,0,10,1.21331121380815e-35,0,10,"apc",40
"m6",0,0.022,1,1.21331121380815e-35,0,10,"apc",40
"rh",0.749,0.61,1,0.999942357188643,0,10,"apc",40
"rh",0,0,5,0.999942357188643,0,10,"apc",40
"rh",0.051,0,10,0.999942357188643,0,10,"apc",40
"apc",1,1,10,0.999679128631619,0,11,"apc",40
"apc",0.201,0.53,1,0.999679128631619,0,11,"apc",40
"apc",0.904,1,5,0.999679128631619,0,11,"apc",40
"cbd",0,0,10,1.90647345800361e-223,0,11,"apc",40
"cbd",0.096,0,5,1.90647345800361e-223,0,11,"apc",40
"cbd",0,0,1,1.90647345800361e-223,0,11,"apc",40
"lc",0,0,1,2.37471537588919e-231,0,11,"apc",40
"lc",0,0,5,2.37471537588919e-231,0,11,"apc",40
"lc",0,0,10,2.37471537588919e-231,0,11,"apc",40
"m6",0,0,5,7.19260266961326e-41,0,11,"apc",40
"m6",0,0,10,7.19260266961326e-41,0,11,"apc",40
"m6",0.485,0.424,1,7.19260266961326e-41,0,11,"apc",40
"rh",0.314,0.045,1,0.000320871368380989,0,11,"apc",40
"rh",0,0,5,0.000320871368380989,0,11,"apc",40
"rh",0,0,10,0.000320871368380989,0,11,"apc",40
"apc",0.843,1,10,0.000409068212727147,0,12,"apc",40
"apc",0,0.043,1,0.000409068212727147,0,12,"apc",40
"apc",0.98,1,5,0.000409068212727147,0,12,"apc",40
"cbd",0,0,10,3.33269373388206e-231,0,12,"apc",40
"cbd",0.02,0,5,3.33269373388206e-231,0,12,"apc",40
"cbd",0,0,1,3.33269373388206e-231,0,12,"apc",40
"lc",0,0,1,3.41658711373712e-233,0,12,"apc",40
"lc",0,0,5,3.41658711373712e-233,0,12,"apc",40
"lc",0,0,10,3.41658711373712e-233,0,12,"apc",40
"m6",0,0,5,5.33698710713475e-23,0,12,"apc",40
"m6",0,0,10,5.33698710713475e-23,0,12,"apc",40
"m6",1,0.907,1,5.33698710713475e-23,0,12,"apc",40
"rh",0,0.05,1,0.999590931787273,0,12,"apc",40
"rh",0,0,5,0.999590931787273,0,12,"apc",40
"rh",0.157,0,10,0.999590931787273,0,12,"apc",40
"apc",0.9,1,10,0.999997103961944,0,13,"apc",40
"apc",1,0.944,1,0.999997103961944,0,13,"apc",40
"apc",1,1,5,0.999997103961944,0,13,"apc",40
"cbd",0,0,10,1.16924462470983e-208,0,13,"apc",40
"cbd",0,0,5,1.16924462470983e-208,0,13,"apc",40
"cbd",0,0,1,1.16924462470983e-208,0,13,"apc",40
"lc",0,0,1,1.0645936198528e-217,0,13,"apc",40
"lc",0,0,5,1.0645936198528e-217,0,13,"apc",40
"lc",0,0,10,1.0645936198528e-217,0,13,"apc",40
"m6",0,0,5,3.23715333232814e-28,0,13,"apc",40
"m6",0.1,0,10,3.23715333232814e-28,0,13,"apc",40
"m6",0,0.02,1,3.23715333232814e-28,0,13,"apc",40
"rh",0,0.037,1,2.89603805569646e-06,0,13,"apc",40
"rh",0,0,5,2.89603805569646e-06,0,13,"apc",40
"rh",0,0,10,2.89603805569646e-06,0,13,"apc",40
"apc",1,1,10,0.995726521008135,0,14,"apc",40
"apc",0,0.103,1,0.995726521008135,0,14,"apc",40
"apc",0.931,1,5,0.995726521008135,0,14,"apc",40
"cbd",0,0,10,2.75110879744356e-213,0,14,"apc",40
"cbd",0.069,0,5,2.75110879744356e-213,0,14,"apc",40
"cbd",0,0,1,2.75110879744356e-213,0,14,"apc",40
"lc",0,0,1,2.45714016653634e-215,0,14,"apc",40
"lc",0,0,5,2.45714016653634e-215,0,14,"apc",40
"lc",0,0,10,2.45714016653634e-215,0,14,"apc",40
"m6",0,0,5,7.35945140188781e-12,0,14,"apc",40
"m6",0,0,10,7.35945140188781e-12,0,14,"apc",40
"m6",1,0.897,1,7.35945140188781e-12,0,14,"apc",40
"rh",0,0,1,0.00427347898450505,0,14,"apc",40
"rh",0,0,5,0.00427347898450505,0,14,"apc",40
"rh",0,0,10,0.00427347898450505,0,14,"apc",40
"apc",0.953,1,10,0.997159479104159,0,15,"apc",40
"apc",0.357,0.431,1,0.997159479104159,0,15,"apc",40
"apc",1,1,5,0.997159479104159,0,15,"apc",40
"cbd",0,0,10,2.02066193995905e-202,0,15,"apc",40
"cbd",0,0,5,2.02066193995905e-202,0,15,"apc",40
"cbd",0,0,1,2.02066193995905e-202,0,15,"apc",40
"lc",0.076,0,1,7.50613919077557e-197,0,15,"apc",40
"lc",0,0,5,7.50613919077557e-197,0,15,"apc",40
"lc",0,0,10,7.50613919077557e-197,0,15,"apc",40
"m6",0,0,5,3.28446922491263e-21,0,15,"apc",40
"m6",0.047,0,10,3.28446922491263e-21,0,15,"apc",40
"m6",0.567,0.567,1,3.28446922491263e-21,0,15,"apc",40
"rh",0,0.002,1,0.00284052089584047,0,15,"apc",40
"rh",0,0,5,0.00284052089584047,0,15,"apc",40
"rh",0,0,10,0.00284052089584047,0,15,"apc",40
"apc",0.999,1,10,0.00489943921629013,0,16,"apc",40
"apc",0.001,0.169,1,0.00489943921629013,0,16,"apc",40
"apc",0.925,1,5,0.00489943921629013,0,16,"apc",40
"cbd",0,0,10,2.31692989294336e-199,0,16,"apc",40
"cbd",0.05,0,5,2.31692989294336e-199,0,16,"apc",40
"cbd",0,0,1,2.31692989294336e-199,0,16,"apc",40
"lc",0,0,1,4.57000757836272e-218,0,16,"apc",40
"lc",0,0,5,4.57000757836272e-218,0,16,"apc",40
"lc",0,0,10,4.57000757836272e-218,0,16,"apc",40
"m6",0.025,0,5,1.41006939348277e-23,0,16,"apc",40
"m6",0.001,0,10,1.41006939348277e-23,0,16,"apc",40
"m6",0.999,0.825,1,1.41006939348277e-23,0,16,"apc",40
"rh",0,0.006,1,0.99510056078371,0,16,"apc",40
"rh",0,0,5,0.99510056078371,0,16,"apc",40
"rh",0,0,10,0.99510056078371,0,16,"apc",40
"apc",1,1,10,0.999950972253019,0,17,"apc",40
"apc",0.584,0.671,1,0.999950972253019,0,17,"apc",40
"apc",0.817,1,5,0.999950972253019,0,17,"apc",40
"cbd",0,0,10,5.26386944308599e-206,0,17,"apc",40
"cbd",0.183,0,5,5.26386944308599e-206,0,17,"apc",40
"cbd",0,0,1,5.26386944308599e-206,0,17,"apc",40
"lc",0,0,1,1.3956950551913e-217,0,17,"apc",40
"lc",0,0,5,1.3956950551913e-217,0,17,"apc",40
"lc",0,0,10,1.3956950551913e-217,0,17,"apc",40
"m6",0,0,5,3.63410491126775e-30,0,17,"apc",40
"m6",0,0,10,3.63410491126775e-30,0,17,"apc",40
"m6",0.416,0.322,1,3.63410491126775e-30,0,17,"apc",40
"rh",0,0.007,1,4.90277469813986e-05,0,17,"apc",40
"rh",0,0,5,4.90277469813986e-05,0,17,"apc",40
"rh",0,0,10,4.90277469813986e-05,0,17,"apc",40
"apc",0.847,1,10,0.990901417348098,0,18,"apc",40
"apc",0,0.049,1,0.990901417348098,0,18,"apc",40
"apc",1,1,5,0.990901417348098,0,18,"apc",40
"cbd",0,0,10,2.08750507378331e-217,0,18,"apc",40
"cbd",0,0,5,2.08750507378331e-217,0,18,"apc",40
"cbd",0,0,1,2.08750507378331e-217,0,18,"apc",40
"lc",0.011,0,1,9.76659293639479e-226,0,18,"apc",40
"lc",0,0,5,9.76659293639479e-226,0,18,"apc",40
"lc",0,0,10,9.76659293639479e-226,0,18,"apc",40
"m6",0,0,5,1.51212901116626e-24,0,18,"apc",40
"m6",0.001,0,10,1.51212901116626e-24,0,18,"apc",40
"m6",0.777,0.818,1,1.51212901116626e-24,0,18,"apc",40
"rh",0.212,0.133,1,0.00909858265190213,0,18,"apc",40
"rh",0,0,5,0.00909858265190213,0,18,"apc",40
"rh",0.152,0,10,0.00909858265190213,0,18,"apc",40
"apc",1,1,10,0.998600032971389,0,19,"apc",40
"apc",0,0.02,1,0.998600032971389,0,19,"apc",40
"apc",1,1,5,0.998600032971389,0,19,"apc",40
"cbd",0,0,10,1.13530034513275e-199,0,19,"apc",40
"cbd",0,0,5,1.13530034513275e-199,0,19,"apc",40
"cbd",0,0,1,1.13530034513275e-199,0,19,"apc",40
"lc",0.155,0,1,5.10690370554416e-194,0,19,"apc",40
"lc",0,0,5,5.10690370554416e-194,0,19,"apc",40
"lc",0,0,10,5.10690370554416e-194,0,19,"apc",40
"m6",0,0,5,6.05886462093977e-25,0,19,"apc",40
"m6",0,0,10,6.05886462093977e-25,0,19,"apc",40
"m6",0.845,0.978,1,6.05886462093977e-25,0,19,"apc",40
"rh",0,0.001,1,0.00139996702861093,0,19,"apc",40
"rh",0,0,5,0.00139996702861093,0,19,"apc",40
"rh",0,0,10,0.00139996702861093,0,19,"apc",40
"apc",0.996,1,10,0.999999963493425,0,20,"apc",40
"apc",0.518,0.467,1,0.999999963493425,0,20,"apc",40
"apc",1,1,5,0.999999963493425,0,20,"apc",40
"cbd",0,0,10,4.34841532026833e-220,0,20,"apc",40
"cbd",0,0,5,4.34841532026833e-220,0,20,"apc",40
"cbd",0,0,1,4.34841532026833e-220,0,20,"apc",40
"lc",0,0,1,8.24095350454322e-231,0,20,"apc",40
"lc",0,0,5,8.24095350454322e-231,0,20,"apc",40
"lc",0,0,10,8.24095350454322e-231,0,20,"apc",40
"m6",0,0,5,8.14786398720446e-28,0,20,"apc",40
"m6",0.003,0,10,8.14786398720446e-28,0,20,"apc",40
"m6",0.482,0.516,1,8.14786398720446e-28,0,20,"apc",40
"rh",0,0.017,1,3.65065747771508e-08,0,20,"apc",40
"rh",0,0,5,3.65065747771508e-08,0,20,"apc",40
"rh",0.001,0,10,3.65065747771508e-08,0,20,"apc",40
"apc",0.995,1,10,0.99999996134036,0,21,"apc",40
"apc",0.027,0.186,1,0.99999996134036,0,21,"apc",40
"apc",1,1,5,0.99999996134036,0,21,"apc",40
"cbd",0,0,10,3.32609029172843e-218,0,21,"apc",40
"cbd",0,0,5,3.32609029172843e-218,0,21,"apc",40
"cbd",0,0,1,3.32609029172843e-218,0,21,"apc",40
"lc",0,0,1,4.56760163817364e-225,0,21,"apc",40
"lc",0,0,5,4.56760163817364e-225,0,21,"apc",40
"lc",0,0,10,4.56760163817364e-225,0,21,"apc",40
"m6",0,0,5,7.51816012292701e-27,0,21,"apc",40
"m6",0.001,0,10,7.51816012292701e-27,0,21,"apc",40
"m6",0.973,0.751,1,7.51816012292701e-27,0,21,"apc",40
"rh",0,0.063,1,3.86596395292558e-08,0,21,"apc",40
"rh",0,0,5,3.86596395292558e-08,0,21,"apc",40
"rh",0.004,0,10,3.86596395292558e-08,0,21,"apc",40
"apc",1,1,10,0.99999988523773,0,22,"apc",40
"apc",0,0.042,1,0.99999988523773,0,22,"apc",40
"apc",1,1,5,0.99999988523773,0,22,"apc",40
"cbd",0,0,10,2.78045870002005e-209,0,22,"apc",40
"cbd",0,0,5,2.78045870002005e-209,0,22,"apc",40
"cbd",0,0,1,2.78045870002005e-209,0,22,"apc",40
"lc",0.162,0,1,1.01433009042992e-204,0,22,"apc",40
"lc",0,0,5,1.01433009042992e-204,0,22,"apc",40
"lc",0,0,10,1.01433009042992e-204,0,22,"apc",40
"m6",0,0,5,2.70453478623471e-21,0,22,"apc",40
"m6",0,0,10,2.70453478623471e-21,0,22,"apc",40
"m6",0.684,0.926,1,2.70453478623471e-21,0,22,"apc",40
"rh",0.154,0.032,1,1.14762270470245e-07,0,22,"apc",40
"rh",0,0,5,1.14762270470245e-07,0,22,"apc",40
"rh",0,0,10,1.14762270470245e-07,0,22,"apc",40
"apc",0.878,1,10,0.790081494704633,0,23,"apc",40
"apc",0.755,0.61,1,0.790081494704633,0,23,"apc",40
"apc",0.948,1,5,0.790081494704633,0,23,"apc",40
"cbd",0,0,10,4.06275191334235e-202,0,23,"apc",40
"cbd",0,0,5,4.06275191334235e-202,0,23,"apc",40
"cbd",0,0,1,4.06275191334235e-202,0,23,"apc",40
"lc",0,0,1,2.27132215322265e-210,0,23,"apc",40
"lc",0,0,5,2.27132215322265e-210,0,23,"apc",40
"lc",0,0,10,2.27132215322265e-210,0,23,"apc",40
"m6",0.052,0,5,7.72609037574458e-17,0,23,"apc",40
"m6",0.121,0,10,7.72609037574458e-17,0,23,"apc",40
"m6",0.185,0.193,1,7.72609037574458e-17,0,23,"apc",40
"rh",0.06,0.197,1,0.209918505295367,0,23,"apc",40
"rh",0,0,5,0.209918505295367,0,23,"apc",40
"rh",0.001,0,10,0.209918505295367,0,23,"apc",40
