"fitted_model","stacking","pseudo_BMA","n_years_val.x","BMA","n_years_val.y","sim","gen_model","n_years"
"apc",1,1,10,1.08769746737146e-79,0,69,"apc",20
"apc",0.001,0.296,1,1.08769746737146e-79,0,69,"apc",20
"apc",0.601,1,5,1.08769746737146e-79,0,69,"apc",20
"cbd",0,0,10,1.63742407353922e-80,0,69,"apc",20
"cbd",0.301,0,5,1.63742407353922e-80,0,69,"apc",20
"cbd",0,0,1,1.63742407353922e-80,0,69,"apc",20
"lc",0,0,1,3.58650506482206e-153,0,69,"apc",20
"lc",0.049,0,5,3.58650506482206e-153,0,69,"apc",20
"lc",0,0,10,3.58650506482206e-153,0,69,"apc",20
"m6",0,0,5,1,0,69,"apc",20
"m6",0,0,10,1,0,69,"apc",20
"m6",0.575,0.346,1,1,0,69,"apc",20
"rh",0.424,0.358,1,1.20369976525658e-109,0,69,"apc",20
"rh",0.049,0,5,1.20369976525658e-109,0,69,"apc",20
"rh",0,0,10,1.20369976525658e-109,0,69,"apc",20
"apc",1,1,10,1.11266003562874e-78,0,70,"apc",20
"apc",0.856,0.784,1,1.11266003562874e-78,0,70,"apc",20
"apc",1,1,5,1.11266003562874e-78,0,70,"apc",20
"cbd",0,0,10,1.2580071754333e-67,0,70,"apc",20
"cbd",0,0,5,1.2580071754333e-67,0,70,"apc",20
"cbd",0,0,1,1.2580071754333e-67,0,70,"apc",20
"lc",0,0,1,6.36122942049575e-141,0,70,"apc",20
"lc",0,0,5,6.36122942049575e-141,0,70,"apc",20
"lc",0,0,10,6.36122942049575e-141,0,70,"apc",20
"m6",0,0,5,1,0,70,"apc",20
"m6",0,0,10,1,0,70,"apc",20
"m6",0.144,0.215,1,1,0,70,"apc",20
"rh",0,0,1,1.38930398793249e-110,0,70,"apc",20
"rh",0,0,5,1.38930398793249e-110,0,70,"apc",20
"rh",0,0,10,1.38930398793249e-110,0,70,"apc",20
"apc",0.681,1,10,7.80462314037969e-87,0,71,"apc",20
"apc",0.557,0.132,1,7.80462314037969e-87,0,71,"apc",20
"apc",0.653,1,5,7.80462314037969e-87,0,71,"apc",20
"cbd",0.026,0,10,1.68907770347314e-66,0,71,"apc",20
"cbd",0.126,0,5,1.68907770347314e-66,0,71,"apc",20
"cbd",0,0,1,1.68907770347314e-66,0,71,"apc",20
"lc",0.41,0.023,1,3.37356800723646e-134,0,71,"apc",20
"lc",0.153,0,5,3.37356800723646e-134,0,71,"apc",20
"lc",0,0,10,3.37356800723646e-134,0,71,"apc",20
"m6",0.068,0,5,1,0,71,"apc",20
"m6",0.293,0,10,1,0,71,"apc",20
"m6",0.004,0.073,1,1,0,71,"apc",20
"rh",0.029,0.773,1,3.78221873864845e-118,0,71,"apc",20
"rh",0,0,5,3.78221873864845e-118,0,71,"apc",20
"rh",0,0,10,3.78221873864845e-118,0,71,"apc",20
"apc",0.966,1,10,7.79333838197485e-90,0,72,"apc",20
"apc",0.657,0.703,1,7.79333838197485e-90,0,72,"apc",20
"apc",0.863,1,5,7.79333838197485e-90,0,72,"apc",20
"cbd",0,0,10,3.75197798353264e-74,0,72,"apc",20
"cbd",0,0,5,3.75197798353264e-74,0,72,"apc",20
"cbd",0,0,1,3.75197798353264e-74,0,72,"apc",20
"lc",0,0,1,6.2736091105032e-145,0,72,"apc",20
"lc",0.019,0,5,6.2736091105032e-145,0,72,"apc",20
"lc",0,0,10,6.2736091105032e-145,0,72,"apc",20
"m6",0,0,5,1,0,72,"apc",20
"m6",0,0,10,1,0,72,"apc",20
"m6",0.343,0.296,1,1,0,72,"apc",20
"rh",0,0,1,3.90308385416127e-118,0,72,"apc",20
"rh",0.118,0,5,3.90308385416127e-118,0,72,"apc",20
"rh",0.034,0,10,3.90308385416127e-118,0,72,"apc",20
"apc",1,1,10,4.77149217527395e-78,0,73,"apc",20
"apc",1,0.894,1,4.77149217527395e-78,0,73,"apc",20
"apc",0.916,1,5,4.77149217527395e-78,0,73,"apc",20
"cbd",0,0,10,5.89592123596425e-66,0,73,"apc",20
"cbd",0,0,5,5.89592123596425e-66,0,73,"apc",20
"cbd",0,0,1,5.89592123596425e-66,0,73,"apc",20
"lc",0,0,1,1.67650302189238e-129,0,73,"apc",20
"lc",0.084,0,5,1.67650302189238e-129,0,73,"apc",20
"lc",0,0,10,1.67650302189238e-129,0,73,"apc",20
"m6",0,0,5,1,0,73,"apc",20
"m6",0,0,10,1,0,73,"apc",20
"m6",0,0.104,1,1,0,73,"apc",20
"rh",0,0.002,1,7.83295493188291e-113,0,73,"apc",20
"rh",0,0,5,7.83295493188291e-113,0,73,"apc",20
"rh",0,0,10,7.83295493188291e-113,0,73,"apc",20
"apc",1,1,10,2.40212036324628e-92,0,74,"apc",20
"apc",0.578,0.641,1,2.40212036324628e-92,0,74,"apc",20
"apc",0.861,1,5,2.40212036324628e-92,0,74,"apc",20
"cbd",0,0,10,6.17364748569809e-76,0,74,"apc",20
"cbd",0.081,0,5,6.17364748569809e-76,0,74,"apc",20
"cbd",0,0,1,6.17364748569809e-76,0,74,"apc",20
"lc",0,0.001,1,5.9405298036122e-149,0,74,"apc",20
"lc",0.058,0,5,5.9405298036122e-149,0,74,"apc",20
"lc",0,0,10,5.9405298036122e-149,0,74,"apc",20
"m6",0,0,5,1,0,74,"apc",20
"m6",0,0,10,1,0,74,"apc",20
"m6",0.167,0.191,1,1,0,74,"apc",20
"rh",0.255,0.168,1,6.30816334026103e-123,0,74,"apc",20
"rh",0,0,5,6.30816334026103e-123,0,74,"apc",20
"rh",0,0,10,6.30816334026103e-123,0,74,"apc",20
"apc",1,1,10,1.92338397035626e-91,0,75,"apc",20
"apc",0.003,0.24,1,1.92338397035626e-91,0,75,"apc",20
"apc",0.785,1,5,1.92338397035626e-91,0,75,"apc",20
"cbd",0,0,10,1.84926137503086e-75,0,75,"apc",20
"cbd",0.215,0,5,1.84926137503086e-75,0,75,"apc",20
"cbd",0,0,1,1.84926137503086e-75,0,75,"apc",20
"lc",0.267,0.01,1,1.2939932019449e-154,0,75,"apc",20
"lc",0,0,5,1.2939932019449e-154,0,75,"apc",20
"lc",0,0,10,1.2939932019449e-154,0,75,"apc",20
"m6",0,0,5,1,0,75,"apc",20
"m6",0,0,10,1,0,75,"apc",20
"m6",0.73,0.728,1,1,0,75,"apc",20
"rh",0,0.022,1,7.93673063993769e-122,0,75,"apc",20
"rh",0,0,5,7.93673063993769e-122,0,75,"apc",20
"rh",0,0,10,7.93673063993769e-122,0,75,"apc",20
"apc",0.998,1,10,1.55171606322034e-79,0,76,"apc",20
"apc",0.558,0.53,1,1.55171606322034e-79,0,76,"apc",20
"apc",0.636,0.988,5,1.55171606322034e-79,0,76,"apc",20
"cbd",0,0,10,1.23034786252794e-89,0,76,"apc",20
"cbd",0.107,0,5,1.23034786252794e-89,0,76,"apc",20
"cbd",0,0,1,1.23034786252794e-89,0,76,"apc",20
"lc",0,0,1,1.27906574281178e-152,0,76,"apc",20
"lc",0,0,5,1.27906574281178e-152,0,76,"apc",20
"lc",0,0,10,1.27906574281178e-152,0,76,"apc",20
"m6",0.256,0.012,5,1,0,76,"apc",20
"m6",0.002,0,10,1,0,76,"apc",20
"m6",0.442,0.47,1,1,0,76,"apc",20
"rh",0,0,1,8.97161308464515e-114,0,76,"apc",20
"rh",0,0,5,8.97161308464515e-114,0,76,"apc",20
"rh",0,0,10,8.97161308464515e-114,0,76,"apc",20
"apc",1,1,10,1.6544636606432e-81,0,77,"apc",20
"apc",0.372,0.337,1,1.6544636606432e-81,0,77,"apc",20
"apc",0.901,1,5,1.6544636606432e-81,0,77,"apc",20
"cbd",0,0,10,3.59339611453527e-73,0,77,"apc",20
"cbd",0,0,5,3.59339611453527e-73,0,77,"apc",20
"cbd",0.134,0,1,3.59339611453527e-73,0,77,"apc",20
"lc",0,0,1,8.17677415775492e-139,0,77,"apc",20
"lc",0,0,5,8.17677415775492e-139,0,77,"apc",20
"lc",0,0,10,8.17677415775492e-139,0,77,"apc",20
"m6",0.099,0,5,1,0,77,"apc",20
"m6",0,0,10,1,0,77,"apc",20
"m6",0.495,0.603,1,1,0,77,"apc",20
"rh",0,0.06,1,7.50742898461777e-108,0,77,"apc",20
"rh",0,0,5,7.50742898461777e-108,0,77,"apc",20
"rh",0,0,10,7.50742898461777e-108,0,77,"apc",20
"apc",0.782,1,10,1.92834811088436e-93,0,78,"apc",20
"apc",0.327,0.214,1,1.92834811088436e-93,0,78,"apc",20
"apc",0.768,1,5,1.92834811088436e-93,0,78,"apc",20
"cbd",0,0,10,8.96176791612726e-89,0,78,"apc",20
"cbd",0.056,0,5,8.96176791612726e-89,0,78,"apc",20
"cbd",0.014,0,1,8.96176791612726e-89,0,78,"apc",20
"lc",0,0,1,1.44962684022235e-150,0,78,"apc",20
"lc",0.004,0,5,1.44962684022235e-150,0,78,"apc",20
"lc",0,0,10,1.44962684022235e-150,0,78,"apc",20
"m6",0,0,5,1,0,78,"apc",20
"m6",0.215,0,10,1,0,78,"apc",20
"m6",0.659,0.77,1,1,0,78,"apc",20
"rh",0,0.016,1,1.08175702930992e-120,0,78,"apc",20
"rh",0.172,0,5,1.08175702930992e-120,0,78,"apc",20
"rh",0.003,0,10,1.08175702930992e-120,0,78,"apc",20
"apc",1,1,10,3.9776338462174e-87,0,79,"apc",20
"apc",0.042,0.104,1,3.9776338462174e-87,0,79,"apc",20
"apc",0.773,1,5,3.9776338462174e-87,0,79,"apc",20
"cbd",0,0,10,1.13429486077928e-89,0,79,"apc",20
"cbd",0.111,0,5,1.13429486077928e-89,0,79,"apc",20
"cbd",0,0,1,1.13429486077928e-89,0,79,"apc",20
"lc",0,0,1,2.88481901590715e-159,0,79,"apc",20
"lc",0.116,0,5,2.88481901590715e-159,0,79,"apc",20
"lc",0,0,10,2.88481901590715e-159,0,79,"apc",20
"m6",0,0,5,1,0,79,"apc",20
"m6",0,0,10,1,0,79,"apc",20
"m6",0.958,0.896,1,1,0,79,"apc",20
"rh",0,0,1,7.30726437708032e-122,0,79,"apc",20
"rh",0,0,5,7.30726437708032e-122,0,79,"apc",20
"rh",0,0,10,7.30726437708032e-122,0,79,"apc",20
"apc",1,1,10,2.0839347297977e-91,0,80,"apc",20
"apc",0,0.183,1,2.0839347297977e-91,0,80,"apc",20
"apc",0.761,1,5,2.0839347297977e-91,0,80,"apc",20
"cbd",0,0,10,6.71506924940901e-70,0,80,"apc",20
"cbd",0.237,0,5,6.71506924940901e-70,0,80,"apc",20
"cbd",0,0,1,6.71506924940901e-70,0,80,"apc",20
"lc",0,0,1,1.58444647404513e-145,0,80,"apc",20
"lc",0.002,0,5,1.58444647404513e-145,0,80,"apc",20
"lc",0,0,10,1.58444647404513e-145,0,80,"apc",20
"m6",0,0,5,1,0,80,"apc",20
"m6",0,0,10,1,0,80,"apc",20
"m6",1,0.777,1,1,0,80,"apc",20
"rh",0,0.04,1,2.51296551805107e-123,0,80,"apc",20
"rh",0,0,5,2.51296551805107e-123,0,80,"apc",20
"rh",0,0,10,2.51296551805107e-123,0,80,"apc",20
"apc",0.979,1,10,0.999999952910723,0,1,"apc",30
"apc",0.823,0.708,1,0.999999952910723,0,1,"apc",30
"apc",0.896,1,5,0.999999952910723,0,1,"apc",30
"cbd",0,0,10,1.75691675252778e-181,0,1,"apc",30
"cbd",0,0,5,1.75691675252778e-181,0,1,"apc",30
"cbd",0,0,1,1.75691675252778e-181,0,1,"apc",30
"lc",0,0,1,6.93214347305302e-159,0,1,"apc",30
"lc",0,0,5,6.93214347305302e-159,0,1,"apc",30
"lc",0,0,10,6.93214347305302e-159,0,1,"apc",30
"m6",0.104,0,5,2.31547912188906e-15,0,1,"apc",30
"m6",0.021,0,10,2.31547912188906e-15,0,1,"apc",30
"m6",0.177,0.281,1,2.31547912188906e-15,0,1,"apc",30
"rh",0,0.011,1,4.70892749574949e-08,0,1,"apc",30
"rh",0,0,5,4.70892749574949e-08,0,1,"apc",30
"rh",0,0,10,4.70892749574949e-08,0,1,"apc",30
"apc",1,1,10,3.07183517352725e-90,0,2,"apc",30
"apc",0.873,0.677,1,3.07183517352725e-90,0,2,"apc",30
"apc",0.991,1,5,3.07183517352725e-90,0,2,"apc",30
"cbd",0,0,10,1.11580510911819e-89,0,2,"apc",30
"cbd",0.009,0,5,1.11580510911819e-89,0,2,"apc",30
"cbd",0,0,1,1.11580510911819e-89,0,2,"apc",30
"lc",0,0,1,3.44080010914838e-223,0,2,"apc",30
"lc",0,0,5,3.44080010914838e-223,0,2,"apc",30
"lc",0,0,10,3.44080010914838e-223,0,2,"apc",30
"m6",0,0,5,1,0,2,"apc",30
"m6",0,0,10,1,0,2,"apc",30
"m6",0.127,0.316,1,1,0,2,"apc",30
"rh",0,0.007,1,2.15323134449373e-131,0,2,"apc",30
"rh",0,0,5,2.15323134449373e-131,0,2,"apc",30
"rh",0,0,10,2.15323134449373e-131,0,2,"apc",30
"apc",0.988,1,10,0.845563708319822,0,3,"apc",30
"apc",0.997,0.848,1,0.845563708319822,0,3,"apc",30
"apc",0.901,1,5,0.845563708319822,0,3,"apc",30
"cbd",0,0,10,4.85656044586145e-157,0,3,"apc",30
"cbd",0,0,5,4.85656044586145e-157,0,3,"apc",30
"cbd",0,0,1,4.85656044586145e-157,0,3,"apc",30
"lc",0,0,1,4.89517412119082e-124,0,3,"apc",30
"lc",0,0,5,4.89517412119082e-124,0,3,"apc",30
"lc",0,0,10,4.89517412119082e-124,0,3,"apc",30
"m6",0.099,0,5,8.63760821491343e-23,0,3,"apc",30
"m6",0.012,0,10,8.63760821491343e-23,0,3,"apc",30
"m6",0.003,0.139,1,8.63760821491343e-23,0,3,"apc",30
"rh",0,0.013,1,0.154436291680179,0,3,"apc",30
"rh",0,0,5,0.154436291680179,0,3,"apc",30
"rh",0,0,10,0.154436291680179,0,3,"apc",30
"apc",0.99,1,10,1.13979917904187e-92,0,4,"apc",30
"apc",0.659,0.514,1,1.13979917904187e-92,0,4,"apc",30
"apc",0.954,1,5,1.13979917904187e-92,0,4,"apc",30
"cbd",0,0,10,3.63929463127224e-84,0,4,"apc",30
"cbd",0,0,5,3.63929463127224e-84,0,4,"apc",30
"cbd",0,0,1,3.63929463127224e-84,0,4,"apc",30
"lc",0.084,0,1,5.46777300071146e-214,0,4,"apc",30
"lc",0.023,0,5,5.46777300071146e-214,0,4,"apc",30
"lc",0,0,10,5.46777300071146e-214,0,4,"apc",30
"m6",0.023,0,5,1,0,4,"apc",30
"m6",0.01,0,10,1,0,4,"apc",30
"m6",0.244,0.327,1,1,0,4,"apc",30
"rh",0.013,0.159,1,1.34833342790501e-132,0,4,"apc",30
"rh",0,0,5,1.34833342790501e-132,0,4,"apc",30
"rh",0,0,10,1.34833342790501e-132,0,4,"apc",30
"apc",0.737,1,10,0.931788506442166,0,5,"apc",30
"apc",0.268,0.231,1,0.931788506442166,0,5,"apc",30
"apc",1,1,5,0.931788506442166,0,5,"apc",30
"cbd",0,0,10,1.1969857505608e-152,0,5,"apc",30
"cbd",0,0,5,1.1969857505608e-152,0,5,"apc",30
"cbd",0,0,1,1.1969857505608e-152,0,5,"apc",30
"lc",0,0,1,5.11885529980242e-133,0,5,"apc",30
"lc",0,0,5,5.11885529980242e-133,0,5,"apc",30
"lc",0,0,10,5.11885529980242e-133,0,5,"apc",30
"m6",0,0,5,1.75217245113119e-09,0,5,"apc",30
"m6",0,0,10,1.75217245113119e-09,0,5,"apc",30
"m6",0.732,0.733,1,1.75217245113119e-09,0,5,"apc",30
"rh",0,0.036,1,0.0682114918056611,0,5,"apc",30
"rh",0,0,5,0.0682114918056611,0,5,"apc",30
"rh",0.263,0,10,0.0682114918056611,0,5,"apc",30
"apc",1,1,10,1.00473729188118e-79,0,6,"apc",30
"apc",0,0.124,1,1.00473729188118e-79,0,6,"apc",30
"apc",0.878,1,5,1.00473729188118e-79,0,6,"apc",30
"cbd",0,0,10,1.06777367963203e-73,0,6,"apc",30
"cbd",0.121,0,5,1.06777367963203e-73,0,6,"apc",30
"cbd",0,0,1,1.06777367963203e-73,0,6,"apc",30
"lc",0.047,0,1,2.14100784685461e-205,0,6,"apc",30
"lc",0,0,5,2.14100784685461e-205,0,6,"apc",30
"lc",0,0,10,2.14100784685461e-205,0,6,"apc",30
"m6",0.001,0,5,1,0,6,"apc",30
"m6",0,0,10,1,0,6,"apc",30
"m6",0.953,0.858,1,1,0,6,"apc",30
"rh",0,0.017,1,3.6517577293107e-120,0,6,"apc",30
"rh",0,0,5,3.6517577293107e-120,0,6,"apc",30
"rh",0,0,10,3.6517577293107e-120,0,6,"apc",30
"apc",0.245,0,10,3.90482415909703e-87,0,7,"apc",30
"apc",0.816,0.876,1,3.90482415909703e-87,0,7,"apc",30
"apc",0.88,1,5,3.90482415909703e-87,0,7,"apc",30
"cbd",0.008,0,10,5.02943545577329e-114,0,7,"apc",30
"cbd",0.067,0,5,5.02943545577329e-114,0,7,"apc",30
"cbd",0,0,1,5.02943545577329e-114,0,7,"apc",30
"lc",0.184,0,1,1.24932817495473e-212,0,7,"apc",30
"lc",0.054,0,5,1.24932817495473e-212,0,7,"apc",30
"lc",0,0,10,1.24932817495473e-212,0,7,"apc",30
"m6",0,0,5,1,0,7,"apc",30
"m6",0.747,1,10,1,0,7,"apc",30
"m6",0,0.097,1,1,0,7,"apc",30
"rh",0,0.027,1,2.55770667458116e-127,0,7,"apc",30
"rh",0,0,5,2.55770667458116e-127,0,7,"apc",30
"rh",0,0,10,2.55770667458116e-127,0,7,"apc",30
"apc",0.792,1,10,0.998367761729422,0,8,"apc",30
"apc",0.667,0.626,1,0.998367761729422,0,8,"apc",30
"apc",1,1,5,0.998367761729422,0,8,"apc",30
"cbd",0,0,10,3.6683868246783e-181,0,8,"apc",30
"cbd",0,0,5,3.6683868246783e-181,0,8,"apc",30
"cbd",0,0,1,3.6683868246783e-181,0,8,"apc",30
"lc",0,0,1,1.07129271434514e-142,0,8,"apc",30
"lc",0,0,5,1.07129271434514e-142,0,8,"apc",30
"lc",0,0,10,1.07129271434514e-142,0,8,"apc",30
"m6",0,0,5,1.40665656143839e-19,0,8,"apc",30
"m6",0.208,0,10,1.40665656143839e-19,0,8,"apc",30
"m6",0.332,0.338,1,1.40665656143839e-19,0,8,"apc",30
"rh",0.001,0.036,1,0.00163223827057855,0,8,"apc",30
"rh",0,0,5,0.00163223827057855,0,8,"apc",30
"rh",0,0,10,0.00163223827057855,0,8,"apc",30
"apc",1,1,10,2.61984709825673e-88,0,9,"apc",30
"apc",0,0.107,1,2.61984709825673e-88,0,9,"apc",30
"apc",0.958,1,5,2.61984709825673e-88,0,9,"apc",30
"cbd",0,0,10,4.71528226898877e-93,0,9,"apc",30
"cbd",0,0,5,4.71528226898877e-93,0,9,"apc",30
"cbd",0.119,0,1,4.71528226898877e-93,0,9,"apc",30
"lc",0,0,1,4.47558036734663e-216,0,9,"apc",30
"lc",0.042,0,5,4.47558036734663e-216,0,9,"apc",30
"lc",0,0,10,4.47558036734663e-216,0,9,"apc",30
"m6",0,0,5,1,0,9,"apc",30
"m6",0,0,10,1,0,9,"apc",30
"m6",0.398,0.597,1,1,0,9,"apc",30
"rh",0.484,0.296,1,1.18889957359682e-130,0,9,"apc",30
"rh",0,0,5,1.18889957359682e-130,0,9,"apc",30
"rh",0,0,10,1.18889957359682e-130,0,9,"apc",30
"apc",1,1,10,7.63233635632039e-92,0,10,"apc",30
"apc",0.616,0.49,1,7.63233635632039e-92,0,10,"apc",30
"apc",0.98,1,5,7.63233635632039e-92,0,10,"apc",30
"cbd",0,0,10,2.11986010689244e-96,0,10,"apc",30
"cbd",0.02,0,5,2.11986010689244e-96,0,10,"apc",30
"cbd",0,0,1,2.11986010689244e-96,0,10,"apc",30
"lc",0,0,1,2.41400119330803e-228,0,10,"apc",30
"lc",0,0,5,2.41400119330803e-228,0,10,"apc",30
"lc",0,0,10,2.41400119330803e-228,0,10,"apc",30
"m6",0,0,5,1,0,10,"apc",30
"m6",0,0,10,1,0,10,"apc",30
"m6",0.384,0.371,1,1,0,10,"apc",30
"rh",0,0.139,1,2.93774987748289e-128,0,10,"apc",30
"rh",0,0,5,2.93774987748289e-128,0,10,"apc",30
"rh",0,0,10,2.93774987748289e-128,0,10,"apc",30
"apc",1,1,10,0.0699600332216908,0,11,"apc",30
"apc",0.002,0.366,1,0.0699600332216908,0,11,"apc",30
"apc",0.857,1,5,0.0699600332216908,0,11,"apc",30
"cbd",0,0,10,5.90246701519467e-167,0,11,"apc",30
"cbd",0.143,0,5,5.90246701519467e-167,0,11,"apc",30
"cbd",0,0,1,5.90246701519467e-167,0,11,"apc",30
"lc",0,0,1,2.07795500927166e-143,0,11,"apc",30
"lc",0,0,5,2.07795500927166e-143,0,11,"apc",30
"lc",0,0,10,2.07795500927166e-143,0,11,"apc",30
"m6",0,0,5,2.61841920636164e-28,0,11,"apc",30
"m6",0,0,10,2.61841920636164e-28,0,11,"apc",30
"m6",0.515,0.587,1,2.61841920636164e-28,0,11,"apc",30
"rh",0.483,0.047,1,0.930039966778309,0,11,"apc",30
"rh",0,0,5,0.930039966778309,0,11,"apc",30
"rh",0,0,10,0.930039966778309,0,11,"apc",30
"apc",1,1,10,5.74030554835714e-92,0,12,"apc",30
"apc",0,0.092,1,5.74030554835714e-92,0,12,"apc",30
"apc",0.939,1,5,5.74030554835714e-92,0,12,"apc",30
"cbd",0,0,10,2.07441255380463e-101,0,12,"apc",30
"cbd",0.061,0,5,2.07441255380463e-101,0,12,"apc",30
"cbd",0,0,1,2.07441255380463e-101,0,12,"apc",30
"lc",0,0,1,5.26124408436317e-247,0,12,"apc",30
"lc",0,0,5,5.26124408436317e-247,0,12,"apc",30
"lc",0,0,10,5.26124408436317e-247,0,12,"apc",30
"m6",0,0,5,1,0,12,"apc",30
"m6",0,0,10,1,0,12,"apc",30
"m6",0.622,0.552,1,1,0,12,"apc",30
"rh",0.378,0.357,1,9.58390440313118e-133,0,12,"apc",30
"rh",0,0,5,9.58390440313118e-133,0,12,"apc",30
"rh",0,0,10,9.58390440313118e-133,0,12,"apc",30
"apc",0.681,0.999,10,3.43892989223631e-83,0,13,"apc",30
"apc",1,0.955,1,3.43892989223631e-83,0,13,"apc",30
"apc",1,1,5,3.43892989223631e-83,0,13,"apc",30
"cbd",0,0,10,2.51955403121258e-70,0,13,"apc",30
"cbd",0,0,5,2.51955403121258e-70,0,13,"apc",30
"cbd",0,0,1,2.51955403121258e-70,0,13,"apc",30
"lc",0,0,1,2.66097549954082e-216,0,13,"apc",30
"lc",0,0,5,2.66097549954082e-216,0,13,"apc",30
"lc",0,0,10,2.66097549954082e-216,0,13,"apc",30
"m6",0,0,5,1,0,13,"apc",30
"m6",0.319,0.001,10,1,0,13,"apc",30
"m6",0,0.036,1,1,0,13,"apc",30
"rh",0,0.009,1,3.05546984558283e-121,0,13,"apc",30
"rh",0,0,5,3.05546984558283e-121,0,13,"apc",30
"rh",0,0,10,3.05546984558283e-121,0,13,"apc",30
"apc",0.484,1,10,3.44655771560607e-97,0,14,"apc",30
"apc",0,0.016,1,3.44655771560607e-97,0,14,"apc",30
"apc",0.86,0.999,5,3.44655771560607e-97,0,14,"apc",30
"cbd",0,0,10,1.11168946323885e-116,0,14,"apc",30
"cbd",0.096,0,5,1.11168946323885e-116,0,14,"apc",30
"cbd",0,0,1,1.11168946323885e-116,0,14,"apc",30
"lc",0,0,1,8.19040478219732e-232,0,14,"apc",30
"lc",0.044,0,5,8.19040478219732e-232,0,14,"apc",30
"lc",0,0,10,8.19040478219732e-232,0,14,"apc",30
"m6",0,0.001,5,1,0,14,"apc",30
"m6",0.516,0,10,1,0,14,"apc",30
"m6",1,0.984,1,1,0,14,"apc",30
"rh",0,0,1,5.13164870181637e-134,0,14,"apc",30
"rh",0,0,5,5.13164870181637e-134,0,14,"apc",30
"rh",0,0,10,5.13164870181637e-134,0,14,"apc",30
"apc",0.982,1,10,0.999641943581685,0,15,"apc",30
"apc",0.318,0.462,1,0.999641943581685,0,15,"apc",30
"apc",0.929,1,5,0.999641943581685,0,15,"apc",30
"cbd",0,0,10,3.922606541769e-149,0,15,"apc",30
"cbd",0,0,5,3.922606541769e-149,0,15,"apc",30
"cbd",0,0,1,3.922606541769e-149,0,15,"apc",30
"lc",0.114,0,1,2.53722703019564e-116,0,15,"apc",30
"lc",0.008,0,5,2.53722703019564e-116,0,15,"apc",30
"lc",0,0,10,2.53722703019564e-116,0,15,"apc",30
"m6",0,0,5,4.40751458438166e-07,0,15,"apc",30
"m6",0.018,0,10,4.40751458438166e-07,0,15,"apc",30
"m6",0.567,0.529,1,4.40751458438166e-07,0,15,"apc",30
"rh",0.001,0.009,1,0.000357615666856208,0,15,"apc",30
"rh",0.063,0,5,0.000357615666856208,0,15,"apc",30
"rh",0,0,10,0.000357615666856208,0,15,"apc",30
"apc",0.307,0,10,0.00111746792125192,0,16,"apc",30
"apc",0.001,0.123,1,0.00111746792125192,0,16,"apc",30
"apc",0.882,0.999,5,0.00111746792125192,0,16,"apc",30
"cbd",0,0,10,7.58950109366941e-150,0,16,"apc",30
"cbd",0.117,0,5,7.58950109366941e-150,0,16,"apc",30
"cbd",0,0,1,7.58950109366941e-150,0,16,"apc",30
"lc",0,0,1,1.56466352674741e-131,0,16,"apc",30
"lc",0,0,5,1.56466352674741e-131,0,16,"apc",30
"lc",0,0,10,1.56466352674741e-131,0,16,"apc",30
"m6",0,0.001,5,7.13917441240105e-15,0,16,"apc",30
"m6",0.693,1,10,7.13917441240105e-15,0,16,"apc",30
"m6",0.999,0.869,1,7.13917441240105e-15,0,16,"apc",30
"rh",0,0.008,1,0.998882532078741,0,16,"apc",30
"rh",0,0,5,0.998882532078741,0,16,"apc",30
"rh",0,0,10,0.998882532078741,0,16,"apc",30
"apc",1,1,10,0.973544361018821,0,17,"apc",30
"apc",0.806,0.708,1,0.973544361018821,0,17,"apc",30
"apc",0.811,1,5,0.973544361018821,0,17,"apc",30
"cbd",0,0,10,2.94314103340494e-162,0,17,"apc",30
"cbd",0.145,0,5,2.94314103340494e-162,0,17,"apc",30
"cbd",0,0,1,2.94314103340494e-162,0,17,"apc",30
"lc",0,0,1,5.45260711844555e-132,0,17,"apc",30
"lc",0.044,0,5,5.45260711844555e-132,0,17,"apc",30
"lc",0,0,10,5.45260711844555e-132,0,17,"apc",30
"m6",0,0,5,1.8842836694175e-23,0,17,"apc",30
"m6",0,0,10,1.8842836694175e-23,0,17,"apc",30
"m6",0.194,0.291,1,1.8842836694175e-23,0,17,"apc",30
"rh",0,0.002,1,0.0264556389811787,0,17,"apc",30
"rh",0,0,5,0.0264556389811787,0,17,"apc",30
"rh",0,0,10,0.0264556389811787,0,17,"apc",30
"apc",1,1,10,0.0366292172416815,0,18,"apc",30
"apc",0,0.106,1,0.0366292172416815,0,18,"apc",30
"apc",0.978,1,5,0.0366292172416815,0,18,"apc",30
"cbd",0,0,10,5.79902647329075e-169,0,18,"apc",30
"cbd",0.022,0,5,5.79902647329075e-169,0,18,"apc",30
"cbd",0,0,1,5.79902647329075e-169,0,18,"apc",30
"lc",0,0,1,2.77401024533239e-144,0,18,"apc",30
"lc",0,0,5,2.77401024533239e-144,0,18,"apc",30
"lc",0,0,10,2.77401024533239e-144,0,18,"apc",30
"m6",0,0,5,5.59457065689697e-24,0,18,"apc",30
"m6",0,0,10,5.59457065689697e-24,0,18,"apc",30
"m6",0.985,0.827,1,5.59457065689697e-24,0,18,"apc",30
"rh",0.015,0.067,1,0.963370782758318,0,18,"apc",30
"rh",0,0,5,0.963370782758318,0,18,"apc",30
"rh",0,0,10,0.963370782758318,0,18,"apc",30
"apc",0.998,1,10,0.06437339388849,0,19,"apc",30
"apc",0,0.011,1,0.06437339388849,0,19,"apc",30
