x,a_x
65,-3.6196432699806937
66,-3.5307087253819613
67,-3.443205648945054
68,-3.346013633731803
69,-3.2568103158871122
70,-3.1598522002422813
71,-3.070180128622826
72,-2.9739642853367343
73,-2.888991225431223
74,-2.7986553608605713
75,-2.6906595252990937
76,-2.5844312392336937
77,-2.4965032029388192
78,-2.393840675508051
79,-2.2888369520902128
80,-2.19702811970078
81,-2.0964777748291104
82,-2.008380163970984
83,-1.9066804197798908
84,-1.8087816090729292
85,-1.6940353464628661
86,-1.589374679863934
87,-1.49367554336251
88,-1.407590807581322
89,-1.3051586662828278
90,-1.2136693403813643
50,-5.048558289547149
51,-4.9763713810054995
52,-4.877499922176622
53,-4.770978246554699
54,-4.683135873440016
55,-4.5662337589229605
56,-4.478190063392689
57,-4.3751846788984725
58,-4.292151054522551
59,-4.189831179676005
60,-4.096737536324047
61,-4.003241417969822
62,-3.908257005264201
63,-3.8152981611323016
64,-3.731709304819151
65,-3.621340394230465
66,-3.531082066424624
67,-3.445834818202981
68,-3.347448242912313
69,-3.259512838551708
70,-3.1626297778689048
71,-3.070884247288782
72,-2.975137511416103
73,-2.8898498295425528
74,-2.799153536699992
75,-2.692686677699041
76,-2.5916179583788694
77,-2.498565986616652
78,-2.3953196397465084
79,-2.292045052710011
80,-2.1974792183256153
81,-2.1028421384150495
82,-2.0062626150572864
83,-1.9062950671477876
84,-1.8050922594438366
85,-1.695898862267476
86,-1.592336784290459
87,-1.4943199896944204
88,-1.408414023401717
89,-1.3047144839301201
90,-1.215301470332708
50,-5.050348992504404
51,-4.967682698488597
52,-4.867635372464074
53,-4.773664857863606
54,-4.678476758050555
55,-4.5813919408073325
56,-4.486648103750651
57,-4.372993015606518
58,-4.276168643124364
59,-4.185721365195512
60,-4.079137057951678
61,-4.000717084863754
62,-3.8912158185916867
63,-3.8246186781826266
64,-3.71392032380129
65,-3.6257551550687204
66,-3.5237005412475866
67,-3.447208185749273
68,-3.348269340066301
69,-3.238928133716529
70,-3.151739973731565
71,-3.057403917981457
72,-2.968568235482096
73,-2.8763432688529074
74,-2.7760522707382727
75,-2.688261264573614
76,-2.5777031793653085
77,-2.494826685287519
78,-2.3894710910728496
79,-2.271973695752081
80,-2.183883106869758
81,-2.094185837608213
82,-1.9925618117978283
83,-1.890436332414985
84,-1.7970686902418753
85,-1.68524805726849
86,-1.5986463189577087
87,-1.4944459205344278
88,-1.3956812450145881
89,-1.3047551801532278
90,-1.1799707073845471
50,-5.08521517825077
51,-4.967288090026427
52,-4.878673081470633
53,-4.771326512503971
54,-4.692113198291782
55,-4.592085811161089
56,-4.496021808293786
57,-4.392808591413058
58,-4.302202985665508
59,-4.19679197631769
60,-4.093072265831257
61,-4.013211013209661
62,-3.9020491561297725
63,-3.8310190039170204
64,-3.7243997301790266
65,-3.634609949497803
66,-3.528990699999613
67,-3.4536829394790107
68,-3.3621908023512432
69,-3.2518949314067185
70,-3.1665009824554913
71,-3.0696916092883955
72,-2.981523684000153
73,-2.8896758017361988
74,-2.7888437016664316
75,-2.7021868259153523
76,-2.594065986938263
77,-2.509024708930609
78,-2.402861291831372
79,-2.2857838291911223
80,-2.1966710568267818
81,-2.106972297293118
82,-2.004028755635215
83,-1.9017435763544333
84,-1.8076364732947052
85,-1.695979154916084
86,-1.6046106381378715
87,-1.502238959688062
88,-1.4038254450994931
89,-1.3099254384855792
90,-1.2132275655773739
50,-5.062603436031595
51,-4.977693221811322
52,-4.879872957982091
53,-4.7844868268848435
54,-4.685122048262904
55,-4.583473930303063
56,-4.4861709028038295
57,-4.383884556000121
58,-4.29401875283217
59,-4.205271384533716
60,-4.089893421821176
61,-4.011539245966642
62,-3.9041700553192396
63,-3.8370062555248303
64,-3.7391245342174653
65,-3.6387762087445643
66,-3.53139266810332
67,-3.461753837557984
68,-3.3636778521093924
69,-3.2599307308306673
70,-3.17377916711675
71,-3.0763012325933996
72,-2.986969898381691
73,-2.8970217033843424
74,-2.797671223177049
75,-2.711757650013683
76,-2.602827228376849
77,-2.5180198414625963
78,-2.4109230217874624
79,-2.294614420531606
80,-2.2041523247770063
81,-2.1131073799388083
82,-2.012405302953014
83,-1.9093192184632894
84,-1.8164816087245712
85,-1.7057202930554738
86,-1.6120234030177358
87,-1.515633421296083
88,-1.4213761114989099
89,-1.3267336921287651
90,-1.2104108601229429
50,-5.062351417981236
51,-4.979254698795476
52,-4.871539546823007
53,-4.782959123731952
54,-4.69008506185234
55,-4.589596107664233
56,-4.489197228271369
57,-4.379663778487671
58,-4.291854879758826
59,-4.207997223692357
60,-4.097314229121312
61,-4.011813163285436
62,-3.9036208814344238
63,-3.8303370249233195
64,-3.741122391798918
65,-3.6401746250929032
66,-3.5301960974232935
67,-3.465549464263799
68,-3.3645445107980096
69,-3.259203587009723
70,-3.1765140765757054
71,-3.0826693421886135
72,-2.9907320848546726
73,-2.8926200115442646
74,-2.8011015167341196
75,-2.7150573042185484
76,-2.597741714241664
77,-2.514889298008573
78,-2.4081452348593886
79,-2.2951862022734
80,-2.2059524645858253
81,-2.112098405625591
82,-2.015668890002416
83,-1.914069738615708
84,-1.8183166279496452
85,-1.7032735130448853
86,-1.613790045797814
87,-1.5150122573183786
88,-1.418907111089292
89,-1.3281497444830113
90,-1.2090757691284906
50,-5.087928025797012
51,-4.973541365310246
52,-4.884951334234371
53,-4.770002837408477
54,-4.690174116664777
55,-4.583218763702599
56,-4.48978264441907
57,-4.398167671804306
58,-4.301668352004288
59,-4.189081446910813
60,-4.098611185403193
61,-4.012755776492377
62,-3.915655166493306
63,-3.831849545080371
64,-3.724726741779469
65,-3.6334845330383696
66,-3.5456027971950252
67,-3.4572278409594692
68,-3.3649079245852014
69,-3.2704613379880034
70,-3.1643602418799377
71,-3.084318109723887
72,-2.9816969565330758
73,-2.9016606566524996
74,-2.8035395809885726
75,-2.6942127729385845
76,-2.6071853198399606
77,-2.496291465621273
78,-2.4093063323367887
79,-2.3160477435035323
80,-2.2066179468114813
81,-2.120445630822894
82,-2.018045261073517
83,-1.914788113580147
84,-1.8096127207910742
85,-1.7125750893467124
86,-1.6118195505945359
87,-1.5068685425503279
88,-1.4237920305721077
89,-1.31675663671808
90,-1.22112366826304
50,-5.0810545467202894
51,-4.95856510597229
52,-4.8703339683415905
53,-4.772471180746107
54,-4.695332900917594
55,-4.578723775747488
56,-4.494885608756148
57,-4.398050159927384
58,-4.298448299269917
59,-4.201430669956966
60,-4.098720068246041
61,-4.012422222970024
62,-3.9075016403326805
63,-3.827082389079912
64,-3.7291042044348353
65,-3.63879097990654
66,-3.541935006704795
67,-3.4726550712864688
68,-3.372598938284847
69,-3.2650958860047377
70,-3.1724313797174335
71,-3.0750341929324505
72,-2.989725525734335
73,-2.8987751051875503
74,-2.8071954691207166
75,-2.7062906821728574
76,-2.6113817867265405
77,-2.4973719313679656
78,-2.410303660860451
79,-2.3133471256903513
80,-2.2048753118406204
81,-2.103751654157471
82,-2.0232182545072046
83,-1.9203587937935627
84,-1.816877949583818
85,-1.7104950376419947
86,-1.609737919078414
87,-1.5072248436826081
88,-1.4230019474674558
89,-1.319529647803211
90,-1.209321999876221
50,-5.068237003350842
51,-4.9888791556762175
52,-4.895210067057162
53,-4.788397939495365
54,-4.694878858375665
55,-4.600868744929598
56,-4.492238147238367
57,-4.376782943223547
58,-4.297199651247786
59,-4.202285156051945
60,-4.108090999392331
61,-4.015546499712559
62,-3.9213415219593166
63,-3.835767816162023
64,-3.744722707310555
65,-3.6346254404231937
66,-3.5404338225428487
67,-3.459079836376539
68,-3.3655426482584105
69,-3.270812879160852
70,-3.1748604399045535
71,-3.084216742349525
72,-2.990762466342693
73,-2.897581835238943
74,-2.804211755329215
75,-2.7074878030441445
76,-2.5995390974995702
77,-2.5190793292899114
78,-2.413164051552179
79,-2.30217357058928
80,-2.20794210134693
81,-2.1241370215004913
82,-2.0111570848145437
83,-1.9049431291837247
84,-1.8147283326000536
85,-1.7086695993100165
86,-1.6132298978841568
87,-1.526983037032247
88,-1.4260148878048027
89,-1.326016357700626
90,-1.2297922073393945
50,-5.091119991253079
51,-4.959897900229552
52,-4.884349322420216
53,-4.785843307246635
54,-4.694613207650423
55,-4.583188504704917
56,-4.4960941178602924
57,-4.406762858370087
58,-4.3055780145600675
59,-4.198336829437483
60,-4.104922294602224
61,-4.021796449780495
62,-3.908419564681148
63,-3.835410572682601
64,-3.734558284419297
65,-3.642086159838467
66,-3.548760632125527
67,-3.473162260180526
68,-3.370452949918672
69,-3.2625313575130197
70,-3.172791631761085
71,-3.0911591721316714
72,-2.9924769612196584
73,-2.900975134026396
74,-2.807356679031835
75,-2.709416555417376
76,-2.6108781910547734
77,-2.496310140713383
78,-2.409177209280967
79,-2.3142411041938296
80,-2.2087006113462166
81,-2.1112985695278836
82,-2.025911996386773
83,-1.9257372069604348
84,-1.818492772197283
85,-1.7117454453358287
86,-1.6141168171237317
87,-1.5010210708692235
88,-1.4250052405629758
89,-1.3204648214191452
90,-1.2066173515544676
50,-5.075706152780623
51,-4.977868674345573
52,-4.882423050177112
53,-4.781794605696175
54,-4.702312773734006
55,-4.609095971408431
56,-4.506242464046469
57,-4.378893368155199
58,-4.2937683998328255
59,-4.199526190459368
60,-4.097255492795907
61,-4.014812511550672
62,-3.927173727217618
63,-3.834325707598286
64,-3.7426505000013233
65,-3.6355571507218483
66,-3.5381155414313503
67,-3.4606017311659256
68,-3.366603693274272
69,-3.2787645789225137
70,-3.178369825028271
71,-3.081845330658768
72,-2.987949974906762
73,-2.8993996446354404
74,-2.8065598211052896
75,-2.706676558703089
76,-2.6051230811163926
77,-2.519295412495021
78,-2.413907400374932
79,-2.3057255682103626
80,-2.213945296789205
81,-2.129150881205357
82,-2.0158021163609683
83,-1.9117593104297932
84,-1.8187995706208413
85,-1.7097209862845613
86,-1.6187656811595745
87,-1.524126474935044
88,-1.4180411802241903
89,-1.3189435484141914
90,-1.2336184880299907
50,-5.078049592854055
51,-4.971096734736279
52,-4.889141264384023
53,-4.786551038017985
54,-4.693730565083444
55,-4.580209177838281
56,-4.4871582475998215
57,-4.4098014441855975
58,-4.307738467758528
59,-4.206769636771466
60,-4.1097815081749
61,-4.022475828784437
62,-3.9080613198586933
63,-3.839552892708119
64,-3.736292882365573
65,-3.650033853029871
66,-3.550756916939411
67,-3.4735311594124676
68,-3.374432620009219
69,-3.264396915553401
70,-3.1751232610667066
71,-3.0972973820588643
72,-2.9968561209657936
73,-2.9059110800752763
74,-2.8094240926876854
75,-2.713768699702679
76,-2.6113219200142237
77,-2.502438054992915
78,-2.4140425963985424
79,-2.3153288984707356
80,-2.2095734886266616
81,-2.1126104839473174
82,-2.026737633503328
83,-1.926814875531227
84,-1.8193156719312884
85,-1.7160224291625652
86,-1.6160197384425332
87,-1.5060449895942338
88,-1.4314346089605186
89,-1.3341824851898696
90,-1.2116461127074711
50,-5.068878138858166
51,-4.962404151168468
52,-4.888666087062399
53,-4.7890626909063165
54,-4.705527838431405
55,-4.5857780800552375
56,-4.491186491298954
57,-4.417140768808987
58,-4.309133286625848
59,-4.204253639292733
60,-4.11004953606394
61,-4.01320132387814
62,-3.916031160911454
63,-3.835196103525598
64,-3.745200509967199
65,-3.64262785727744
66,-3.546167147711815
67,-3.477814891946468
68,-3.3727351507364216
69,-3.275620441707646
70,-3.1727740458425084
71,-3.0828742035483283
72,-2.990685754283812
73,-2.9155845131265283
74,-2.7970538857439133
75,-2.709392421979883
76,-2.6191972032729574
77,-2.5064795192319895
78,-2.411004701978474
79,-2.313849170433826
80,-2.216674987291068
81,-2.120789671512973
82,-2.0240336975968694
83,-1.9174534675693882
84,-1.816173772170364
85,-1.7099793853476184
86,-1.6214961258106857
87,-1.5131875725504844
88,-1.4220172384616185
89,-1.3167989682684236
90,-1.234627797421594
50,-5.090653866266907
51,-4.9965572000349034
52,-4.88720967104473
53,-4.7827120520874296
54,-4.698481338310176
55,-4.604770143679105
56,-4.505568919589205
57,-4.3795210608196715
58,-4.295272022117099
59,-4.209400196685254
60,-4.098504857193367
61,-4.019978939600735
62,-3.9206976625900793
63,-3.8364808885555473
64,-3.742670988591144
65,-3.6481782621906818
66,-3.5436366637477112
67,-3.448994738230389
68,-3.3683490151581776
69,-3.268840507497473
70,-3.184252966803907
71,-3.0880365032925443
72,-2.986040007227235
73,-2.9023768564815358
74,-2.8107924435450076
75,-2.7069343264546837
76,-2.6120145178486736
77,-2.507596245016913
78,-2.4147755981725423
79,-2.3078620206041096
80,-2.206142231936627
81,-2.1278284063748347
82,-2.0250634117447013
83,-1.9179082426987433
84,-1.8247783747016864
85,-1.7201789518165287
86,-1.619526387599065
87,-1.5146953370661085
88,-1.429323000321285
89,-1.3288311634124592
90,-1.210967537546932
50,-5.067377339165267
51,-4.95976495872773
52,-4.882657671423672
53,-4.786667098758182
54,-4.697946355326773
55,-4.580964033721806
56,-4.495025368682533
57,-4.412362461995862
58,-4.303288423114517
59,-4.194724189799658
60,-4.098449959004931
61,-4.016628536043845
62,-3.9247063524729966
63,-3.8388001115064756
64,-3.7357387075191872
65,-3.6364765902673573
66,-3.5359751385078386
67,-3.478490659579114
68,-3.3703453136195853
69,-3.270826050139078
70,-3.1751305076441962
71,-3.086050107502893
72,-2.991428193969806
73,-2.907955154515104
74,-2.812451174880587
75,-2.711709196937564
76,-2.61504046720053
77,-2.5046046635981134
78,-2.413412486409047
79,-2.3119727781103365
80,-2.2253851561642803
81,-2.119464615028005
82,-2.0255250039862758
83,-1.915047333323745
84,-1.822356970261048
85,-1.7117426702796776
86,-1.6256795965845947
87,-1.5174427709102312
88,-1.4293961830741444
89,-1.3249745411633067
90,-1.2301151084433097
50,-5.082071430985337
51,-4.9750974453180286
52,-4.88252835937517
53,-4.781002160880902
54,-4.690258438909453
55,-4.600052737892924
56,-4.497308432401393
57,-4.376222267223764
58,-4.297917998603002
59,-4.20790183218347
60,-4.101021740615408
61,-4.016081558829016
62,-3.906955351273851
63,-3.8296513716528215
64,-3.73966919429958
65,-3.641070517578232
66,-3.5513767192476084
67,-3.4507381143030904
68,-3.3714001539124974
69,-3.2676074667185095
70,-3.1799554862106363
71,-3.0929723270337814
72,-2.9942838837696186
73,-2.899783585749951
74,-2.8040380691983207
75,-2.7115825689074575
76,-2.6010207733444117
77,-2.513998730201548
78,-2.4168855727107386
79,-2.310030594230476
80,-2.2007992799195226
81,-2.1244593004522163
82,-2.0214448637555886
83,-1.9245171109741612
84,-1.8165353409063691
85,-1.714424153149899
86,-1.6140086652996706
87,-1.5102880991621381
88,-1.4282977003611266
89,-1.3285713432536137
90,-1.2160453573279923
50,-5.074345913351961
51,-4.965172260531307
52,-4.874331121659038
53,-4.769226705525828
54,-4.684220960409858
55,-4.590532861971973
56,-4.50093558904457
57,-4.385979377877242
58,-4.294620930304052
59,-4.200310671399
60,-4.104890863467798
61,-4.028813416273518
62,-3.9144985343724987
63,-3.81607441071117
64,-3.7370101192842844
65,-3.642112912030318
66,-3.5481472638598235
67,-3.467467141708438
68,-3.368766656154798
69,-3.2651403877806593
70,-3.1756201123764902
71,-3.079427907780108
72,-2.9984556497619885
73,-2.9046606461647597
74,-2.806440572694155
75,-2.7128748794285205
76,-2.6094923052159023
77,-2.515657841003406
78,-2.4203543128711953
79,-2.318220229461621
80,-2.225638027692211
81,-2.1264042598214417
82,-2.02402120044476
83,-1.9200324071547734
84,-1.8299891857801125
85,-1.72409078739128
86,-1.6215817127745789
87,-1.530460134346896
88,-1.4376210719395874
89,-1.3380004535593217
90,-1.2291760195306363
50,-5.077768705287975
51,-4.981294697381528
52,-4.886981540243405
53,-4.787997961844266
54,-4.700608824551818
55,-4.5970245415394615
56,-4.5032539806958845
57,-4.387338724984038
58,-4.299723138656641
59,-4.20088843218986
60,-4.100133646119886
61,-4.024561010749663
62,-3.9155999540596405
63,-3.8185953262644206
64,-3.7278155259081407
65,-3.636275046700951
66,-3.5410710509854333
67,-3.4592967741046876
68,-3.3585879763881974
69,-3.255199935796794
70,-3.166636468851668
71,-3.069215612909555
72,-2.990295579379178
73,-2.895405154994717
74,-2.794217457662649
75,-2.696400522979924
76,-2.5996426723674926
77,-2.4938181905352144
78,-2.409834775774054
79,-2.305341265789032
80,-2.2055056990856605
81,-2.111319781024781
82,-2.0023882619291995
83,-1.9024620432431896
84,-1.8154552740817145
85,-1.700797558747938
86,-1.600692357130841
87,-1.508367447781312
88,-1.4163545831974045
89,-1.3238288658588746
90,-1.2066378712111514
50,-5.076682030797182
51,-4.973554297405886
52,-4.886980834593998
53,-4.781950662955735
54,-4.694097196281252
55,-4.5858058559841615
56,-4.490411542988467
57,-4.398007124844148
58,-4.297851564287975
59,-4.198774921191852
60,-4.109126976831587
61,-4.0115857966111985
62,-3.9247575395844625
63,-3.838799501546942
64,-3.745223320441173
65,-3.6394080733208765
66,-3.5483646072220423
67,-3.470200198123782
68,-3.3680374256380405
69,-3.269696716920017
70,-3.176520457404511
71,-3.087883252305633
72,-2.9987570147519556
73,-2.9028846742869683
74,-2.8066777991383245
75,-2.7144113793807723
76,-2.6152223544086244
77,-2.5121685412425236
78,-2.426665801804176
79,-2.319822031429568
80,-2.22160927390754
81,-2.1275391811021733
82,-2.022710911151574
83,-1.9249845157305228
84,-1.835231166118278
85,-1.712438513405689
86,-1.6168723787043011
87,-1.5286472681066177
88,-1.4340313680668175
89,-1.320856545392204
90,-1.2253553443942793
50,-5.069985663092908
51,-4.972564824870415
52,-4.882175999308178
53,-4.7851149791441925
54,-4.696192439975828
55,-4.595265269969369
56,-4.499942095941175
57,-4.389385360902986
58,-4.302662697136678
59,-4.208650650004354
60,-4.09844614116947
61,-4.025288985669649
62,-3.9104513811720665
63,-3.8353789736406414
64,-3.7356352008378138
65,-3.6462946116825297
66,-3.5428889573871647
67,-3.468716182314552
68,-3.3761512314579907
69,-3.276127947197414
70,-3.181144399992719
71,-3.0969924708838295
72,-2.991703811583227
73,-2.9068097056001077
74,-2.816684429690672
75,-2.7114293272465226
76,-2.6122633037681955
77,-2.519890524973263
78,-2.4118927652482722
79,-2.310011028406373
80,-2.210994377386198
81,-2.130134025918153
82,-2.0313269209143145
83,-1.9242312454793828
84,-1.8147381310846826
85,-1.7255141483505523
86,-1.630741721978981
87,-1.5121000712859394
88,-1.4297798455318038
89,-1.343954995977696
90,-1.2295715002644232
50,-5.071734113453379
51,-4.969698834581633
52,-4.8792573443355005
53,-4.785633162484369
54,-4.695024495954729
55,-4.588091515594696
56,-4.505330781662938
57,-4.384104127308484
58,-4.306302160262925
59,-4.206717141649815
60,-4.099122794770458
61,-4.022810808320296
62,-3.9128062438685114
63,-3.839640847776853
64,-3.7442331849020176
65,-3.651097560304452
66,-3.543355583140009
67,-3.4751467914923
68,-3.3739368098148095
69,-3.275537362129658
70,-3.1791625447648864
71,-3.0970781522623465
72,-2.987026465792029
73,-2.9022824601173993
74,-2.8180112193747746
75,-2.7138085534353156
76,-2.61472438757942
77,-2.511625358517957
78,-2.419749757751433
79,-2.311392464239732
80,-2.2091290186653008
81,-2.1324363742646724
82,-2.028161124171702
83,-1.925249545250416
84,-1.8207802043576764
85,-1.7177859402244018
86,-1.6286372929048554
87,-1.5164205971717077
88,-1.4376985520644041
89,-1.3433200727994463
90,-1.2238276540044455
50,-5.074368198760595
51,-4.979387007836055
52,-4.886220063177841
53,-4.780452569694537
54,-4.699853493150912
55,-4.597089330048695
56,-4.482233795297148
57,-4.396780007219671
58,-4.304355638218858
59,-4.2163380606513305
60,-4.113336885054776
61,-4.017026377024213
62,-3.9250516174420294
63,-3.8379366465110945
64,-3.7440407409770966
65,-3.649666949851248
66,-3.553877542792239
67,-3.467290398749753
68,-3.3694308238759474
69,-3.2675403060523123
70,-3.182880002557413
71,-3.0814261458300183
72,-2.9938233549822195
73,-2.909124593244192
74,-2.811648711506195
75,-2.709696899625772
76,-2.6154619746162386
77,-2.51255742537529
78,-2.4233806284499186
79,-2.3166122483927136
80,-2.215694816308139
81,-2.127229948833961
82,-2.029338873377603
83,-1.926363772725062
84,-1.8214229794737813
85,-1.7149319696656478
86,-1.6219072736609914
87,-1.5169017675852328
88,-1.424328651556111
89,-1.325287194694076
90,-1.2367970538867077
50,-5.071856972380405
51,-4.981733160000785
52,-4.8836461460559235
53,-4.775299855758481
54,-4.6941477932822195
55,-4.58699828075664
56,-4.496007785964331
57,-4.396334392512696
58,-4.307778924512239
59,-4.194125186645084
60,-4.107712441878472
61,-4.011398631236166
62,-3.9259949892405093
63,-3.8326906101884357
64,-3.7457620462183474
65,-3.657600783047908
66,-3.5489510612203543
67,-3.4755963538060795
68,-3.368249218801086
69,-3.279466541469832
70,-3.181051656821646
71,-3.0845877864940396
72,-2.992859692248805
73,-2.905534473829161
74,-2.8108332134602945
75,-2.707838360429093
76,-2.6092461119861126
77,-2.5076506150416544
78,-2.4209458972634836
79,-2.3150942474442813
80,-2.2086256463620235
81,-2.12010054255905
82,-2.026727949997573
83,-1.916112152415877
84,-1.8175411419368699
85,-1.7124964228811463
86,-1.6235845058091651
87,-1.5175120503207595
88,-1.4361482890615955
89,-1.3290639981986188
90,-1.2296317079359478
50,-5.076255673500575
51,-4.974334602018727
52,-4.889698672869314
53,-4.777574482279749
54,-4.695569437685791
55,-4.589789211564061
56,-4.500169257724492
57,-4.40259241870738
58,-4.30742654809047
59,-4.189571058170291
60,-4.106433635852959
61,-4.010970506247089
62,-3.9186402103442464
63,-3.8280716668305512
64,-3.7426144078874812
65,-3.6523992941046926
66,-3.5429481020772777
67,-3.4763251499051098
68,-3.3679778724402243
69,-3.2796072364943383
70,-3.173647319820635
71,-3.0783636968452233
72,-2.986290338082227
73,-2.901947597046616
74,-2.8053854077830667
75,-2.705014894674136
76,-2.603751018659677
77,-2.506331655896247
78,-2.416069495807462
79,-2.314939564557558
80,-2.206334185965216
81,-2.1163073194453115
82,-2.0281348439830995
83,-1.9148115843189604
84,-1.81496623727084
85,-1.7042107268294213
86,-1.623778120962381
87,-1.5194641460711142
88,-1.4447930925930703
89,-1.333497897964991
90,-1.2278001945684007
50,-5.0736757715282526
51,-4.963321616074196
52,-4.884179083516989
53,-4.772876997556368
54,-4.688303060680332
55,-4.596780820854533
56,-4.49405712788291
57,-4.404220668506759
58,-4.316753180741525
59,-4.2052057945546215
60,-4.098874136788491
61,-4.019127753102627
62,-3.920780506115626
63,-3.840104084363429
64,-3.7429619801997243
65,-3.6485275661365852
66,-3.549561828218661
67,-3.4672749565880348
68,-3.3840336640340136
69,-3.2679225416146296
70,-3.180713333440209
71,-3.0832199425213487
72,-3.001177970649735
73,-2.9077308594418656
74,-2.8113605438124982
75,-2.707564309074042
76,-2.6110169914050934
77,-2.5149441964810952
78,-2.4120970107212645
79,-2.3132119606169144
80,-2.211326435757469
81,-2.110858392971523
82,-2.0251481373914095
83,-1.9146659255141913
84,-1.8133365598840825
85,-1.7004615522498852
86,-1.6258917278164808
87,-1.5085917947766334
88,-1.416628424902863
89,-1.3153011173144302
90,-1.2212351032939033
50,-5.069026641039512
51,-4.959401881300895
52,-4.878293091508681
53,-4.763933914571985
54,-4.683160493617198
55,-4.584536575347021
56,-4.474424113473557
57,-4.396044304886348
58,-4.294053296468485
59,-4.185306374652741
60,-4.08939590423933
61,-4.003340411524681
62,-3.908621940443773
63,-3.835090355919151
64,-3.7288446321073714
65,-3.6445308284350286
66,-3.5433836861097987
67,-3.4519518370416145
68,-3.3709927400967925
69,-3.260222473824072
70,-3.1831835288937005
71,-3.0843368236614035
72,-2.9813497985235915
73,-2.887413412845801
74,-2.8048881608253127
75,-2.7030778219207225
76,-2.5962393855203563
77,-2.5001864879414875
78,-2.4111807783787587
79,-2.300906493666586
80,-2.2082555036481075
81,-2.1155861738209114
82,-2.0175945494041008
83,-1.9140509825855485
84,-1.8111029856782848
85,-1.705950479431773
86,-1.614490489826808
87,-1.5099423461844277
88,-1.4200784323004043
89,-1.3084147487484128
90,-1.2208118326539983
50,-5.072708214652072
51,-4.963573870977859
52,-4.879736007688767
53,-4.760940762240542
54,-4.6878767650690545
55,-4.581103476794499
56,-4.476503334642783
57,-4.388540480233258
58,-4.294936986289707
59,-4.199093387755313
60,-4.090647333166676
61,-4.003830398780801
62,-3.914058865570623
63,-3.833188316626622
64,-3.725985603172955
65,-3.6475421880620433
66,-3.5457511973872027
67,-3.455265602161851
68,-3.3649423243911003
69,-3.2621784873376485
70,-3.1842478361584514
71,-3.0819476431125845
72,-2.983732694634251
73,-2.887238929127151
74,-2.8068592615811854
75,-2.702585163961063
76,-2.5970712633128348
77,-2.500856505188156
78,-2.4089558181439346
79,-2.300389871616181
80,-2.2084686865573864
81,-2.1191043393112867
82,-2.015902848316773
83,-1.9130490454487064
84,-1.8095231672082437
85,-1.7058052943520947
86,-1.6190130203679647
87,-1.505054172206615
88,-1.4217199038770494
89,-1.3113360236922553
90,-1.219440750975034
50,-5.058352753569445
51,-4.948493265841751
52,-4.876952689604585
53,-4.76015067365625
54,-4.687696636423494
55,-4.575867003980283
56,-4.487689986544591
57,-4.3849367016810925
58,-4.287976423693467
59,-4.191843587748904
60,-4.088733203970037
61,-4.009096553532347
62,-3.9089447106689774
63,-3.8246153178660065
64,-3.7277547264495237
65,-3.6202380637790403
66,-3.5320682624334085
67,-3.466887237232653
68,-3.3694879412402234
69,-3.2731415124417365
70,-3.163345844127366
71,-3.0825037817959973
72,-2.989210220598235
73,-2.905097872530412
74,-2.7979327111089245
75,-2.7069477236547974
76,-2.60858758952527
77,-2.511159570241734
78,-2.411227507353106
79,-2.315282097561841
80,-2.206878906692475
81,-2.1161527565132396
82,-2.0193025278314645
83,-1.9155616269935696
84,-1.8184120537018982
85,-1.7117323718432444
86,-1.6138595082900826
87,-1.517088581254635
88,-1.428937668232771
89,-1.322551127708138
90,-1.218673043811003
50,-5.056206854290167
51,-4.976558202708936
52,-4.860971651292874
53,-4.777387967192251
54,-4.66874990944695
55,-4.578638429726118
56,-4.483295870962016
57,-4.372352831564749
58,-4.291406641154412
59,-4.1956310914129
60,-4.0951848869261704
61,-4.005764752022274
62,-3.9046675395481136
63,-3.829381801419827
64,-3.7331970283376417
65,-3.6463669196148234
66,-3.541131270880285
67,-3.455534630691727
68,-3.3587363013061786
69,-3.256328072208094
70,-3.1770143766738084
71,-3.083983281859174
72,-2.9827681645993573
73,-2.889780912831391
74,-2.8084332378405183
75,-2.705086614085856
76,-2.5997407191347053
77,-2.5039393484854737
78,-2.411224918769052
79,-2.3020420227928886
80,-2.212108422648492
81,-2.1227153104871226
82,-2.021224462797742
83,-1.9210264443889327
84,-1.8184714658111234
85,-1.7139684741801018
86,-1.6221188408745737
87,-1.5149490213890937
88,-1.424296097288845
89,-1.3297144420806533
90,-1.2296010252199547
50,-5.067630515997757
51,-4.946420850442813
52,-4.881491035261953
53,-4.760415070198188
54,-4.70075105956649
55,-4.5806324717276405
56,-4.489386600003148
57,-4.390640333003231
58,-4.28320575809276
59,-4.183830355062628
60,-4.090244671266219
61,-4.013725928576944
62,-3.904267883648233
63,-3.8336191176950636
64,-3.728424576581108
65,-3.624100531823848
66,-3.5368512567840438
67,-3.467853130918529
68,-3.365087657822114
69,-3.272176987329665
70,-3.170381206385521
71,-3.085197440731822
72,-2.992351157448243
73,-2.904241272885736
74,-2.797878781324095
75,-2.7102610777617695
76,-2.6110436576884326
77,-2.5069606555931463
78,-2.4118818346267155
79,-2.314313708121
80,-2.209979410071221
81,-2.1144974101349128
82,-2.0245547550037695
83,-1.9086076650674848
84,-1.8219729091272956
85,-1.7159897103675255
86,-1.6117244493878595
87,-1.5179554844458905
88,-1.4295063729912216
89,-1.3287288374044695
90,-1.213933131263342
50,-5.0682693787091395
51,-4.952493388748788
52,-4.877373859681246
53,-4.759631303510053
54,-4.701292159193252
55,-4.580332671180433
56,-4.482459936602652
