t,k_t
1963,0.03744095255973408
1964,0.06066438119137492
1965,-0.006883302281302421
1966,0.029210974762897187
1967,0.013077530734561959
1968,0.014127212066960628
1969,0.05029920145956663
1970,0.04504116070234116
1971,0.0073835912262082415
1972,-0.005997494418613386
1973,-0.02490132234136042
1974,-0.03352959679119406
1975,-0.0544198662024367
1976,-0.04621806220928986
1977,-0.0620602885602553
1978,-0.11116324884521166
1979,-0.10242109748121184
1980,-0.15154900025947
1981,-0.15478616007585053
1982,-0.16297008625483542
1983,-0.18832402730365855
1984,-0.18447512204294378
1985,-0.20390345448621544
1986,-0.21711086840752758
1987,-0.24026444895066781
1988,-0.29364579872355784
1989,-0.31865432904042196
1990,-0.3190581416485784
1991,-0.35146937959612934
1992,-0.3646621145455458
1993,-0.3794346829635534
1994,-0.369432364240571
1995,-0.40886796516214036
1996,-0.4041890034591164
1997,-0.42278773269350933
1998,-0.4293172077173905
1999,-0.4351851574739773
2000,-0.4476677684975735
2001,-0.4640778639638066
2002,-0.50372252994733
2003,-0.5022489104576381
2004,-0.5155392302382101
2005,-0.5553462174378736
2006,-0.5756741940362561
2007,-0.6142634411147337
2008,-0.624375661972264
2009,-0.624154836983764
2010,-0.633618055911825
2011,-0.6709568231557095
2012,-0.6917358401485847
2013,-0.6855285482173958
2014,-0.7004688798232568
2015,-0.7467308527510877
2016,-0.7336950719108509
2017,-0.7678217765972185
2018,-0.7741273842133006
2019,-0.7912715399244842
1960,0
1961,0.06370788293984618
1962,0.014002320056203178
1963,0.04132730116656298
1964,0.060284292174184025
1965,-0.0024210438303036074
1966,0.0305294125125664
1967,0.004040246853740445
1968,0.008222515624048958
1969,0.05359086700202698
1970,0.04247495416795816
1971,0.008466065753228431
1972,-0.007255845981824229
1973,-0.034342753129323035
1974,-0.03330841974573848
1975,-0.05901043544934495
1976,-0.04023818537509684
1977,-0.060829018870296174
1978,-0.11207357608091136
1979,-0.11237233373968593
1980,-0.1522885630146803
1981,-0.1474739932957378
1982,-0.16991945436141415
1983,-0.1891252435259283
1984,-0.18642676852289444
1985,-0.20928026402662395
1986,-0.21268632272438132
1987,-0.24637863729120502
1988,-0.29403348928829337
1989,-0.3120551646669468
1990,-0.33097539754289745
1991,-0.35263588792715533
1992,-0.3703872358995471
1993,-0.3679578227396237
1994,-0.3590955662355422
1995,-0.4056953534422535
1996,-0.39301040671832477
1997,-0.4236530366424202
1998,-0.43565135946859773
1999,-0.443906515625061
2000,-0.45802174485577146
2001,-0.4690012919052852
2002,-0.4970468291870704
2003,-0.5019822245297345
2004,-0.5167321517386844
2005,-0.5594254362421988
2006,-0.5681471807948858
2007,-0.6036133299971531
2008,-0.632184113197196
2009,-0.6184691385023205
2010,-0.6570434659937725
2011,-0.6643216021904005
2012,-0.7007684184500562
2013,-0.6678407976151712
2014,-0.6838024614585538
2015,-0.7425015793740372
2016,-0.7343270483260292
2017,-0.7568520356137273
2018,-0.7718488826015735
2019,-0.7883557777191723
1960,0
1961,0.07722738011624819
1962,0.0011382188848954658
1963,0.04403161706630631
1964,0.0691824423488719
1965,-0.006358394716192421
1966,0.014279822319728719
1967,0.01035899408098251
1968,0.0018766709424471624
1969,0.04703260114525086
1970,0.042001679799184975
1971,5.933648225616375e-4
1972,-0.010874562615187485
1973,-0.01680624716091912
1974,-0.03021480884757335
1975,-0.05554632243012486
1976,-0.04296598297242797
1977,-0.053788574322680055
1978,-0.1174572112170594
1979,-0.10910739897062285
1980,-0.14786279735275557
1981,-0.15245428107303297
1982,-0.16668904503689305
1983,-0.19166397439203722
1984,-0.18907114543559303
1985,-0.2283545563595249
1986,-0.22697097999272656
1987,-0.23967152827069726
1988,-0.30434788202427987
1989,-0.33117853836374245
1990,-0.3120564841906538
1991,-0.35815132786239523
1992,-0.36973135942616425
1993,-0.3855050652285701
1994,-0.3864538581718535
1995,-0.4037938577641482
1996,-0.40695456171634403
1997,-0.4219346444218897
1998,-0.43930126458457003
1999,-0.44322290910011825
2000,-0.45430903369214365
2001,-0.47514400923569905
2002,-0.5062428658307302
2003,-0.5024394133787837
2004,-0.5087059849873162
2005,-0.5616097633193671
2006,-0.5727549008293548
2007,-0.6174893692839892
2008,-0.640299769349524
2009,-0.618526363230169
2010,-0.6393730088969469
2011,-0.6557626872489485
2012,-0.6929431759148009
2013,-0.6674769060123295
2014,-0.6939624368862098
2015,-0.74316353379141
2016,-0.735047313997116
2017,-0.7644728502275113
2018,-0.7765183315649927
2019,-0.7971884890092988
1960,0
1961,0.10028102258850041
1962,0.01287746141534882
1963,0.04997630333692094
1964,0.06967115999334612
1965,0.006235946892591092
1966,0.026156655096146533
1967,0.015892367558586973
1968,0.005587346994917035
1969,0.05552031552490122
1970,0.0411749448985841
1971,0.0051792986578648925
1972,-0.00657084716447199
1973,-0.019173311332290426
1974,-0.023862568610084022
1975,-0.06866249611460357
1976,-0.05077603563554869
1977,-0.0629570760782602
1978,-0.11541578513096264
1979,-0.12253941470214874
1980,-0.15501863657183862
1981,-0.14870589403164308
1982,-0.18970109967767643
1983,-0.20255253844746318
1984,-0.20220762261093533
1985,-0.22716646192755027
1986,-0.23338600457049252
1987,-0.24996525686888033
1988,-0.3155079227923512
1989,-0.34196425257395174
1990,-0.329475108594279
1991,-0.37329033786503557
1992,-0.3834456102734767
1993,-0.4038258911093149
1994,-0.3948616387830378
1995,-0.44213856081762126
1996,-0.42182874409417687
1997,-0.45212605372957865
1998,-0.4671471124311961
1999,-0.4708907891384626
2000,-0.47918499889952815
2001,-0.49643574970351834
2002,-0.522494563115197
2003,-0.5293078045704143
2004,-0.5448081471401112
2005,-0.5990518048264397
2006,-0.5989890157594892
2007,-0.6422662990478447
2008,-0.6661062639677621
2009,-0.6472611395802508
2010,-0.6625786286140273
2011,-0.6890486928725307
2012,-0.7238894398206723
2013,-0.7098670129360667
2014,-0.7179745559487507
2015,-0.7854383218514642
2016,-0.7811302301195299
2017,-0.8022975311902097
2018,-0.8275049017182033
2019,-0.8252927915247659
1960,0
1961,0.09063390401212618
1962,0.009965945344348318
1963,0.04212655552807614
1964,0.06704859194179769
1965,0.01368172287277082
1966,0.0326460588329952
1967,0.015763505806125334
1968,0.007094912725763229
1969,0.05405367916368589
1970,0.042593890713604546
1971,0.009986265257413708
1972,-0.0041390631644732025
1973,-0.021207606153038634
1974,-0.039053910862355046
1975,-0.06247063586586635
1976,-0.04187609416099826
1977,-0.055724625918152706
1978,-0.11881059943973117
1979,-0.11191541266926025
1980,-0.1509022133344063
1981,-0.16525007784955242
1982,-0.17338342887554925
1983,-0.19883378255701833
1984,-0.19812175582365632
1985,-0.23505972205509232
1986,-0.23002799391221154
1987,-0.26555036227859435
1988,-0.3144623380073832
1989,-0.33308921671570174
1990,-0.35086534227057853
1991,-0.37309741578125255
1992,-0.3905243956288053
1993,-0.387671304828865
1994,-0.39811381462284423
1995,-0.41675214561792034
1996,-0.41307194975617606
1997,-0.44709554339049273
1998,-0.4646022583628068
1999,-0.4699221096066074
2000,-0.49147922227561325
2001,-0.503256990586162
2002,-0.5189815312442602
2003,-0.5269998811650738
2004,-0.5354605860279725
2005,-0.5954252621458065
2006,-0.6109865234247321
2007,-0.6508702488618653
2008,-0.671323474891793
2009,-0.6565203581961035
2010,-0.6743871004511706
2011,-0.691968295193416
2012,-0.731403590055463
2013,-0.7152428915758043
2014,-0.7207050214420049
2015,-0.7912567412534489
2016,-0.7859355932516524
2017,-0.805792632327672
2018,-0.8314661981856192
2019,-0.8272156054897208
1960,0
1961,0.08297234768644043
1962,0.011578500006583517
1963,0.04406159427415219
1964,0.06619295766177306
1965,0.005237957898086064
1966,0.030582351332399376
1967,0.01741099913322785
1968,0.016913303305389534
1969,0.05433707203777137
1970,0.021199533750955606
1971,0.01651679890412367
1972,-0.014541717833465966
1973,-0.02778163587877867
1974,-0.029794853622701612
1975,-0.08449633184553097
1976,-0.057788139422933094
1977,-0.06756935335809466
1978,-0.12224055065526028
1979,-0.11673155884655685
1980,-0.1537095694982603
1981,-0.1478343820132103
1982,-0.19541495822049626
1983,-0.2100738950437367
1984,-0.2077752797212945
1985,-0.23018004567289319
1986,-0.23644729901772807
1987,-0.2521934905781073
1988,-0.3183446168784141
1989,-0.3427213704789172
1990,-0.32681017925147954
1991,-0.3766434788022731
1992,-0.39088720219026285
1993,-0.4043823808200981
1994,-0.39106861461224385
1995,-0.43896918692224796
1996,-0.43462092256345874
1997,-0.4322511142369591
1998,-0.46675221413340584
1999,-0.46702831658537197
2000,-0.47224049187175543
2001,-0.4957848027690774
2002,-0.5278338218918215
2003,-0.537960722292234
2004,-0.5452660335548415
2005,-0.5929371031014689
2006,-0.6058233111376728
2007,-0.644086646419951
2008,-0.6753937524945604
2009,-0.6574346552167519
2010,-0.6855521994864129
2011,-0.702824167796043
2012,-0.7312537610936549
2013,-0.7149704571632253
2014,-0.7242907070132947
2015,-0.7874117039876124
2016,-0.7832388704346671
2017,-0.8052956503341707
2018,-0.8275568679991043
2019,-0.817673677781127
1960,0
1961,0.08143037094786305
1962,0.015264719601562903
1963,0.04800924247412007
1964,0.07432727740230903
1965,0.0013634123939190303
1966,0.028903637550852238
1967,0.020188004404684462
1968,0.016495174294830467
1969,0.048629554541645977
1970,0.04036580907345421
1971,-0.011572444493338517
1972,-0.0019003662268799453
1973,-0.03704661584110978
1974,-0.030350458396813187
1975,-0.06092379090766651
1976,-0.04996445660761041
1977,-0.0585641378821856
1978,-0.12441421200692293
1979,-0.12754019755641452
1980,-0.16170368600873433
1981,-0.17462969112310758
1982,-0.17465952062482068
1983,-0.19649656348821173
1984,-0.19272115941990006
1985,-0.23412486411471253
1986,-0.22924927075190377
1987,-0.26915373245753993
1988,-0.3163803810137443
1989,-0.33194098555235924
1990,-0.3498469151729454
1991,-0.37057203831761837
1992,-0.38821724845182176
1993,-0.39023933891763407
1994,-0.3943811800544372
1995,-0.41324959520256593
1996,-0.41210567619179156
1997,-0.453972536783612
1998,-0.4611600252678461
1999,-0.47090437690282033
2000,-0.4795259094257034
2001,-0.49621345605752115
2002,-0.5269804289658273
2003,-0.514530579556624
2004,-0.5322009212339374
2005,-0.5835780019799598
2006,-0.5962747687948076
2007,-0.637487790988603
2008,-0.6615836724920422
2009,-0.653525956822727
2010,-0.6824284281240102
2011,-0.6910594562037221
2012,-0.725252659068717
2013,-0.7086697583990693
2014,-0.7275164447488596
2015,-0.7728930147223905
2016,-0.7700037047909474
2017,-0.8028416799129267
2018,-0.8183254590501373
2019,-0.821184131314428
1960,0
1961,0.08546871252762965
1962,0.012623624660106901
1963,0.04915022325975676
1964,0.06925452438070176
1965,-0.002732038836012454
1966,0.025689984052986482
1967,0.007684787050357529
1968,0.013439488842908914
1969,0.049643914600585655
1970,0.030861479956745336
1971,-0.0016142701915822116
1972,-0.0018570702928971572
1973,-0.034897118494692514
1974,-0.041189050424397966
1975,-0.06857609318734344
1976,-0.0487387742369801
1977,-0.07285762389974493
1978,-0.12856935448854787
1979,-0.11845732338561855
1980,-0.14842875032473413
1981,-0.15654798765429953
1982,-0.18938468813744375
1983,-0.21103120955057325
1984,-0.20407234867423968
1985,-0.22319139278974257
1986,-0.24217243699346003
1987,-0.2591957990572374
1988,-0.31338280231507715
1989,-0.33097684023955265
1990,-0.3291772136899139
1991,-0.3808855720325034
1992,-0.38980731287475884
1993,-0.4007621314065909
1994,-0.39564038842089033
1995,-0.4310136198027685
1996,-0.42209527134709984
1997,-0.4301876896762902
1998,-0.4587848706831898
1999,-0.4628647301241607
2000,-0.47486250758064347
2001,-0.4941938637727357
2002,-0.5225246233818432
2003,-0.5316061306927102
2004,-0.5455686904330096
2005,-0.5897083615374952
2006,-0.6074357000146938
2007,-0.6387832377016721
2008,-0.653562717481635
2009,-0.6493173411014688
2010,-0.6662646404845199
2011,-0.6993195656117591
2012,-0.7276278616638785
2013,-0.7046714411821027
2014,-0.7268358384118104
2015,-0.7933825506659603
2016,-0.7757087823441411
2017,-0.8003825174352691
2018,-0.8180274101822406
2019,-0.8309833150267745
1960,0
1961,0.08510206766899617
1962,0.017206735727183013
1963,0.05427198273934749
1964,0.07106364189656486
1965,-0.0024608874773328006
1966,0.024510652381674772
1967,0.007101921075601927
1968,0.010247515849210072
1969,0.05433596125615711
1970,0.03374554819232958
1971,8.170741754475064e-4
1972,-0.003347248919932424
1973,-0.029745289323322772
1974,-0.0373815627558776
1975,-0.06129540753972063
1976,-0.04224985765106556
1977,-0.07917390043739074
1978,-0.13028128799225328
1979,-0.12256931831496669
1980,-0.15485734363194065
1981,-0.15461634036143465
1982,-0.18854925976404635
1983,-0.20677741699871255
1984,-0.2006082630621065
1985,-0.22050968885502456
1986,-0.23520349060480938
1987,-0.25393876747785205
1988,-0.321741311716453
1989,-0.33056953700315217
1990,-0.33821821418533204
1991,-0.3694172430876848
1992,-0.3893946497753557
1993,-0.3948127069360516
1994,-0.3949541306079355
1995,-0.43399914577835363
1996,-0.42047841919031753
1997,-0.4473152056102441
1998,-0.4646506172264467
1999,-0.4607130462313983
2000,-0.47680901805855974
2001,-0.5043703346624026
2002,-0.5426787574660833
2003,-0.5246878523673543
2004,-0.547608901005013
2005,-0.581686991068841
2006,-0.6001713292244873
2007,-0.641389419479105
2008,-0.6680232292520654
2009,-0.6556651625205302
2010,-0.6822553063365193
2011,-0.7017973808624989
2012,-0.72389082821063
2013,-0.7129832139236008
2014,-0.7319539717596031
2015,-0.7812261399510556
2016,-0.7792564206637843
2017,-0.8100754706992519
2018,-0.827457023419217
2019,-0.831945355182163
1960,0
1961,0.08470016361609298
1962,0.01615824795985623
1963,0.045892206014061465
1964,0.07264920459513746
1965,0.013478757798492409
1966,0.03205115312068806
1967,0.019640108065296702
1968,0.010135339551586941
1969,0.04928909997621421
1970,0.03532120182388873
1971,0.001804861881221823
1972,-0.011911378615475162
1973,-0.02100069547560083
1974,-0.042822704528794435
1975,-0.0760217187534232
1976,-0.041762585114465164
1977,-0.07072995219929396
1978,-0.11899838656137308
1979,-0.1201508386852151
1980,-0.15273550662579227
1981,-0.15139736099625592
1982,-0.18130472989381394
1983,-0.20008627779545357
1984,-0.19745072070030603
1985,-0.21640733810623256
1986,-0.23233901681853625
1987,-0.2514266463888506
1988,-0.3232374975592647
1989,-0.3294819780113722
1990,-0.3367278003606924
1991,-0.3681798476660681
1992,-0.3834471475226443
1993,-0.3944373525372554
1994,-0.3947899996965362
1995,-0.4255379871231833
1996,-0.415541081165213
1997,-0.44910502042417333
1998,-0.4548593435353779
1999,-0.45815112936246355
2000,-0.47432919286294517
2001,-0.49505966679016083
2002,-0.524256469063266
2003,-0.5262011952863593
2004,-0.5274082391106021
2005,-0.5860774985235836
2006,-0.597298580332027
2007,-0.6372992771534524
2008,-0.6536781745239894
2009,-0.657827858415472
2010,-0.6697829169237194
2011,-0.6986532900045355
2012,-0.7282204770938002
2013,-0.7122674462667733
2014,-0.724056959662067
2015,-0.786304917173373
2016,-0.7740361526967113
2017,-0.7929305118150097
2018,-0.8101620344781854
2019,-0.8370286166980969
1960,0
1961,0.08303568244557405
1962,0.02017546409767172
1963,0.04683381622201139
1964,0.07440125703863372
1965,-0.004042491923252362
1966,0.03318962900116519
1967,0.005848335426273921
1968,0.013955385471664344
1969,0.056431470029965285
1970,0.03698266513556081
1971,0.0010930938271455093
1972,-3.0744120073771257e-4
1973,-0.033321587667912614
1974,-0.026885602763006222
1975,-0.060051569457894714
1976,-0.05819931631605159
1977,-0.05419106056445242
1978,-0.12452389487419971
1979,-0.11451729694660732
1980,-0.15705297750665803
1981,-0.15342162804378046
1982,-0.1774492102459025
1983,-0.19190834659214556
1984,-0.2010630437097129
1985,-0.24052055874215125
1986,-0.24944397838850488
1987,-0.2646653465855852
1988,-0.314745100503185
1989,-0.3401080110634958
1990,-0.332595145624321
1991,-0.36753962689690234
1992,-0.383934450391665
1993,-0.39409848727125724
1994,-0.39415100796594765
1995,-0.4340891463288729
1996,-0.4232233017518431
1997,-0.45073618081092703
1998,-0.4562355468258459
1999,-0.4593608281846753
2000,-0.47275691779730455
2001,-0.49636318087776593
2002,-0.5244063264476194
2003,-0.5216181608877433
2004,-0.5305335636570349
2005,-0.5850063952250997
2006,-0.5941483138756783
2007,-0.6327331812326648
2008,-0.6602964789577165
2009,-0.6553009671360963
2010,-0.6645132220713322
2011,-0.6895122740502642
2012,-0.7204551573116178
2013,-0.7021238590722313
2014,-0.7259540633436871
2015,-0.7738012088066417
2016,-0.7664494144258106
2017,-0.7929003817773425
2018,-0.8093855225621752
2019,-0.8071191299536778
1960,0
1961,0.062393363095959775
1962,-0.003987862442411426
1963,0.01987407072455469
1964,0.04262679837474761
1965,-0.03157596894609926
1966,0.008276152692186171
1967,-0.016522993941007806
1968,-0.0075583528056881325
1969,0.02432606140304729
1970,0.012487909380655561
1971,-0.02268994774644501
1972,-0.033730197689298164
1973,-0.05433501478501054
1974,-0.06855223570300431
1975,-0.10139487433128207
1976,-0.07702019909877238
1977,-0.08398195933001493
1978,-0.1526954828119102
1979,-0.14611694958218763
1980,-0.18662987929500718
1981,-0.18375532511120826
1982,-0.20595578400809134
1983,-0.23654161973328772
1984,-0.2362541460683531
1985,-0.2594019105148921
1986,-0.26680782731643
1987,-0.288989272929263
1988,-0.34587495236129084
1989,-0.3692414457083834
1990,-0.3686105798490201
1991,-0.3945981840789742
1992,-0.4189628444420366
1993,-0.4252682409247168
1994,-0.43420549228542815
1995,-0.46415608288487464
1996,-0.4487305673348621
1997,-0.4816572666871644
1998,-0.49939729729188137
1999,-0.5002600985471785
2000,-0.5172614131920518
2001,-0.5376441812234111
2002,-0.569584949733263
2003,-0.5622095177167301
2004,-0.5886315830631633
2005,-0.6388320320270854
2006,-0.6348084682128385
2007,-0.674627671515159
2008,-0.7064531670987189
2009,-0.6935701321155838
2010,-0.7213205587068827
2011,-0.7375735769853561
2012,-0.7667047567081186
2013,-0.7479925947805973
2014,-0.7643671246802729
2015,-0.8259702042507479
2016,-0.8189718693825516
2017,-0.8486562036938471
2018,-0.8644310381728649
2019,-0.8765361596857093
1960,0
1961,0.07261710293713475
1962,0.008006541060985459
1963,0.04005087423539608
1964,0.0733338602541687
1965,-0.0021648754578277953
1966,0.04087830733892849
1967,0.021864087459052668
1968,0.01807249734813945
1969,0.05799220315702475
1970,0.03557351595489253
1971,-8.660005374397889e-4
1972,-0.0010878779877437918
1973,-0.03733280208779364
1974,-0.031844579486735004
1975,-0.062005498786271186
1976,-0.03964975390290219
1977,-0.05875561285772231
1978,-0.11428907966867506
1979,-0.11775025283696505
1980,-0.1477254498783077
1981,-0.14912761195084767
1982,-0.1782084927476035
1983,-0.2000024038661696
1984,-0.1897633096124249
1985,-0.2186489567562531
1986,-0.21547368375538864
1987,-0.23862711707064924
1988,-0.29666631522365505
1989,-0.31901479189277715
1990,-0.3300798082797905
1991,-0.3528332657475279
1992,-0.3670665110209295
1993,-0.3826069049218502
1994,-0.38428878490597873
1995,-0.4077858146197017
1996,-0.4112038903491466
1997,-0.42451075090652735
1998,-0.4430598517351902
1999,-0.45741548857352565
2000,-0.4539292312702444
2001,-0.47691045416755506
2002,-0.5066282881405497
2003,-0.5061160627676428
2004,-0.5179443996121601
2005,-0.5647047533933183
2006,-0.5798204273253247
2007,-0.6098364878917043
2008,-0.6228672002192402
2009,-0.6363626988836304
2010,-0.6392546240187149
2011,-0.6595583162692631
2012,-0.6866194144106351
2013,-0.6786147443148335
2014,-0.6941021181362443
2015,-0.7532696747110966
2016,-0.741222535339969
2017,-0.7738899290315103
2018,-0.7840909176648146
2019,-0.7851231489007314
1960,0
1961,0.08144901036626608
1962,0.003648639477273958
1963,0.03174714255719599
1964,0.05767139360485201
1965,-0.007396741600491277
1966,0.02754311386811292
1967,0.021534908686838355
1968,0.01199252303087508
1969,0.04725004082721007
1970,0.038366759903602166
1971,0.012655935092216276
1972,-0.00449024300765193
1973,-0.022554479282028656
1974,-0.03530578954751095
1975,-0.06373068740188649
1976,-0.04532828645231584
1977,-0.04387435499655262
1978,-0.11940640070409493
1979,-0.10883781590121933
1980,-0.14634738721905402
1981,-0.14917874699046846
1982,-0.1752810162848387
1983,-0.19260407698319051
1984,-0.18970639886146703
1985,-0.22053664669837678
1986,-0.22967959396695656
1987,-0.25680259774206926
1988,-0.3083299166861125
1989,-0.33051599893429395
1990,-0.3183551277169618
1991,-0.36599104478345756
1992,-0.3823446234541195
1993,-0.37939363037661045
1994,-0.36957295755846226
1995,-0.4113576595343576
1996,-0.39595643175688294
1997,-0.427254202983113
1998,-0.4441918064828294
1999,-0.4391883964634613
2000,-0.45899152524632914
2001,-0.4754668838372176
2002,-0.5063761808624674
2003,-0.4968764662783999
2004,-0.5191660200436724
2005,-0.5635549145368008
2006,-0.5760904085896806
2007,-0.6297844146610554
2008,-0.634627912043742
2009,-0.6113813341154657
2010,-0.6509872337210422
2011,-0.6736204369514658
2012,-0.686408206334464
2013,-0.6883763302361089
2014,-0.693023296728641
2015,-0.759231060056187
2016,-0.7419076880655813
2017,-0.7677714185083403
2018,-0.7879409284354466
2019,-0.7922444903835244
1960,0
1961,0.079045930854522
1962,0.0048445889373821705
1963,0.033356995039501715
1964,0.05365309825961939
1965,0.0019497600129061638
1966,0.02169723108143566
1967,0.022256039913000628
1968,0.005120205057944893
1969,0.04631031225707068
1970,0.02996011437834757
1971,-0.013139013242652835
1972,-0.016344495403132157
1973,-0.03002969473642968
1974,-0.03583747905330072
1975,-0.06658399172996776
1976,-0.04124507967477739
1977,-0.06550059541082559
1978,-0.11165056514714948
1979,-0.11725462050230093
1980,-0.15431011947644832
1981,-0.1510262819659425
1982,-0.1740613284769217
1983,-0.1908656194911345
1984,-0.19268183039310394
1985,-0.22673239078759863
1986,-0.21821000094462567
1987,-0.23982199316532543
1988,-0.303393963608461
1989,-0.3239488646913435
1990,-0.33727180420201047
1991,-0.3581522810682418
1992,-0.3728611738156496
1993,-0.38834560994283784
1994,-0.39368181948269804
1995,-0.41184292581641313
1996,-0.41937141873664713
1997,-0.4334066822340197
1998,-0.45355902976324025
1999,-0.46200410663504743
2000,-0.4630901974897656
2001,-0.4809973776233148
2002,-0.5140278817437405
2003,-0.5073649994329196
2004,-0.5163527832005492
2005,-0.5750898916608621
2006,-0.5857964131864156
2007,-0.6130441957690297
2008,-0.6335795195485965
2009,-0.6393090691207814
2010,-0.6549664456467058
2011,-0.6755623027659579
2012,-0.707679975807941
2013,-0.686375370914124
2014,-0.7002444726994774
2015,-0.7628809377476573
2016,-0.7494289328721823
2017,-0.7649983143245394
2018,-0.7928178777013195
2019,-0.7959077535278596
1960,0
1961,0.0674466824576466
1962,0.0018148506041718497
1963,0.036792371556080714
1964,0.05917011463250945
1965,-0.01568737145198976
1966,0.02570751252597171
1967,-0.001286148320071546
1968,0.0036794442634044485
1969,0.04214242338987958
1970,0.028914907775563842
1971,0.0051482118908449045
1972,-0.005860916871698915
1973,-0.03366129834452088
1974,-0.04271326479352275
1975,-0.07416209458823891
1976,-0.06480967260370098
1977,-0.06535042537680405
1978,-0.13141252104650403
1979,-0.12115524066527024
1980,-0.15197870394829985
1981,-0.15543541141832748
1982,-0.1917933802665089
1983,-0.20470154924351308
1984,-0.20806877684058797
1985,-0.22891856451289214
1986,-0.23658481327364028
1987,-0.258630017716177
1988,-0.3227460205464474
1989,-0.32960017716741347
1990,-0.34712229320548915
1991,-0.3647978987541022
1992,-0.3790408475337136
1993,-0.3940950008436103
1994,-0.39444330844782344
1995,-0.41260931476189944
1996,-0.4238393372313092
1997,-0.43953965185391114
1998,-0.4584857323157447
1999,-0.46540756889721346
2000,-0.4667972595638499
2001,-0.48310755799426286
2002,-0.5140603871042827
2003,-0.518195431886243
2004,-0.5180229297786476
2005,-0.5656111207001312
2006,-0.5907137585490165
2007,-0.6157406603243997
2008,-0.6472311440919555
2009,-0.638438937815402
2010,-0.6576373424933636
2011,-0.6797214134069719
2012,-0.7024477284308087
2013,-0.6957506453915208
2014,-0.6991357265386908
2015,-0.7535011978366664
2016,-0.7566784082696986
2017,-0.789969835416761
2018,-0.7968328344421443
2019,-0.8148375344561395
1960,0
1961,0.06754954699531057
1962,0.001980865309554021
1963,0.03637532495793161
1964,0.05788127919923465
1965,-0.012915212374770838
1966,0.024414106624830425
1967,-6.002122228955905e-5
1968,0.0017632301226836841
1969,0.04510871786179015
1970,0.02832433690412403
1971,-0.0032294942326919806
1972,-0.008402156226912908
1973,-0.033978168898628855
1974,-0.03676310494174249
1975,-0.07890615320726738
1976,-0.06428125964327243
1977,-0.0706257914918027
1978,-0.12905910615660798
1979,-0.12521741702678965
1980,-0.15635914901015566
1981,-0.15725466562281037
1982,-0.1942998650712964
1983,-0.20607929182458404
1984,-0.1961613190099024
1985,-0.2267208882243362
1986,-0.23590048534711047
1987,-0.2596833613086905
1988,-0.30727016937392604
1989,-0.3228996608992081
1990,-0.33555121509631053
1991,-0.36097385382054825
1992,-0.3881536891494119
1993,-0.3772451872091394
1994,-0.38776652116974114
1995,-0.40576549571977377
1996,-0.4141182697912518
1997,-0.43361177868855355
1998,-0.4554641371986072
1999,-0.46967986991902555
2000,-0.4669576808622343
2001,-0.48348916240976
2002,-0.5124963500990137
2003,-0.5125207964876494
2004,-0.5244141403783477
2005,-0.5606482820148306
2006,-0.5884537902273876
2007,-0.6337219136271045
2008,-0.636694278265835
2009,-0.6316133554787838
2010,-0.6647683757055937
2011,-0.6830528281684498
2012,-0.7069739270925417
2013,-0.687903552622987
2014,-0.7140765006756385
2015,-0.7592449849650513
2016,-0.7508843986043002
2017,-0.7701495254957106
2018,-0.7990560105499491
2019,-0.8088995020237706
1960,0
1961,0.07292314589582766
1962,0.013298914716198101
1963,0.030777347969602038
1964,0.06368702223954142
1965,-0.010544297231978774
1966,0.020952680420150808
1967,0.020140059105258692
1968,0.007874018019727412
1969,0.043581483012404186
1970,0.018410500355717535
1971,-0.007570733097726174
1972,-0.01258459639879924
1973,-0.03774253250156995
1974,-0.047334512927169885
1975,-0.07224301291476924
1976,-0.04860316539980424
1977,-0.06934212767477357
1978,-0.12436691326367806
1979,-0.11869895303579747
1980,-0.15547565630428303
1981,-0.15807227647226343
1982,-0.17072131922363687
1983,-0.19574170731249013
1984,-0.2055865198832318
1985,-0.2349695603940954
1986,-0.2234336411035027
1987,-0.2537174409752175
1988,-0.31488794323532515
1989,-0.339813930841183
1990,-0.3285184828702648
1991,-0.3699901941256524
1992,-0.38946902143446943
1993,-0.39534790948637183
1994,-0.39945545182494263
1995,-0.42695849441727257
1996,-0.4016239126272511
1997,-0.43062974865284387
1998,-0.463693596697243
1999,-0.4524995424830301
2000,-0.4597220591797704
2001,-0.4834265997887236
2002,-0.5010995131757077
2003,-0.5120349866001566
2004,-0.5230990476387242
2005,-0.56309892686492935
2006,-0.5907321902094107
2007,-0.6313679548131135
2008,-0.6354015483380872
2009,-0.6299472208162163
2010,-0.6638660985964958
2011,-0.6801967894766163
2012,-0.7042211826094341
2013,-0.6859344903294972
2014,-0.7137877708904038
2015,-0.7512380609926234
2016,-0.7454545547635849
2017,-0.7723908654843867
2018,-0.7995515468692208
2019,-0.7991014765371818
1960,0
1961,0.07472590396778389
1962,0.005020999494821359
1963,0.04373142821299458
1964,0.05638988700249126
1965,0.0026612915308984186
1966,0.020658580260100767
1967,-0.0030820531223302574
1968,0.005210016167450248
1969,0.05022603991297827
1970,0.04270467669420569
1971,0.0027005955982514415
1972,-0.00798489933778477
1973,-0.025485637486970057
1974,-0.030422141552586515
1975,-0.062466005832157605
1976,-0.05873256520703139
1977,-0.06052614943780927
1978,-0.11962485195433832
1979,-0.11707915267695636
1980,-0.14885436985011088
1981,-0.15225824036575814
1982,-0.17113717074682863
1983,-0.19590349969828288
1984,-0.19831910850456816
1985,-0.22834974984039583
1986,-0.21508591396975515
