t,k_t
2006,-0.5996748116814827
2007,-0.6332488815587924
2008,-0.6538868682162179
2009,-0.633143246426568
2010,-0.6620764343394262
2011,-0.6759888008061479
2012,-0.711066973477454
2013,-0.7012945713964132
2014,-0.7180962229082832
2015,-0.7730988022215853
2016,-0.7669871107231089
2017,-0.7809694358148402
2018,-0.7915535076152642
2019,-0.8157477966552462
1960,0
1961,0.0718055836524309
1962,-0.01624741147769296
1963,0.046400516855428176
1964,0.05419316987105557
1965,-0.0073848254868210585
1966,0.010126305659557563
1967,-0.006682795199530621
1968,0.0014890620970549303
1969,0.039807508720120344
1970,0.027331891819463067
1971,-0.010369395603052684
1972,-0.01937252001948047
1973,-0.043010351324409106
1974,-0.04132020179110039
1975,-0.06552090594507097
1976,-0.05307772954044736
1977,-0.07219064200775213
1978,-0.12289946362991863
1979,-0.11818155867343459
1980,-0.17084818120190318
1981,-0.16232243001898763
1982,-0.1902876004157538
1983,-0.20727186012320564
1984,-0.198807039327448
1985,-0.23663246204773286
1986,-0.24232782543204484
1987,-0.2664405691137885
1988,-0.31793892403619145
1989,-0.3318385637157986
1990,-0.33521458549236566
1991,-0.3757796781948252
1992,-0.39503602514537123
1993,-0.39694541177552345
1994,-0.39884217031592456
1995,-0.4349891046570667
1996,-0.41777318327638346
1997,-0.43639061393180223
1998,-0.46295055331433044
1999,-0.45117784124768245
2000,-0.4695255938664045
2001,-0.49846755384918334
2002,-0.5229955700149698
2003,-0.5232535349130867
2004,-0.5380282468153472
2005,-0.5825460193924876
2006,-0.5899289035183618
2007,-0.6298781958083963
2008,-0.6493975544650386
2009,-0.6562930167826718
2010,-0.6714504017273166
2011,-0.6976171918486862
2012,-0.7237535145647278
2013,-0.6934350350630947
2014,-0.7129071049679738
2015,-0.7636770521469003
2016,-0.7632197270868712
2017,-0.79530715793931
2018,-0.812360954705054
2019,-0.8175578939209167
1960,0
1961,0.0720644403929864
1962,-0.015530158523292821
1963,0.04682304225688547
1964,0.06165389695895083
1965,-9.873972559733073e-5
1966,0.011234327050514048
1967,-0.002759836303866626
1968,-0.002729872802237342
1969,0.04024045062766046
1970,0.030705075136751463
1971,-0.009269700013116255
1972,-0.022698975581803362
1973,-0.03453340128486494
1974,-0.034567612910761644
1975,-0.07240485582191054
1976,-0.05895275357199189
1977,-0.06223877387143232
1978,-0.12271875759917113
1979,-0.12870217523209418
1980,-0.16427814243529287
1981,-0.17157952488365194
1982,-0.1879149702241581
1983,-0.2028801274086571
1984,-0.19306346897430451
1985,-0.24092730869126483
1986,-0.22878513242607998
1987,-0.25174429598770104
1988,-0.31739036652986513
1989,-0.3342823287254471
1990,-0.33620792728192483
1991,-0.3836088890476209
1992,-0.3898055448272649
1993,-0.3993217886460628
1994,-0.3862774728302799
1995,-0.4233571268002953
1996,-0.417022252921252
1997,-0.44788054961946006
1998,-0.45992729487889134
1999,-0.48326913312127046
2000,-0.4736023097044057
2001,-0.48595008272982554
2002,-0.5205679241092607
2003,-0.5217685897216308
2004,-0.5363794597661421
2005,-0.5843239054378271
2006,-0.6014940670464404
2007,-0.6339793494174178
2008,-0.6582706951057007
2009,-0.6348606161972068
2010,-0.6621203286208599
2011,-0.6782360829762053
2012,-0.7111461844440229
2013,-0.7044428393204442
2014,-0.7175983780995868
2015,-0.7779605098061745
2016,-0.7646991419479205
2017,-0.780691954263333
2018,-0.7961951496829068
2019,-0.8133591625917295
1960,0
1961,0.07716712989176244
1962,0.004142656756067372
1963,0.034825002938560355
1964,0.05427324855316303
1965,-0.021742053476358138
1966,0.015205114344007589
1967,-6.191102964665257e-4
1968,-0.008464983611359635
1969,0.04580411618757438
1970,0.014264530939373155
1971,-0.00150068333073286
1972,-0.016254606680737645
1973,-0.0336986964000153
1974,-0.04260798726649075
1975,-0.07329875349941244
1976,-0.055563908485662415
1977,-0.07825288371493082
1978,-0.12594578183507993
1979,-0.12004940256868842
1980,-0.15367727870415557
1981,-0.15138682770708556
1982,-0.1843542972223248
1983,-0.2085454846886887
1984,-0.2160481679363074
1985,-0.22913454000727435
1986,-0.23994866839455736
1987,-0.2703262682034526
1988,-0.31791059367682933
1989,-0.3385007111156025
1990,-0.3427743972435941
1991,-0.36511984792484303
1992,-0.3881782722593959
1993,-0.3873811850091996
1994,-0.3934142577882609
1995,-0.42147083835045607
1996,-0.41247449968277905
1997,-0.43990976916246277
1998,-0.45540798726540116
1999,-0.4558398139380224
2000,-0.47500294712336844
2001,-0.4913115311684284
2002,-0.5117120737918552
2003,-0.5241629749319585
2004,-0.5270096292335236
2005,-0.5702226510397395
2006,-0.5977584875685727
2007,-0.6287984998446224
2008,-0.6593273806278255
2009,-0.6283018178639894
2010,-0.6620436723386081
2011,-0.6772534842209339
2012,-0.7092349074088707
2013,-0.7003268004466123
2014,-0.7151203803931779
2015,-0.7721528225099595
2016,-0.7581809060897671
2017,-0.7737071717637762
2018,-0.789538157558219
2019,-0.8060653243491454
1960,0
1961,0.07801915576799164
1962,-0.0030413730693009
1963,0.04038178426095576
1964,0.05700280738198766
1965,-0.012889810811728105
1966,0.022235849508253195
1967,0.005784116228571894
1968,-0.0033174377172161466
1969,0.04148936439457734
1970,0.024917615626009915
1971,-0.009889877180528497
1972,-0.017238234157680214
1973,-0.04062952031295756
1974,-0.049304574824759424
1975,-0.07138025581953777
1976,-0.04683650350721945
1977,-0.06919099205169678
1978,-0.12786494233182646
1979,-0.12562712715721985
1980,-0.1544425726636258
1981,-0.15895980361230969
1982,-0.18748158933599327
1983,-0.20444056289428972
1984,-0.19966861743958245
1985,-0.2327208582843691
1986,-0.2377314703274536
1987,-0.2704899908233481
1988,-0.31477978238536186
1989,-0.32522179833315346
1990,-0.3315542045637655
1991,-0.3729719217862226
1992,-0.3836025298483686
1993,-0.3976890175215875
1994,-0.3952155357561592
1995,-0.43594167285089286
1996,-0.41898915880779253
1997,-0.4375435232213282
1998,-0.4667986670355319
1999,-0.46134480673048617
2000,-0.4660136375574636
2001,-0.48331942709961445
2002,-0.5243832404662216
2003,-0.5177294584285534
2004,-0.5472299669848383
2005,-0.5884207769345192
2006,-0.5880042442579605
2007,-0.6305500503761597
2008,-0.6372130366524605
2009,-0.6561920828437104
2010,-0.6629389644574372
2011,-0.6889942044035906
2012,-0.716284736024931
2013,-0.6902517766511731
2014,-0.7079859497870995
2015,-0.7603852207542138
2016,-0.756056968029866
2017,-0.7905269823118525
2018,-0.8074595009808353
2019,-0.8131313828545821
1960,0
1961,0.08209897353219876
1962,0.0023239447292092794
1963,0.032399639255811685
1964,0.051750915954802724
1965,-0.014170602941867219
1966,0.018944912230852515
1967,0.006334648315173221
1968,-0.0032082910710495107
1969,0.03940509911453265
1970,0.028089552033373367
1971,-0.010125807697934251
1972,-0.015825658590957414
1973,-0.042560367803889214
1974,-0.049415148571154685
1975,-0.06898336218336586
1976,-0.05096640270802985
1977,-0.06454453343915853
1978,-0.12477020041083094
1979,-0.13314347672498747
1980,-0.15714487397776922
1981,-0.15453476840355435
1982,-0.18256996349516874
1983,-0.20675811834506072
1984,-0.2019723183525356
1985,-0.23891703571915546
1986,-0.2378801484413853
1987,-0.2639745589108761
1988,-0.32902822296259693
1989,-0.3316136223508399
1990,-0.33309262172553195
1991,-0.3669529165818162
1992,-0.37674275087644765
1993,-0.3883729057167469
1994,-0.40500968552240696
1995,-0.41641608415421244
1996,-0.41846367646747495
1997,-0.4396454537212997
1998,-0.44235317337254026
1999,-0.4612121819399094
2000,-0.47957860666198526
2001,-0.4956372271181617
2002,-0.5252516052909673
2003,-0.515339055654986
2004,-0.5196620880462061
2005,-0.5761814888140745
2006,-0.5860955078176153
2007,-0.6333420163944291
2008,-0.6514307579407517
2009,-0.6285329798743605
2010,-0.6512187006743668
2011,-0.6803340627171618
2012,-0.7105437895581577
2013,-0.6984078993755836
2014,-0.7134482974309444
2015,-0.7644963717687018
2016,-0.7566574676058013
2017,-0.7735119256901563
2018,-0.7939440491222878
2019,-0.8097556728182601
1960,0
1961,0.08347592829693554
1962,0.0015812009161609512
1963,0.03579334304243793
1964,0.05161689957886201
1965,-0.012008956828396733
1966,0.01965190835192211
1967,0.005872996750534066
1968,-0.0042498198699751
1969,0.03906413796224302
1970,0.02893065894501567
1971,-0.008017776254525244
1972,-0.01949413908845886
1973,-0.04376816770397621
1974,-0.051734734285790306
1975,-0.07263406873968423
1976,-0.053459792850835096
1977,-0.07000918449998879
1978,-0.1240294091786968
1979,-0.130752321780091
1980,-0.15915257026685753
1981,-0.15979524280698781
1982,-0.18619283070574794
1983,-0.2102066381725597
1984,-0.2038332851186025
1985,-0.24428737264150518
1986,-0.24016584192177232
1987,-0.2592046759314039
1988,-0.3293650076007294
1989,-0.3318577990185031
1990,-0.33527876660647876
1991,-0.3635972972267172
1992,-0.3845675532955801
1993,-0.39219122923345023
1994,-0.40304108041984266
1995,-0.41292482148917686
1996,-0.4199177435489539
1997,-0.4372516249793023
1998,-0.44475024159569515
1999,-0.4534135444384552
2000,-0.47825007783515117
2001,-0.49084486534780725
2002,-0.5205369151147753
2003,-0.5172968081290329
2004,-0.5339182833119912
2005,-0.5711786091359476
2006,-0.5852136159776025
2007,-0.6365793510817621
2008,-0.6447835501372386
2009,-0.6382320117100359
2010,-0.6523739284007407
2011,-0.6843266692495964
2012,-0.6967878899988216
2013,-0.6960396780556936
2014,-0.7076281885632284
2015,-0.770036807498399
2016,-0.7627194444232406
2017,-0.7729074053625846
2018,-0.801630988248259
2019,-0.8116572493106474
1960,0
1961,0.07871911702580048
1962,-0.005532875537473428
1963,0.0325691139545588
1964,0.044445953669982885
1965,-0.009878319667139661
1966,0.014962464498070292
1967,-0.003111021299155299
1968,-0.0017153765795607442
1969,0.030652413149156076
1970,0.01961776198156935
1971,-0.018611895567510257
1972,-0.012459371638017436
1973,-0.04372395414037125
1974,-0.04670657930868474
1975,-0.08460272204609633
1976,-0.058743029269155284
1977,-0.07343063256143409
1978,-0.12696343823875814
1979,-0.12363588092725362
1980,-0.15948241946129135
1981,-0.16028657467515436
1982,-0.18958577235632207
1983,-0.20218968144926347
1984,-0.20472747616440565
1985,-0.22295411525409592
1986,-0.23098727489463744
1987,-0.2632402700838228
1988,-0.30532567915904046
1989,-0.3435949195300622
1990,-0.3416740601633862
1991,-0.38242467309923245
1992,-0.3903250485532121
1993,-0.3985683564869014
1994,-0.381445099981783
1995,-0.4330438169627694
1996,-0.41571260588306697
1997,-0.44105636806129456
1998,-0.47107618180885014
1999,-0.47202362538503573
2000,-0.46571657190361404
2001,-0.49075483871048525
2002,-0.514467462625313
2003,-0.5285471010790718
2004,-0.5187503986261409
2005,-0.5942610736454232
2006,-0.5947896561627215
2007,-0.6359334762514756
2008,-0.6527755693147979
2009,-0.6444260019073522
2010,-0.6622176553210999
2011,-0.690245781850273
2012,-0.710563016358906
2013,-0.706987135589529
2014,-0.7133585173753811
2015,-0.7623108461701009
2016,-0.758852995285512
2017,-0.7703822732861121
2018,-0.8045586245007915
2019,-0.8229263257463443
1960,0
1961,0.0817449075479442
1962,-0.0019611524637632364
1963,0.04811938980649603
1964,0.06861727043641906
1965,0.003998227983957008
1966,0.024952488568261263
1967,0.010988875235111403
1968,0.011067633109351896
1969,0.04213131906353846
1970,0.03053868599572623
1971,-0.007342115301892001
1972,-0.007277079489560732
1973,-0.03513377406649919
1974,-0.037615927452822474
1975,-0.07733348710471033
1976,-0.04890386664705122
1977,-0.0666429397155188
1978,-0.13034459239009663
1979,-0.12157657577557197
1980,-0.15592217253003043
1981,-0.16150897912339807
1982,-0.1854654397866299
1983,-0.21279906858160735
1984,-0.20497629374339107
1985,-0.2405936438636941
1986,-0.2462742190831946
1987,-0.2701572515724227
1988,-0.3134546448444634
1989,-0.3594685309454542
1990,-0.3525697677918757
1991,-0.39048552736947767
1992,-0.3987793915701555
1993,-0.4035708700594614
1994,-0.4022356355242
1995,-0.44044396451562945
1996,-0.4296026615468986
1997,-0.438849378657446
1998,-0.4691436539838405
1999,-0.47449677760697684
2000,-0.4931037418452944
2001,-0.5085521047843753
2002,-0.5463380917170532
2003,-0.536591945188716
2004,-0.5618094397674017
2005,-0.5954061875441437
2006,-0.6082561902174378
2007,-0.6521445661297863
2008,-0.6750854653164211
2009,-0.6722217220197045
2010,-0.6871273179695299
2011,-0.715919563586044
2012,-0.736004084299463
2013,-0.7318591711838184
2014,-0.7336564194245381
2015,-0.7912647854396864
2016,-0.7749948310770465
2017,-0.8077978407734212
2018,-0.8232631361144046
2019,-0.8494187933249193
1960,0
1961,0.07911115304608461
1962,-0.004073606041918919
1963,0.04727514879543524
1964,0.06923329277636746
1965,6.101741091281865e-4
1966,0.027223660834510298
1967,0.011763569821075853
1968,0.011420019173137551
1969,0.04393820638168291
1970,0.03689102915944776
1971,-0.011253263462426489
1972,-0.012328614469464826
1973,-0.028328788849138854
1974,-0.04249886414766102
1975,-0.07775220875018111
1976,-0.056013492659103305
1977,-0.06366508776367702
1978,-0.12433809089516668
1979,-0.12114067503878441
1980,-0.14507466346585188
1981,-0.15476210752126274
1982,-0.1778946542696777
1983,-0.19959921703156436
1984,-0.2211191059061918
1985,-0.24854914965158667
1986,-0.24263913942341545
1987,-0.26902411343258537
1988,-0.3179342559942325
1989,-0.34342682328102797
1990,-0.3414401889843256
1991,-0.37455593968593265
1992,-0.3951115154135049
1993,-0.4111396801120921
1994,-0.4060847989765112
1995,-0.4447140481855389
1996,-0.43203005206851747
1997,-0.4564017420121288
1998,-0.4760943552740258
1999,-0.48021070668306093
2000,-0.47869074546638585
2001,-0.5059685294931273
2002,-0.5319236218759246
2003,-0.538209631982889
2004,-0.546438168164188
2005,-0.5994141573439435
2006,-0.6144191356049984
2007,-0.6477774029046828
2008,-0.6644681306202901
2009,-0.6563060359102675
2010,-0.6852386957008404
2011,-0.6996372634226302
2012,-0.7410860813704148
2013,-0.707623856160622
2014,-0.7400305875839313
2015,-0.7954926368611431
2016,-0.7954527413604616
2017,-0.8114061935637307
2018,-0.832579957858759
2019,-0.8285577859901823
1960,0
1961,0.07740143157893677
1962,-6.297125029928062e-4
1963,0.04816654227290778
1964,0.06888861878122761
1965,9.691864436600502e-4
1966,0.02948485540891575
1967,0.01268779496558338
1968,0.012723333487775374
1969,0.046164242534413154
1970,0.029449955077447756
1971,-0.004605847775337387
1972,-0.011110559752432931
1973,-0.030218888773577927
1974,-0.03735200073388512
1975,-0.07542365398470219
1976,-0.0542733937253977
1977,-0.07018016056466617
1978,-0.12176271741204324
1979,-0.1263018544735123
1980,-0.15153858444875273
1981,-0.15646894554513838
1982,-0.18500568675146897
1983,-0.20092987662484516
1984,-0.21669627409475634
1985,-0.24611572731919362
1986,-0.24150355644743315
1987,-0.27849508695913516
1988,-0.3158468725363355
1989,-0.34360295614920444
1990,-0.3381898079463036
1991,-0.3868735397737217
1992,-0.4011724114065354
1993,-0.3989855662660081
1994,-0.407005372705335
1995,-0.4314585320667038
1996,-0.4270150587830584
1997,-0.4403076162161399
1998,-0.4766992156863876
1999,-0.4737978196787316
2000,-0.4798290146332649
2001,-0.5047131576061311
2002,-0.5419170094403436
2003,-0.5304623287157837
2004,-0.5566006506498743
2005,-0.5982910573639828
2006,-0.6086560526632674
2007,-0.6398407909080314
2008,-0.6667864112172823
2009,-0.6622477287348244
2010,-0.6809916613579968
2011,-0.7093437306746746
2012,-0.7344673540374723
2013,-0.7229964788125549
2014,-0.7331129381135367
2015,-0.7867789565340623
2016,-0.7704783726194925
2017,-0.8050584169159261
2018,-0.8194361208149163
2019,-0.8400369861113576
1960,0
1961,0.07436265214176342
1962,0.007119299500704745
1963,0.04059219848791143
1964,0.06562382546358786
1965,0.009004955640001337
1966,0.02872603445203654
1967,0.010774819305399919
1968,0.007182570665009713
1969,0.05776498197729306
1970,0.01810162356587871
1971,-0.0041400613962629135
1972,-0.020038714889104
1973,-0.032641126641394784
1974,-0.04477469844620546
1975,-0.0773369291946901
1976,-0.060322814586528224
1977,-0.07739092041112872
1978,-0.1311537407903048
1979,-0.12063961642407668
1980,-0.17493845593424742
1981,-0.16052239625110187
1982,-0.18677206164654203
1983,-0.19967440070640313
1984,-0.19974487524295018
1985,-0.23362699885433175
1986,-0.24291431438260003
1987,-0.26676166823075514
1988,-0.3207546263106548
1989,-0.3499400078599392
1990,-0.35739868669015384
1991,-0.3738328156993633
1992,-0.39097728466113013
1993,-0.40575829775026184
1994,-0.39481622437809094
1995,-0.42472686424613365
1996,-0.4267211287903924
1997,-0.4546069636564613
1998,-0.4619463957827728
1999,-0.47236956794593776
2000,-0.4851109541388375
2001,-0.497932542613981
2002,-0.5252900589976237
2003,-0.5323411790890771
2004,-0.5361597786748387
2005,-0.5892241425123621
2006,-0.6079903675368742
2007,-0.6524402458838209
2008,-0.6646550196883574
2009,-0.6581502893945109
2010,-0.6814498789482655
2011,-0.6976624790836039
2012,-0.7319229720959217
2013,-0.7044266486546349
2014,-0.7247347658663279
2015,-0.7919704302030233
2016,-0.7918794175039704
2017,-0.7929846041960836
2018,-0.8290621883283894
2019,-0.8282275520868322
1960,0
1961,0.0757982488111228
1962,0.003021651368166025
1963,0.04361791581487173
1964,0.06659017729061356
1965,0.008050751829937086
1966,0.023824735296406198
1967,0.0054626105926215175
1968,0.009168275204099212
1969,0.053691927454889724
1970,0.019993514447489417
1971,-0.0019562820464561937
1972,-0.019017052823245707
1973,-0.03813307656597338
1974,-0.04673658427755948
1975,-0.08327639998173246
1976,-0.06446529887154562
1977,-0.07581734279074157
1978,-0.13150375283878252
1979,-0.12042459295374464
1980,-0.16968991175927953
1981,-0.15553938042970955
1982,-0.19235645042226912
1983,-0.1995677113349117
1984,-0.2129001112093279
1985,-0.2371800125958105
1986,-0.24855089364010058
1987,-0.27122719658590294
1988,-0.3257996305406124
1989,-0.34526746974688477
1990,-0.3385612967921333
1991,-0.38434889972960257
1992,-0.38266411602898076
1993,-0.39166350136962186
1994,-0.3916730776037826
1995,-0.43257554329426473
1996,-0.4206643233690885
1997,-0.43596255438244674
1998,-0.46500628796586996
1999,-0.4747819216427296
2000,-0.48487975675718165
2001,-0.4962172009463864
2002,-0.5420466759845795
2003,-0.5299806152990193
2004,-0.5477448162807064
2005,-0.5826167191840155
2006,-0.599798160950706
2007,-0.6415267771739532
2008,-0.6502342222099494
2009,-0.655718081776324
2010,-0.6714763521278161
2011,-0.698388012698751
2012,-0.7232242256494965
2013,-0.7215383838055528
2014,-0.739268374492898
2015,-0.7760668689213797
2016,-0.7578697355332967
2017,-0.8096467329248529
2018,-0.8134389130216632
2019,-0.8337101288325918
1960,0
1961,0.07607384560643454
1962,0.0033669178056198305
1963,0.04365311721021783
1964,0.0652238795085517
1965,0.008037550250055474
1966,0.023625598074035414
1967,0.005523663349608095
1968,0.010669084054939479
1969,0.052532461071554806
1970,0.021826808080630106
1971,-0.003435903683874272
1972,-0.01762155423649369
1973,-0.037335602671491434
1974,-0.046584497150784394
1975,-0.08222480966390507
1976,-0.06491016069963788
1977,-0.07847816025443441
1978,-0.13055861668512353
1979,-0.12069538123194028
1980,-0.16846979096909062
1981,-0.1569359274264668
1982,-0.1919045431946968
1983,-0.19942873645585596
1984,-0.21239987323170856
1985,-0.23594634260007893
1986,-0.24850442121829391
1987,-0.27191120476940667
1988,-0.3258544202628595
1989,-0.34419803975664925
1990,-0.3375040741230119
1991,-0.38702074772437284
1992,-0.38252752629143777
1993,-0.39351669071522094
1994,-0.3889344528794734
1995,-0.43522145578489035
1996,-0.41914799172018563
1997,-0.4365820821707503
1998,-0.4644030345339519
1999,-0.47135786492330856
2000,-0.48465766094368995
2001,-0.5004101786305677
2002,-0.5393198183168206
2003,-0.5331961199046757
2004,-0.5487472116449393
2005,-0.5798890354908991
2006,-0.5996814687784638
2007,-0.6423560706049923
2008,-0.6533128240478276
2009,-0.6565894875358068
2010,-0.6735961621584733
2011,-0.6986143944008597
2012,-0.722318562069967
2013,-0.7192171531238756
2014,-0.7406435422965423
2015,-0.7775173673742952
2016,-0.7592085320558671
2017,-0.8072364066071269
2018,-0.8201695361613339
2019,-0.837483802381605
1960,0
1961,0.0813759640766541
1962,0.01621834006816824
1963,0.03568997900583341
1964,0.0670999357506705
1965,-0.0011949731384013065
1966,0.014981212843940989
1967,0.0050307951114367455
1968,0.014207992327125125
1969,0.05092390113418788
1970,0.03247395076943542
1971,-0.00761294713557017
1972,-0.004041899746930248
1973,-0.03839815158436299
1974,-0.043480999822463874
1975,-0.07022938639800715
1976,-0.0541958380679155
1977,-0.07190624014075385
1978,-0.12742002674220115
1979,-0.12197435088113034
1980,-0.1509184450014591
1981,-0.17062122365075205
1982,-0.1815026667855653
1983,-0.20760347925215347
1984,-0.19938072689402705
1985,-0.2409096079725772
1986,-0.228152191100858
1987,-0.2616881957846367
1988,-0.3214790803990792
1989,-0.33562679049986316
1990,-0.3422412089325557
1991,-0.37886767341770333
1992,-0.40248503055702656
1993,-0.4060535596413242
1994,-0.40086323309430416
1995,-0.4236280672870186
1996,-0.4269402109543388
1997,-0.4578896844542319
1998,-0.47040700661643187
1999,-0.4708737609921114
2000,-0.4784517675266903
2001,-0.49862581692749536
2002,-0.5243319781449064
2003,-0.5258676932356688
2004,-0.5413998868632608
2005,-0.6050095993076527
2006,-0.6120424570273901
2007,-0.6477075905041124
2008,-0.6704291877639302
2009,-0.6586789353988715
2010,-0.6859525856657782
2011,-0.7038213496281899
2012,-0.7379459606712527
2013,-0.7069528236138689
2014,-0.727142279153657
2015,-0.8015399214046823
2016,-0.789018950555463
2017,-0.8057528434741171
2018,-0.8161344715225797
2019,-0.823487228872676
1960,0
1961,0.07692940351433886
1962,0.018161435237117978
1963,0.03680667815351712
1964,0.06937837075471799
1965,-0.00628613858379359
1966,0.021460815987640502
1967,6.726880959555025e-4
1968,0.010877927174810564
1969,0.04956516092524461
1970,0.025115492977398766
1971,-0.004715502727202501
1972,-0.011656605932966869
1973,-0.037069270931173556
1974,-0.047649324898831676
1975,-0.07444638135286015
1976,-0.05136347663024386
1977,-0.06303125489501218
1978,-0.12213457642090533
1979,-0.12380035130834459
1980,-0.14921457944486488
1981,-0.15931777431091387
1982,-0.17860404599000418
1983,-0.21763082837884234
1984,-0.2120215222671894
1985,-0.24624069911359073
1986,-0.2516554639503931
1987,-0.26140219445532575
1988,-0.31621653089617263
1989,-0.340643086030019
1990,-0.33490687177434014
1991,-0.37419656162590936
1992,-0.39508820668870925
1993,-0.3943879973400827
1994,-0.39149017662584
1995,-0.42824776717630836
1996,-0.42724713421472493
1997,-0.44887472937355904
1998,-0.473736520230878
1999,-0.4676818159359677
2000,-0.47925863184400075
2001,-0.5130849252927212
2002,-0.533705255831366
2003,-0.534889308687024
2004,-0.5400068121418837
2005,-0.5816782098777268
2006,-0.5984392540229179
2007,-0.6455960620517383
2008,-0.6554683163594519
2009,-0.655377460881497
2010,-0.6775606304667948
2011,-0.6981981534297544
2012,-0.7297906477761423
2013,-0.7182311818631202
2014,-0.7297262326301872
2015,-0.7732498270239752
2016,-0.7663130635365407
2017,-0.8015735732636063
2018,-0.8262827702033315
2019,-0.8415506860806019
1960,0
1961,0.07837200200367098
1962,-0.002917414751030024
1963,0.045226226869281294
1964,0.05664863121979661
1965,-0.0032830450226490867
1966,0.023076645852136306
1967,0.016405938613838423
1968,-5.974027931958054e-4
1969,0.04496579951034736
1970,0.035734857870128596
1971,-0.001516137330087155
1972,-0.013958725579832914
1973,-0.03021837334296252
1974,-0.04240788931643398
1975,-0.05833727475253026
1976,-0.058979858720435735
1977,-0.0682217942710864
1978,-0.13674935020632764
1979,-0.12461263810108253
1980,-0.14922570707757282
1981,-0.15702833918510575
1982,-0.1728930504286872
1983,-0.2145592400575489
1984,-0.21099721951355463
1985,-0.24644649955396405
1986,-0.24381018980262367
1987,-0.2598843024460683
1988,-0.31726732723364215
1989,-0.3390002152102907
1990,-0.33785063212010874
1991,-0.3711529649250101
1992,-0.38501784812887657
1993,-0.39757581914152307
1994,-0.38907749657005564
1995,-0.4367254024103016
1996,-0.43001161445166847
1997,-0.441957090243347
1998,-0.45524086819115256
1999,-0.47161351261940726
2000,-0.4788477899656557
2001,-0.4875443528198152
2002,-0.522813274299082
2003,-0.521130987830319
2004,-0.5501242035140024
2005,-0.5945685348403099
2006,-0.601832416595267
2007,-0.6443778831468685
2008,-0.6548219997443515
2009,-0.65373849347804
2010,-0.6764901271050001
2011,-0.6916007124738554
2012,-0.7175953284921487
2013,-0.7102118687626685
2014,-0.7222141636361428
2015,-0.7721458241078756
2016,-0.7605678294944118
2017,-0.7973175058559792
2018,-0.8267991866142053
2019,-0.8308112200845107
1960,0
1961,0.0791340180676397
1962,-0.004855674060754263
1963,0.05253441851660775
1964,0.0689729299570898
1965,-0.009617325134433263
1966,0.019685748550361485
1967,0.014545250594674184
1968,-0.006527043243030417
1969,0.03764514971833076
1970,0.03593634399009901
1971,-0.005905816778565328
1972,-0.005730524094096141
1973,-0.027796737523316212
1974,-0.03726045913560319
1975,-0.06759732564497944
1976,-0.05033093824954379
1977,-0.07534736469106171
1978,-0.13045404136186187
1979,-0.1251570873161299
1980,-0.15944306461807187
1981,-0.16349987297458096
1982,-0.1887973267996419
1983,-0.19583921822899222
1984,-0.19976724777174862
1985,-0.22788483093011017
1986,-0.24227793876588702
1987,-0.2606707644124548
1988,-0.32226252997369675
1989,-0.3428926800935741
1990,-0.3392984204725976
1991,-0.37349063961775214
1992,-0.39112587902941925
1993,-0.4007167906331961
1994,-0.3933858688975404
1995,-0.41926917136010183
1996,-0.4156699951114707
1997,-0.44480789909679186
1998,-0.4718511366074859
1999,-0.4674457273419456
2000,-0.4803330214445003
2001,-0.4994773330040106
2002,-0.530064597710961
2003,-0.5271629832328393
2004,-0.5272105424061081
2005,-0.5754090356130718
2006,-0.5972344874076129
2007,-0.6300604002192749
2008,-0.6588606095887376
2009,-0.6456904365310272
2010,-0.6693559919818678
2011,-0.6922801797520853
2012,-0.7297695957918533
2013,-0.7010397261467957
2014,-0.7203038088410856
2015,-0.7793266820583615
2016,-0.7779206036112016
2017,-0.7879132960376389
2018,-0.7960388561600229
2019,-0.8170599058152361
1960,0
1961,0.07777509174276859
1962,0.015058509868012795
1963,0.030976998839864132
1964,0.06433662632800272
1965,-0.011649971765759366
1966,0.03136116129848669
1967,7.603862457164973e-4
1968,0.013675121628820609
1969,0.05080907202716497
1970,0.03240830304126713
1971,-0.004224130790118785
1972,-0.02149958261110038
1973,-0.03930413609114928
1974,-0.039738782749017584
1975,-0.07975331419447008
1976,-0.06212225207810073
1977,-0.0598813487605426
1978,-0.12080236885073206
1979,-0.12145541850831439
1980,-0.15492172345044786
1981,-0.16191614986804537
1982,-0.1801527914775136
1983,-0.21188917979953814
1984,-0.20955099644725458
1985,-0.24991786831511478
1986,-0.22953074498667211
1987,-0.2617485429459015
1988,-0.31364285025161703
1989,-0.33964960116655873
1990,-0.3431414191875643
1991,-0.37698634407503606
1992,-0.39477273424751397
1993,-0.39876201105918374
1994,-0.3907496571706267
1995,-0.4251651319892333
1996,-0.4280763623732418
1997,-0.45545593870958173
1998,-0.4717890603504666
1999,-0.4689516963118675
2000,-0.48932854607067744
2001,-0.5032605879727754
2002,-0.5326231555865166
2003,-0.5303909025522213
2004,-0.5309974178883397
2005,-0.5782943577380659
2006,-0.5997070689990314
2007,-0.635838102627664
2008,-0.6558707478638949
2009,-0.654785503019516
2010,-0.6790099962116766
2011,-0.6824948706740445
2012,-0.7291672080063154
2013,-0.7023589727132007
2014,-0.7257092559501601
2015,-0.7784209639039733
2016,-0.7588215528248106
2017,-0.7939702496487369
2018,-0.8056220436878322
2019,-0.8232341491306232
1960,0
1961,0.06452976976363711
1962,-0.011565611152483111
1963,0.037834142565892154
1964,0.05278179142555913
1965,-0.007916773743147795
1966,0.0038066516321150564
